GEOID,Year,Score,Confidence,normalized_score,cumulative_score
18097321002,2025,5.6297606065031217E-2,High,0.35759495977718975,-0.38184711709061075
18097321002,2026,-4.5480758799803248E-2,High,-0.026310344586174126,-0.4081574616767849
18097321002,2027,1.3100119203166123E-2,High,0.1977047911751074,-0.21045267050167749
18097321002,2028,-3.707960035859087E-2,High,0.0019249516261261987,-0.2085277188755513
18097321100,2024,-0.21203332268677572,High,-0.9257463733330668,-0.9257463733330668
18097321100,2025,1.9222203623011393E-2,High,0.2027598382621516,-0.7229865350709151
18097321100,2026,3.2344592456784053E-2,High,0.2868249529186565,-0.43616158215225864
18097321100,2027,2.4692736566991332E-2,High,0.24499705412370235,-0.1911645280285563
18097321100,2028,2.6039751078373873E-2,High,0.2502046092498413,0.059040081221284985
18097321200,2024,-0.19393691634515897,High,-0.8428129288031129,-0.8428129288031129
18097321200,2025,-0.15715316570133436,High,-0.5338229077863103,-1.3766358365894231
18097321200,2026,-0.13275938942893983,High,-0.37748151858785445,-1.7541173551772775
18097321200,2027,-0.15826775869487067,High,-0.5013931336633665,-2.255510488840644
18097321200,2028,-0.11618827555503261,High,-0.30924863215908016,-2.564759120999724
18097321300,2024,-0.15552514413761798,High,-0.6667768407790903,-0.6667768407790903
18097321300,2025,-0.13999717856800875,High,-0.46217569217879195,-1.1289525329578822
18097321300,2026,-0.19533073679933766,High,-0.6292413520836166,-1.7581938850414989
18097321300,2027,-0.19174452190884811,High,-0.6379621101848917,-2.3961559952263904
18097321300,2028,-0.18731805751052005,High,-0.5890372787264403,-2.985193273952831
18097321400,2024,2.7568969421020786E-3,High,0.05860888642933638,0.05860888642933638
18097321400,2025,-8.3383221578429034E-2,High,-0.22574322395037247,-0.1671343375210361
18097321400,2026,-0.19083183704503012,High,-0.6111397400733495,-0.7782740775943856
18097321400,2027,-9.9948323243492634E-2,High,-0.2634780891293594,-1.041752166723745
18097321400,2028,-5.0403484583210513E-2,High,-0.0504844812687955,-1.0922366479925405
18097321600,2024,3.9228169156872085E-2,High,0.22575191881165682,0.22575191881165682
18097321600,2025,-2.4876612886224475E-2,High,0.018593378476451084,0.24434529728810792
18097321600,2026,4.8757890959256749E-2,High,0.35286491324806596,0.5972102105361738
18097321600,2027,-3.5053747049810506E-2,High,0.0012603443900717388,0.5984705549262456
18097321600,2028,3.0584696715400379E-2,High,0.26808213050108937,0.866552685427335
