GEOID,Year,Score,Confidence,normalized_score,cumulative_score,normalized_percentile,cumulative_percentile
18097330107,2027,-3.7714416695767056E-2,Low,-0.00959389883791334,1.3015480798012735,50.4,65
18097330107,2028,5.238610509172098E-3,Low,0.16838342539528586,1.4699315051965596,58.3,63.5
18097330108,2024,3.2418761580254848E-2,Low,0.19454530160398975,0.19454530160398975,58.6,58.6
18097330108,2025,-0.23364942333607303,Low,-0.8532882828376825,-0.6587429812336928,17.7,33.1
18097330108,2026,-9.4009111451768393E-2,Low,-0.22156728721136051,-0.8803102684450533,36.8,33.5
18097330108,2027,-0.22456647348256736,Low,-0.7718597724293215,-1.6521700408743747,18,30.5
18097330108,2028,-0.17101189690335883,Low,-0.5248970763869661,-2.1770671172613407,23.3,28.9
18097330109,2024,-0.28278928010499316,High,-1.2500115980927835,-1.2500115980927835,9,9
18097330109,2025,-0.23924143532914252,High,-0.8766417678825045,-2.126653365975288,17.3,10.9
18097330109,2026,-0.20492848927595633,High,-0.6678585253904873,-2.7945118913657754,21.1,12.8
18097330109,2027,-0.19649491058416912,High,-0.6573413947149194,-3.4518532860806945,22.2,15
18097330109,2028,-0.15760367012276516,High,-0.4721558824640299,-3.9240091685447247,27.1,15.8
18097330204,2024,-0.11763489397731094,High,-0.4931308195428563,-0.4931308195428563,28.9,28.9
18097330204,2025,-0.22323307771030776,High,-0.8097873082162959,-1.3029181277591522,19.5,22.2
18097330204,2026,-0.22596066445957619,High,-0.7524828325983404,-2.0554009603574928,16.9,19.5
18097330204,2027,-0.27730996142346437,High,-0.9870276523173094,-3.0424286126748017,13.9,19.2
18097330204,2028,-0.26922833393569667,High,-0.9112309471296444,-3.9536595598044464,15.8,15.4
18097330210,2024,-6.4342787672154858E-2,High,-0.24890012209333112,-0.24890012209333112,38.7,38.7
18097330210,2025,-0.12271319476051284,High,-0.3899939340095397,-0.6388940561028709,32.7,33.5
18097330210,2026,-0.14324849325901845,High,-0.41968510129398096,-1.0585791573968517,28.9,31.6
18097330210,2027,-0.20410396822765048,High,-0.6883826637892743,-1.746961821186126,19.9,29.7
18097330210,2028,-0.14554693549017825,High,-0.4247307762408121,-2.1716925974269383,29.7,29.3
18097330211,2024,-7.6183870257279851E-2,Low,-0.303166242515798,-0.303166242515798,35.7,35.7
18097330211,2025,-0.28689356287882412,Low,-1.075647644383601,-1.3788138868993989,11.3,20.3
18097330211,2026,-0.54174620511433458,Low,-2.0230662302194573,-3.401880117118856,3,10.9
18097330211,2027,-0.36267133411978081,Low,-1.3352607006886343,-4.73714081780749,8.3,9.4
18097330211,2028,-0.4833036607432738,Low,-1.7532951894808966,-6.4904360072883875,6,9.4
18097330212,2024,-0.28786788630183463,High,-1.273286180756559,-1.273286180756559,8.3,8.3
18097330212,2025,-0.34705800779704715,High,-1.3269077393850237,-2.6001939201415825,7.1,7.1
18097330212,2026,-0.45438352799621068,High,-1.6715568897731887,-4.271750809914772,6.8,7.5
18097330212,2027,-0.41862266797355141,High,-1.5635150379010565,-5.835265847815828,6.4,6.8
18097330212,2028,-0.43581620108553309,High,-1.5665035010869133,-7.401769348902741,7.5,7.5
18097330401,2024,-0.1938448168146108,High,-0.8423908487965214,-0.8423908487965214,17.7,17.7
18097330401,2025,-0.28511722174840631,High,-1.0682292489876095,-1.9106200977841312,11.7,12.8
18097330401,2026,-0.18077904394990829,High,-0.5706916816223568,-2.481311779406488,24.4,16.2
18097330401,2027,-0.2847052573228479,High,-1.0171968770298991,-3.498508656436387,12.8,14.3
18097330401,2028,-0.21791921093852115,High,-0.7094067648353464,-4.207915421271734,16.5,15
18097330500,2024,-4.7326892571685618E-2,High,-0.1709185181327183,-0.1709185181327183,41.4,41.4
18097330500,2025,-1.7840319246222744E-2,High,0.04797850470586728,-0.122940013426851,52.3,47.7
18097330500,2026,-2.6331161891357042E-2,High,0.05073928806185505,-0.07220072536499597,49.6,48.1
18097330500,2027,-3.6511147601560205E-2,High,-0.00468514384193451,-0.07688586920693047,51.1,48.5
18097330500,2028,-4.8332327503251005E-2,High,-0.04233759510804619,-0.11922346431497666,46.2,47
18097330600,2024,4.3498521722657883E-2,High,0.24532238164015133,0.24532238164015133,61.3,61.3
18097330600,2025,-3.9112123773998468E-2,High,-0.04085727918219725,0.20446510245795407,49.6,54.1
18097330600,2026,1.2479715380029024E-2,High,0.20689734458935816,0.4113624470473123,57.9,54.5
18097330600,2027,-5.9897837950070171E-4,High,0.14181910939114778,0.55318155643846,55.6,55.3
18097330600,2028,9.8870816390679919E-3,High,0.18666816366223177,0.7398497201006918,59,56.4
18097330701,2024,-0.18326373056573383,High,-0.7938991254718838,-0.7938991254718838,18.8,18.8
18097330701,2025,-0.56217596100776468,High,-2.2252881272320875,-3.019187252703971,2.3,4.5
18097330701,2026,-0.45571225450137381,High,-1.6769031061766977,-4.696090358880669,6.4,4.5
18097330701,2027,-0.54882721237932586,High,-2.0946865031436603,-6.790776862024329,2.6,4.1
18097330701,2028,-0.50051318444231196,High,-1.8209887660876127,-8.611765628111941,5.3,4.1
18097330702,2024,-1.2633433772557615E-2,High,-0.01192297025684827,-0.01192297025684827,49.2,49.2
18097330702,2025,5.2882927308147483E-2,High,0.34333450229237256,0.33141153203552426,64.7,57.5
18097330702,2026,-1.8484266063423821E-2,High,0.08231177723017481,0.4137233092656991,51.5,54.9
18097330702,2027,-2.5159034139591092E-2,High,0.04162597969613918,0.4553492889618383,53,53.8
18097330702,2028,-7.2514425681384109E-2,High,-0.1374577590451848,0.3178915299166535,40.6,51.5
18097330803,2024,-0.17329053468233577,High,-0.7481932835512131,-0.7481932835512131,20.3,20.3
18097330803,2025,-0.1463819265537166,High,-0.4888398189338814,-1.2370331024850945,29.3,22.6
18097330803,2026,-0.28175647969551976,High,-0.9769808775326756,-2.21401398001777,13.9,18.4
18097330803,2027,-0.29291766784237738,High,-1.050699533551915,-3.264713513569685,12,16.5
18097330803,2028,-0.32859757613184615,High,-1.1447595685471177,-4.4094730821168024,12,13.9
18097330804,2024,0.19487821678570491,High,0.9390755670226434,0.9390755670226434,82.3,82.3
18097330804,2025,0.13657834033973212,High,0.6928651504697609,1.6319407174924043,75.2,82.7
18097330804,2026,4.1364145855863711E-2,High,0.32311570511416887,1.9550564226065732,61.7,78.6
18097330804,2027,5.9442904750028974E-2,High,0.3867609060341769,2.34181732864075,63.5,74.8
18097330804,2028,2.0418363596387337E-3,High,0.15580893004200072,2.4976262586827507,57.5,69.2
18097330805,2024,-0.11009220472182768,High,-0.45856366907289103,-0.45856366907289103,30.8,30.8
18097330805,2025,-4.6343724156530361E-2,High,-0.07105804978013124,-0.5296217188530222,49.2,38
18097330805,2026,-0.26831304165376169,High,-0.9228903414448302,-1.4525120602978523,15.8,28.2
18097330805,2027,-4.2906245673496372E-2,High,-0.03077404595163565,-1.4832861062494882,49.2,32.3
18097330805,2028,-0.17511098946576395,High,-0.5410208367677778,-2.0243069430172658,22.9,30.8
18097330806,2024,0.19269626771441728,High,0.929075982085458,0.929075982085458,82,82
18097330806,2025,0.13413322993358956,High,0.6826538259279755,1.6117298080134337,74.1,82.3
18097330806,2026,0.13236042219507083,High,0.6892450653192421,2.3009748733326756,77.1,80.8
18097330806,2027,0.11868877744763101,High,0.6284553657320552,2.9294302390647307,73.3,78.6
18097330806,2028,0.10152068179010001,High,0.5471084779935202,3.476538717058251,71.8,77.1
18097330900,2024,0.23089699730141458,High,1.104144889602262,1.104144889602262,87.2,87.2
18097330900,2025,-0.11509076308732055,High,-0.3581609650699716,0.7459839245322906,34.2,65.4
18097330900,2026,4.3264922117995687E-3,High,0.17409232769981717,0.9200762522321076,55.6,63.2
18097330900,2027,-7.3228540780842538E-2,High,-0.15447432073999703,0.7656019314921106,45.1,58.6
18097330900,2028,-4.7824395875347703E-2,High,-0.04033964855439648,0.7252622829377141,47,55.6
18097331000,2024,4.0482610384695958E-2,High,0.23150085757993408,0.23150085757993408,60.9,60.9
18097331000,2025,-0.10537549384183967,High,-0.3175878412440662,-0.08608698366413212,36.1,48.5
18097331000,2026,-5.2286476364424156E-2,High,-0.05369358616391179,-0.1397805698280439,43.6,46.6
18097331000,2027,-7.4962785144713356E-2,High,-0.16154919761199918,-0.3013297674400431,44.4,45.5
18097331000,2028,-6.5647802599212698E-2,High,-0.11044793101209437,-0.41177769845213746,41.4,44
18097340101,2024,-0.29348023416046304,High,-1.2990068310906508,-1.2990068310906508,7.1,7.1
18097340101,2025,-0.25691618838936797,High,-0.9504554653092022,-2.249462296399853,15,9
18097340101,2026,-0.31060907207342725,High,-1.0930711354263327,-3.342533431826186,12,11.3
18097340101,2027,-0.30971750057138497,High,-1.1192347126213016,-4.461768144447487,10.5,10.5
18097340101,2028,-0.29906521951692294,High,-1.0285941894320123,-5.4903623338795,12.8,11.7
18097340102,2024,0.10292265284540225,High,0.5176553404152434,0.5176553404152434,70.7,70.7
18097340102,2025,0.2817466757456813,High,1.2991203863466134,1.8167757267618567,90.6,83.5
18097340102,2026,0.12411752647022722,High,0.6560792451407983,2.472854971902655,75.2,82.3
18097340102,2027,0.25402183129062283,High,1.1805486650374375,3.6534036369400926,90.2,84.2
18097340102,2028,0.22838994193038831,High,1.0461480871387745,4.699551724078867,86.1,85.7
18097340108,2024,0.24736367158241959,Low,1.1796094869536131,1.1796094869536131,88.7,88.7
18097340108,2025,0.19893660902882068,Low,0.9532871411694368,2.13289662812305,82.7,89.5
18097340108,2026,6.5099641853949841E-2,Low,0.4186169971839084,2.5515136253069586,67.3,83.5
18097340108,2027,0.14680014956742116,Low,0.7431361457846659,3.2946497710916245,78.6,80.8
18097340108,2028,6.6079327427468415E-2,Low,0.407700085376201,3.7023498564678254,67.7,78.6
18097340111,2024,-0.26152786454830568,High,-1.1525733335880912,-1.1525733335880912,10.2,10.2
18097340111,2025,-0.10416225094298703,High,-0.31252106922547845,-1.4650944028135695,36.8,19.9
18097340111,2026,-0.12008393712300061,High,-0.3264810224160802,-1.79157542522965,33.5,21.4
18097340111,2027,-8.4336304722281846E-2,High,-0.19978861660632177,-1.9913640418359717,43.2,26.3
18097340111,2028,-5.9551734043976984E-2,High,-0.08646907541095383,-2.0778331172469255,43.2,30.1
18097340112,2024,-4.9558001754374366E-2,High,-0.18114339737944815,-0.18114339737944815,40.6,40.6
18097340112,2025,-0.11642067863971134,High,-0.3637149880230923,-0.5448583854025405,33.1,36.8
18097340112,2026,-0.13329981238674854,High,-0.3796559450560877,-0.9245143304586282,30.1,32.7
18097340112,2027,-0.14534647423752542,High,-0.4486805526290583,-1.3731948830876866,30.1,32.7
18097340112,2028,-0.13432491617435496,High,-0.3805890185999433,-1.7537839016876298,31.2,32.7
18097340113,2024,-0.20960428166426592,High,-0.9146143985587148,-0.9146143985587148,14.3,14.3
18097340113,2025,-0.58011153902612489,High,-2.3001910876586975,-3.214805486217412,1.9,3.4
18097340113,2026,-0.492705429043721,High,-1.8257475190695407,-5.040553005286953,4.9,3
18097340113,2027,-0.6516274151312299,High,-2.5140615301227034,-7.554614535409656,1.1,1.5
18097340113,2028,-0.61114752629772673,High,-2.2561684042168015,-9.810782939626458,1.9,1.1
18097340114,2024,-0.14623963281137892,High,-0.6242225665232157,-0.6242225665232157,23.7,23.7
18097340114,2025,-0.39443086833134372,High,-1.5247473347559315,-2.148969901279147,5.3,10.5
18097340114,2026,-0.10771799558773143,High,-0.27672586270202615,-2.4256957639811736,34.2,16.5
18097340114,2027,-0.37484211466975254,High,-1.3849115893529167,-3.81060735333409,7.5,13.2
18097340114,2028,-0.16092990341077926,High,-0.48523960470014127,-4.2958469580342324,25.6,14.7
18097340115,2024,0.36874190944359314,Low,1.735869949211992,1.735869949211992,96.2,96.2
18097340115,2025,0.25950193538324118,Low,1.2062214061541476,2.9420913553661396,89.1,95.9
18097340115,2026,0.20100255221048491,Low,0.965431082557714,3.907522437923854,85.3,94
18097340115,2027,0.21482265014978416,Low,1.0206349955267893,4.928157433450643,85.7,93.6
18097340115,2028,0.12811379865749051,Low,0.6517123720556588,5.579869805506302,74.8,90.6
18097340201,2024,-0.38601860795617488,High,-1.7230979984308488,-1.7230979984308488,5.3,5.3
18097340201,2025,-0.22683196734532063,High,-0.8248170712735643,-2.547915069704413,18.8,7.5
18097340201,2026,-0.3148487406439397,High,-1.1101297141248376,-3.6580447838292502,11.7,9.8
18097340201,2027,-0.25367500137584564,High,-0.8906084649783514,-4.548653248807602,15.4,10.2
18097340201,2028,-0.28561578811648863,High,-0.9756909173401208,-5.524344166147722,14.3,11.3
18097340202,2024,0.19563232869965244,High,0.9425315625061732,0.9425315625061732,83.1,83.1
18097340202,2025,0.2681023175931187,High,1.2421385139083965,2.1846700764145695,89.8,89.8
18097340202,2026,0.13080163932837907,High,0.6829732023745099,2.8676432787890795,75.9,85
18097340202,2027,0.22890165582944016,High,1.0780705183048265,3.945713797093906,87.2,85.7
18097340202,2028,0.13914219857634208,High,0.6950925287533136,4.64080632584722,76.7,84.6
18097340301,2024,-5.650903475597778E-2,High,-0.2129990652386864,-0.2129990652386864,39.5,39.5
18097340301,2025,1.5934920384945789E-2,High,0.18903141278069627,-0.02396765245799012,57.9,49.6
18097340301,2026,-0.26223289577469999,High,-0.8984264841287786,-0.9223941365867688,16.5,33.1
18097340301,2027,-8.3065675385384175E-2,High,-0.1946050644519759,-1.1169992010387446,43.6,33.8
18097340301,2028,-0.21701840943047138,High,-0.705863466545457,-1.8228626675842017,16.9,32
18097340302,2024,0.2296391483738057,Low,1.098380333795123,1.098380333795123,86.8,86.8
18097340302,2025,0.2469680024959795,Low,1.153876916443067,2.2522572502381895,87.6,91
18097340302,2026,0.39165715143570912,Low,1.7325421033897803,3.98479935362797,96.6,94.7
18097340302,2027,0.24651927079067223,Low,1.1499418527175036,5.134741206345474,88.7,94.7
18097340302,2028,0.38153361994607166,Low,1.6485379894327183,6.783279195778192,96.6,95.1
18097340400,2024,-0.14628296968536725,High,-0.624421173703402,-0.624421173703402,23.3,23.3
18097340400,2025,0.18544669720535373,High,0.8969502709310064,0.27252909722760443,81.2,56.4
18097340400,2026,-4.6251854758445433E-2,High,-0.02941289868346458,0.24311619854413985,45.5,51.9
18097340400,2027,0.18326574331719603,High,0.8918981029913642,1.135014301535504,82.3,63.5
18097340400,2028,-6.586375688768506E-2,High,-0.11129738614088852,1.0237169153946155,41,60.2
18097340500,2024,0.36119564048316199,High,1.7012863934261797,1.7012863934261797,95.9,95.9
18097340500,2025,0.414988946549746,High,1.8555697255857493,3.556856119011929,98.1,98.1
18097340500,2026,0.24487077847920682,High,1.1419377074796642,4.698793826491594,89.8,97.7
18097340500,2027,0.31008842183507512,High,1.4092731937132057,6.108067020204799,94.4,97
18097340500,2028,0.23245131811057856,High,1.0621234903161303,7.1701905105209285,86.8,95.5
18097340600,2024,0.29391463453183964,High,1.3929464131201792,1.3929464131201792,91.7,91.7
18097340600,2025,0.30908100263300664,High,1.4132746111523853,2.8062210242725643,92.9,95.5
18097340600,2026,0.21602060439572426,High,1.025857179748891,3.832078204021455,88,93.6
18097340600,2027,0.21775615613838437,High,1.03260227886067,4.864680482882125,86.1,92.9
18097340600,2028,0.15644429116344499,High,0.7631502246247575,5.627830707506883,78.9,91
18097340700,2024,-4.2292048608819049E-2,High,-0.14784449201787017,-0.14784449201787017,42.9,42.9
18097340700,2025,0.18775688808473562,High,0.9065981415398666,0.7587536495219964,81.6,66.2
18097340700,2026,0.14164932696648472,High,0.7266195700548636,1.48537321957686,78.9,71.8
18097340700,2027,0.16566407326974641,High,0.8200918161026093,2.3054650356794695,79.7,74.4
18097340700,2028,0.12466610076266474,High,0.6381508693876189,2.9436159050670883,74.4,75.2
18097340800,2024,4.9768022818858303E-2,High,0.2740546786264584,0.2740546786264584,62,62
18097340800,2025,6.1868205760488196E-2,High,0.38085902230777374,0.6549137009342321,65.8,63.2
18097340800,2026,8.6694850806141227E-2,High,0.5055067069088107,1.160420407843043,70.7,66.9
18097340800,2027,6.5277760809341723E-2,High,0.410564292134481,1.570984699977524,64.3,65.8
18097340800,2028,5.9522698803050174E-2,High,0.3819096190140407,1.9528943189915644,65.8,66.5
18097340901,2024,-1.7829359516279855E-2,Low,-0.03573521293719525,-0.03573521293719525,47.4,47.4
18097340901,2025,-0.24095308682531966,Low,-0.8837900049870494,-0.9195252179242448,16.9,28.6
18097340901,2026,0.10601990614722789,Low,0.5832623078257586,-0.336262910098486,72.9,43.2
18097340901,2027,-0.18524284403856373,Low,-0.6114384141291554,-0.9477013242276416,24.4,36.8
18097340901,2028,0.10281390550588902,Low,0.5521953671024429,-0.3955059571251986,72.2,44.4
18097340903,2024,0.15424743682949738,Low,0.7528700590286262,0.7528700590286262,78.2,78.2
18097340903,2025,8.7690463025684035E-2,Low,0.48869850827698824,1.2415685673056145,67.7,75.9
18097340903,2026,-2.0532861565695341E-2,Low,0.07406912169809904,1.3156376890037136,50.8,69.5
18097340903,2027,0.12035679943017608,Low,0.6352600873688373,1.9508977763725508,74.1,70.3
18097340903,2028,7.7684173852481844E-2,Low,0.4533476915632756,2.4042454679358265,68.4,68.8
18097340904,2024,0.14543470300663999,High,0.7124824617422859,0.7124824617422859,76.7,76.7
18097340904,2025,2.315448500256248E-2,High,0.21918191934910056,0.9316643810913864,59.4,69.5
18097340904,2026,8.3880338853211354E-3,High,0.19043420139176268,1.122098582483149,56.8,66.2
18097340904,2027,7.4438409327037713E-2,High,0.4479353003271971,1.5700338828103462,66.2,65.4
18097340904,2028,4.1258219635232796E-2,High,0.3100663802730687,1.880100263083415,63.2,65
18097341000,2024,0.10270871599091216,High,0.516674896015409,0.516674896015409,70.3,70.3
18097341000,2025,0.13929558774871248,High,0.7042129796245178,1.2208878756399266,75.9,74.8
18097341000,2026,-3.3788161198240192E-2,High,0.02073557257902223,1.241623448218949,48.1,67.7
18097341000,2027,0.10476975021353713,High,0.5716724775123913,1.81329592573134,71.1,68
18097341000,2028,0.24427633001203999,High,1.1086371163191353,2.9219330420504757,88.3,74.4
18097341100,2024,0.10227225954484812,High,0.514674673663187,0.514674673663187,69.5,69.5
18097341100,2025,0.20924118673081463,High,0.9963213480979932,1.5109960217611802,83.1,80.1
18097341100,2026,2.0765825314985845E-2,High,0.24023703991673157,1.7512330616779117,58.6,74.8
18097341100,2027,0.15109053329958083,High,0.7606388329901305,2.511871894668042,78.9,75.9
18097341100,2028,6.4001453837660621E-2,High,0.39952677985708385,2.911398674525126,66.9,73.7
18097341200,2024,-0.13582379631004191,High,-0.5764881610059086,-0.5764881610059086,25.2,25.2
18097341200,2025,0.17482850798047772,High,0.8526063525750448,0.2761181915691362,79.7,56.8
18097341200,2026,0.13084978483810369,High,0.6831669189240368,0.959285110493173,76.7,64.3
18097341200,2027,0.17992579740102235,High,0.8782727416476295,1.8375578521408025,81.6,68.4
18097341200,2028,0.1587260359803539,High,0.7721254566103488,2.6096833087511513,79.3,70.3
18097341600,2024,0.25053658463382678,High,1.194150529168282,1.194150529168282,89.1,89.1
18097341600,2025,0.21074037116885314,High,1.0025822755417386,2.1967328047100203,83.5,90.2
18097341600,2026,0.19706962157390825,High,0.9496066836303008,3.1463394883403213,85,87.6
18097341600,2027,0.17377704122168158,High,0.8531887951225257,3.999528283462847,80.8,86.1
18097341600,2028,0.13580811545942204,High,0.6819779292539097,4.681506212716757,75.9,85.3
18097341701,2024,0.29789062605411687,High,1.4111678580932636,1.4111678580932636,92.1,92.1
18097341701,2025,0.10875274939982968,High,0.5766592977849472,1.9878271558782108,69.9,86.1
18097341701,2026,0.18290577518698392,High,0.8926175383123494,2.88044469419056,82.3,85.3
18097341701,2027,9.3434488087515505E-2,High,0.5254300992615683,3.4058747934521283,69.2,82.3
18097341701,2028,9.8649391462627634E-2,High,0.535814271649289,3.941689065101418,71.4,81.2
18097341702,2024,-0.1581037721567734,Low,-0.6785943530383174,-0.6785943530383174,21.4,21.4
18097341702,2025,-0.44227535806371426,Low,-1.7245565584891482,-2.4031509115274656,4.1,8.3
18097341702,2026,-0.55619393939094619,Low,-2.081197616688395,-4.484348528215861,2.6,6
18097341702,2027,-0.56301135368850952,Low,-2.152550928358554,-6.636899456574415,2.3,4.9
18097341702,2028,-0.67721705532611032,Low,-2.516052570848473,-9.152952027422888,1.5,2.6
18097341902,2024,-0.20240539601953941,Low,-0.8816228547116138,-0.8816228547116138,15.8,15.8
18097341902,2025,-0.24458676329995427,Low,-0.8989650456188062,-1.78058790033042,16.5,15
18097341902,2026,-0.18546653315786346,Low,-0.5895520954076333,-2.3701399957380533,23.3,17.3
18097341902,2027,-0.22290825900014932,Low,-0.765095060641939,-3.1352350563799924,18.4,17.3
18097341902,2028,-0.15786778400538246,Low,-0.473194773118909,-3.608429829498901,26.7,18.8
18097341903,2024,2.8213598135877645E-2,High,0.1752735919247248,0.1752735919247248,57.9,57.9
18097341903,2025,-7.6562703060919626E-2,High,-0.1972592225937953,-0.0219856306690705,46.2,50
18097341903,2026,-0.20074293904815127,High,-0.651017695318497,-0.6730033259875674,21.8,36.8
18097341903,2027,-9.4412542185584744E-2,High,-0.2408947841517124,-0.9138981101392798,40.6,38.3
18097341903,2028,-0.16689049500235242,High,-0.508685562332778,-1.4225836724720575,24.1,33.5
18097341904,2024,0.43368924549299781,High,2.0335150280160947,2.0335150280160947,98.9,98.9
18097341904,2025,0.40816214144348384,High,1.8270594700371925,3.8605744980532872,97.7,99.6
18097341904,2026,0.50413675017402926,High,2.185110990589845,6.045685488643132,99.2,99.2
18097341904,2027,0.51278528191674955,High,2.2361781889345793,8.28186367757771,98.5,99.2
18097341904,2028,0.48810087659226814,High,2.067719767947022,10.349583445524733,98.1,99.2
18097342000,2024,-0.18126837289363457,High,-0.784754664317964,-0.784754664317964,19.2,19.2
18097342000,2025,-0.37852154659868997,High,-1.4583064709635685,-2.2430611352815326,6.4,9.4
18097342000,2026,-0.40847346787340494,High,-1.4868348152447732,-3.7298959505263056,9,9.4
18097342000,2027,-0.48718077860494002,High,-1.8431989171737388,-5.5730948677000445,4.5,7.5
18097342000,2028,-0.52358858794101726,High,-1.911755751960545,-7.484850619660589,3.8,7.1
18097342101,2024,6.6719160913794959E-3,Low,0.07655090305523507,0.07655090305523507,53.4,53.4
18097342101,2025,0.28968101785616618,Low,1.332255962602057,1.408806865657292,91.7,78.2
18097342101,2026,-0.12962214075853123,Low,-0.36485859713754,1.043948268519752,31.6,65.4
18097342101,2027,0.17248141064815353,Low,0.8479032500342585,1.8918515185540103,80.5,69.2
18097342101,2028,-1.4165261120456718E-2,Low,0.09205839202434052,1.9839099105783509,54.5,67.3
18097342200,2024,0.26700708676400775,High,1.2696326690477635,1.2696326690477635,90.2,90.2
18097342200,2025,-9.5784028253928746E-2,High,-0.27753174901057115,0.9921009200371924,40.2,70.3
18097342200,2026,0.31322722373474132,High,1.416974253744564,2.409075173781756,93.6,82
18097342200,2027,1.5120059074580083E-3,High,0.1504309026424918,2.559506076424248,56,76.7
18097342200,2028,0.27092183929989322,High,1.213447095708807,3.772953172133055,90.6,79.7
18097342300,2024,0.32840882122568293,High,1.5510287232085007,1.5510287232085007,94,94
18097342300,2025,0.30518120506467256,High,1.3969881896814018,2.9480169128899023,92.5,96.2
18097342300,2026,0.3272458094718026,High,1.4733789335114298,4.4213958464013325,94.4,95.9
18097342300,2027,0.33811119218597629,High,1.5235925214707475,5.94498836787208,95.9,96.6
18097342300,2028,0.37430370627385701,High,1.6200991596551484,7.565087527527228,95.5,96.6
18097342400,2024,-3.573832695997322E-2,High,-0.11780964970891068,-0.11780964970891068,43.6,43.6
18097342400,2025,-0.11619979465856238,High,-0.36279252742093415,-0.4806021771298448,33.5,39.5
18097342400,2026,-0.11020632610053746,High,-0.28673782028187594,-0.7673399974117208,33.8,35
18097342400,2027,-0.1150662092336534,High,-0.32515174030192323,-1.092491737713644,32.7,35
18097342400,2028,-0.10682005882737047,High,-0.2723987978572884,-1.3648905355709324,35,34.2
18097342500,2024,9.9631046270342791E-2,High,0.5025703414295974,0.5025703414295974,68.4,68.4
18097342500,2025,0.18340270380824336,High,0.8884141001770288,1.3909844416066264,80.8,77.4
18097342500,2026,0.20364936116752791,High,0.9760806883329524,2.367065129939579,86.1,81.2
18097342500,2027,0.27044016633027879,High,1.247527518345965,3.614592648285544,91.4,83.5
18097342500,2028,0.27879873084225859,High,1.2444308097482435,4.859023458033787,91,86.1
18097342600,2024,0.1920826580200542,High,0.9262638897512208,0.9262638897512208,81.6,81.6
18097342600,2025,9.1088486444899711E-2,High,0.5028894093696464,1.429153299120867,68.4,78.6
18097342600,2026,7.8244805813424897E-2,High,0.4715074083512027,1.9006607074720696,69.5,76.7
18097342600,2027,5.4904352418001387E-2,High,0.36824581116336824,2.268906518635438,63.2,74.1
18097342600,2028,5.0098408559295274E-2,High,0.34483921981320725,2.6137457384486456,63.9,70.7
18097350100,2024,-0.19843274135991748,High,-0.8634167021401644,-0.8634167021401644,16.9,16.9
18097350100,2025,0.11991525253615237,High,0.6232763920222217,-0.24014031011794268,71.8,45.1
18097350100,2026,5.5427001230933803E-3,High,0.1789858183167128,-0.06115449180122989,56,48.5
18097350100,2027,4.7676695574219372E-2,High,0.3387604725870277,0.2776059807857978,62.8,51.1
18097350100,2028,-9.8849652596463139E-3,High,0.10889491468588128,0.3865008954716791,55.3,51.9
18097350300,2024,0.15928952008185174,High,0.7759772618528076,0.7759772618528076,78.6,78.6
18097350300,2025,0.31682642817106144,High,1.445621229810021,2.221598491662829,93.2,90.6
18097350300,2026,0.16404002399232087,High,0.8167099771178484,3.038308468780677,81.2,86.1
18097350300,2027,0.24643940101126696,High,1.1496160227094272,4.187924491490104,88.3,88
18097350300,2028,0.17187639023091184,High,0.8238523102080083,5.011776801698113,80.8,87.2
18097350400,2024,0.12528756299402383,High,0.6201507751559291,0.6201507751559291,74.4,74.4
18097350400,2025,0.10752155689141935,High,0.5715175642071058,1.191668339363035,69.5,74.1
18097350400,2026,9.2492819055666517E-2,High,0.5288352044153992,1.7205035437784342,71.4,74.4
18097350400,2027,8.0225448472277569E-2,High,0.4715436165823787,2.1920471603608127,67.7,72.9
18097350400,2028,7.013782416707548E-2,High,0.42366416228822223,2.615711322649035,68,71.1
18097350500,2024,-9.7137249662176073E-2,High,-0.3991928179466737,-0.3991928179466737,33.1,33.1
18097350500,2025,0.37038892623371283,High,1.6693101272980293,1.2701173093513556,96.2,76.3
18097350500,2026,0.1181356915382806,High,0.6320109482324519,1.9021282575838072,74.1,77.1
18097350500,2027,0.22169738608415432,High,1.0486805877607686,2.950808845344576,86.5,78.9
18097350500,2028,0.12063313780677337,High,0.6222872294879314,3.5730960748325074,73.7,77.4
18097350600,2024,0.27297833457921583,High,1.296998110567404,1.296998110567404,90.6,90.6
18097350600,2025,0.15633975021275714,High,0.7753931905573445,2.0723913011247483,78.2,88
18097350600,2026,0.21231777470942076,High,1.0109586067683771,3.0833499078931257,87.2,86.5
18097350600,2027,0.12635529858677191,High,0.6597310580312424,3.743080965924368,74.8,84.6
18097350600,2028,0.15327593486346339,High,0.7506875107425502,4.493768476666919,78.2,83.5
18097350700,2024,0.14590271627725648,High,0.7146273048611483,0.7146273048611483,77.1,77.1
18097350700,2025,0.18213588458789964,High,0.8831235815312434,1.5977508863923915,80.5,82
18097350700,2026,0.17992276251601591,High,0.8806151953084019,2.4783660817007935,82,82.7
18097350700,2027,0.12871234068541787,High,0.6693466479546979,3.147712729655491,75.2,80.1
18097350700,2028,0.13634311478250985,High,0.6840823464530917,3.831795076108583,76.3,80.1
18097350800,2024,0.35474601506942849,High,1.6717286104392477,1.6717286104392477,95.5,95.5
18097350800,2025,0.28220688980887643,High,1.3010423425683748,2.9727709530076227,91,96.6
18097350800,2026,0.2750046248019552,High,1.26318317288243,4.235954125890053,91.7,95.5
