GEOID,Year,Score,Confidence,normalized_score,cumulative_score,normalized_percentile,cumulative_percentile
18097321100,2025,1.9222203623011393E-2,High,0.2027598382621516,-0.7229865350709151,58.6,32.3
18097321100,2026,3.2344592456784053E-2,High,0.2868249529186565,-0.43616158215225864,60.2,41.4
18097321100,2027,2.4692736566991332E-2,High,0.24499705412370237,-0.1911645280285563,59.8,47.4
18097321100,2028,2.6039751078373873E-2,High,0.2502046092498413,0.05904008122128498,61.3,50
18097321200,2024,-0.19393691634515897,High,-0.8428129288031129,-0.8428129288031129,17.3,17.3
18097321200,2025,-0.15715316570133436,High,-0.5338229077863103,-1.3766358365894231,27.4,20.7
18097321200,2026,-0.13275938942893983,High,-0.3774815185878545,-1.7541173551772775,30.5,22.2
18097321200,2027,-0.15826775869487067,High,-0.5013931336633665,-2.255510488840644,28.2,23.3
18097321200,2028,-0.11618827555503261,High,-0.30924863215908016,-2.564759120999724,33.8,25.2
18097321300,2024,-0.15552514413761798,High,-0.6667768407790903,-0.6667768407790903,22.2,22.2
18097321300,2025,-0.13999717856800875,High,-0.4621756921787919,-1.1289525329578822,30.8,25.2
18097321300,2026,-0.19533073679933766,High,-0.6292413520836166,-1.7581938850414989,22.6,21.8
18097321300,2027,-0.19174452190884811,High,-0.6379621101848917,-2.3961559952263904,23.3,21.1
18097321300,2028,-0.18731805751052005,High,-0.5890372787264403,-2.985193273952831,21.4,21.8
18097321400,2024,2.7568969421020786E-3,High,0.05860888642933638,0.05860888642933638,51.9,51.9
18097321400,2025,-8.3383221578429034E-2,High,-0.22574322395037247,-0.1671343375210361,44.7,47
18097321400,2026,-0.19083183704503012,High,-0.6111397400733495,-0.7782740775943856,22.9,34.6
18097321400,2027,-9.9948323243492634E-2,High,-0.2634780891293594,-1.041752166723745,38,35.7
18097321400,2028,-5.0403484583210513E-2,High,-0.0504844812687955,-1.0922366479925405,45.9,37.6
18097321600,2024,3.9228169156872085E-2,High,0.2257519188116568,0.2257519188116568,60.2,60.2
18097321600,2025,-2.4876612886224475E-2,High,0.01859337847645108,0.24434529728810792,51.9,55.6
18097321600,2026,4.8757890959256749E-2,High,0.35286491324806596,0.5972102105361738,63.9,57.5
18097321600,2027,-3.5053747049810506E-2,High,0.00126034439007173,0.5984705549262456,51.5,56
18097321600,2028,3.0584696715400379E-2,High,0.26808213050108937,0.866552685427335,61.7,58.3
18097321700,2024,5.8530531746599362E-2,High,0.3142121018398628,0.3142121018398628,63.2,63.2
18097321700,2025,0.22608361878234112,High,1.066659087988614,1.380871189828477,85.3,77.1
18097321700,2026,0.21282013382167167,High,1.0129798809101451,2.393851070738622,87.6,81.6
18097321700,2027,0.19145817672933449,High,0.92531926259288,3.319170333331502,83.8,81.2
18097321700,2028,0.20819730652608054,High,0.9667204553496742,4.285890788681177,83.5,82.3
18097321800,2024,-0.12339045640211699,High,-0.5195078033530958,-0.5195078033530958,27.1,27.1
18097321800,2025,0.13648399688687166,High,0.6924711512404702,0.17296334788737444,74.8,53.4
18097321800,2026,5.2386194259955152E-2,High,0.36746362453118125,0.5404269724185558,64.7,56.4
18097321800,2027,0.105253990409263,High,0.5736479429269584,1.114074915345514,71.4,62.8
18097321800,2028,0.10345956280844321,High,0.5547350569181803,1.6688099722636944,72.6,64.3
18097321900,2024,-6.7866159310445318E-2,High,-0.26504726980909515,-0.26504726980909515,37.6,37.6
18097321900,2025,-1.1232669108742446E-2,High,0.07557352039222658,-0.18947374941686856,54.5,46.2
18097321900,2026,0.11844824991111197,High,0.6332685469131375,0.44379479749626893,74.4,55.3
18097321900,2027,0.10286776659131769,High,0.5639133057254737,1.0077081032217423,70.3,60.9
18097321900,2028,0.18875838156504346,High,0.8902575398724891,1.897965643094232,82,65.8
18097322000,2024,-1.9350752540231532E-2,High,-0.04270755659362547,-0.04270755659362547,47,47
18097322000,2025,2.4252643138424675E-5,High,0.12258492775492429,0.07987737116129881,55.3,52.6
18097322000,2026,0.10400036178143526,High,0.5751365414065142,0.6550139125678129,72.6,59
18097322000,2027,-2.6841578084872433E-2,High,0.03476201548637289,0.6897759280541859,52.3,57.5
18097322000,2028,-3.7975837233145938E-2,High,-0.00160039170042084,0.688175536353765,48.9,55.3
18097322100,2024,0.14014038671412082,High,0.6882193081480877,0.6882193081480877,76.3,76.3
18097322100,2025,3.9522065767679221E-2,High,0.287536574720334,0.9757558828684216,61.7,69.9
18097322100,2026,0.13071866695354642,High,0.6826393576971856,1.6583952405656075,75.6,73.7
18097322100,2027,7.9876689738596324E-2,High,0.47012084990068514,2.1285160904662925,67.3,71.8
18097322100,2028,0.12324182947813769,High,0.6325485053132857,2.7610645957795783,74.1,73.3
18097322200,2024,0.11370067779894225,High,0.5670496078600034,0.5670496078600034,72.9,72.9
18097322200,2025,3.2920440491257537E-2,High,0.25996672019292855,0.8270163280529319,60.9,67.3
18097322200,2026,0.16018633861655099,High,0.8012044265851797,1.6282207546381116,80.5,73.3
18097322200,2027,0.10153351057134351,High,0.5584701875273118,2.1866909421654235,69.5,72.6
18097322200,2028,0.15396582386391744,High,0.7534011857238617,2.940092127889285,78.6,74.8
18097322300,2024,0.10253644419127868,High,0.5158853970690838,0.5158853970690838,69.9,69.9
18097322300,2025,-0.2459890722031336,High,-0.904821399296017,-0.38893600222693325,16.2,41.4
18097322300,2026,5.1263445023786089E-2,High,0.362946170894101,-0.02598983133283228,64.3,49.6
18097322300,2027,-5.3074873559639454E-3,High,0.12261067374437312,0.09662084241154084,55.3,49.6
18097322300,2028,-6.092835615106372E-2,High,-0.0918840116807928,0.00473683073074802,42.9,48.9
18097322400,2024,9.9291156583030546E-2,High,0.5010126718018887,0.5010126718018887,68,68
18097322400,2025,0.1753950667025298,High,0.8549724277299006,1.3559850995317893,80.1,76.7
18097322400,2026,0.15504589292238552,High,0.7805215132958716,2.136506612827661,79.7,79.7
18097322400,2027,0.17027398010220687,High,0.8388980027684052,2.975404615596066,80.1,79.3
18097322400,2028,0.15983713498695293,High,0.7764959590737646,3.751900574669831,79.7,79.3
18097322500,2024,0.20988780399134144,High,1.007862526402168,1.007862526402168,85.7,85.7
18097322500,2025,8.7492462543610816E-2,High,0.487871614253389,1.4957341406555569,67.3,79.7
18097322500,2026,8.6521172312738606E-2,High,0.5048079003396954,2.0005420409952523,70.3,78.9
18097322500,2027,7.7234186252705589E-2,High,0.45934071580540375,2.459882756800656,66.5,75.2
18097322500,2028,7.9058370339023604E-2,High,0.4587530866666621,2.9186358434673183,68.8,74.1
18097322601,2024,0.19490046714004947,High,0.9391775374632364,0.9391775374632364,82.7,82.7
18097322601,2025,0.51472803627607944,High,2.272102333740894,3.2112798712041304,99.2,97
18097322601,2026,-4.1288934124478219E-2,High,-0.0094442688717405,3.2018356023323897,47,89.1
18097322601,2027,0.332090504122726,High,1.4990310308183254,4.700866633150715,95.1,91.7
18097322601,2028,-4.465858101621685E-2,High,-0.02788693141724342,4.672979701733472,47.4,85
18097322602,2024,0.11533494298646252,High,0.5745392297616045,0.5745392297616045,73.3,73.3
18097322602,2025,0.1207235886783857,High,0.6266521834247136,1.2011914131863182,72.2,74.4
18097322602,2026,3.0839735556209068E-2,High,0.2807700645608753,1.4819614777471934,59.8,71.4
18097322602,2027,6.9580595920284538E-2,High,0.42811777493346886,1.9100792526806625,64.7,69.5
18097322602,2028,5.3307980019787385E-2,High,0.3574640533260427,2.267543306006705,64.7,68
18097322700,2024,3.1645438191861323E-2,High,0.19100126246581237,0.19100126246581237,58.3,58.3
18097322700,2025,-0.19016883679106619,High,-0.671703688799369,-0.48070242633355664,22.6,39.1
18097322700,2026,6.7145847667786418E-2,High,0.4268500376511379,-0.05385238868241879,67.7,48.9
18097322700,2027,0.15133643409887318,High,0.7616419891277334,0.7077896004453146,79.3,58.3
18097322700,2028,-0.16108399013833413,High,-0.4858457040831473,0.2219438963621673,25.2,51.1
18097330103,2024,-0.13752993285896248,Low,-0.5843071598816705,-0.5843071598816705,24.4,24.4
18097330103,2025,-0.16151604428142627,Low,-0.5520432584935023,-1.136350418375173,26.7,24.4
18097330103,2026,-0.17543228302034702,Low,-0.549178645737104,-1.6855290641122769,24.8,23.7
18097330103,2027,-0.16961444017407348,Low,-0.5476820973432085,-2.2332111614554853,27.1,24.1
18097330103,2028,-0.15287266609766315,Low,-0.45354650146077624,-2.6867576629162615,28.6,24.8
18097330105,2024,-3.4029557554914512E-2,High,-0.10997858480056943,-0.10997858480056943,44.4,44.4
18097330105,2025,-0.17656560314542571,High,-0.6148935614429887,-0.7248721462435581,23.7,32
18097330105,2026,-0.22143333812455493,High,-0.7342668444154622,-1.4591389906590204,18,27.4
18097330105,2027,-0.20779093808624685,High,-0.7034237147067651,-2.1625627053657857,19.5,24.4
18097330105,2028,-0.19924303374744787,High,-0.6359441139500589,-2.798506819315844,19.2,23.7
18097330106,2024,-6.2332260022061645E-2,High,-0.23968613893019405,-0.23968613893019405,39.1,39.1
18097330106,2025,-0.15613778793569424,High,-0.5295824645443948,-0.7692686034745888,27.8,31.2
18097330106,2026,-0.2749268399139625,High,-0.9495013833791848,-1.7187699868537736,14.7,22.9
18097330106,2027,-0.17621885521395028,High,-0.5746249112811687,-2.293394898134942,25.9,22.6
18097330106,2028,-0.21569390702626512,High,-0.7006535428698862,-2.9940484410048285,17.3,21.4
18097330107,2024,0.16933648684620742,Low,0.8220211859953476,0.8220211859953476,79.3,79.3
18097330107,2025,-1.4640789113558927E-2,Low,0.06134045371388564,0.8833616397092332,53.4,68
18097330107,2026,6.7377060898537566E-2,Low,0.42778033892995393,1.3111419786391871,68,68.8
