GEOID,value,zscore_raw,zscore
18011810605,1533.9894731666666,0.9719323113356957,0.9719323113356957
18057110805,1183.8185559166668,-0.20916479459436785,-0.20916479459436785
18057110807,1183.8185559166668,-0.20916479459436785,-0.20916479459436785
18057110810,1183.8185559166668,-0.20916479459436785,-0.20916479459436785
18057110813,1183.8185559166668,-0.20916479459436785,-0.20916479459436785
18057110822,1183.8185559166668,-0.20916479459436785,-0.20916479459436785
18057111103,1414.382142711914,0.568506827124873,0.568506827124873
18059410801,1566.338442979678,1.0810426707168235,1.0810426707168235
18059410802,1728.508953583333,1.6280301882565258,1.6280301882565258
18059410901,1559.134928773659,1.0567458220576853,1.0567458220576853
18059410902,1565.6176145,1.0786113767706969,1.0786113767706969
18063210106,1779.9770320833336,1.8016276961293243,1.8016276961293243
18063210108,1779.9770320833334,1.8016276961293234,1.8016276961293234
18063210109,1779.9770320833331,1.8016276961293227,1.8016276961293227
18063210611,1779.9770320833334,1.8016276961293234,1.8016276961293234
18063210616,1779.9770320833334,1.8016276961293234,1.8016276961293234
18063210617,1779.9770320833334,1.8016276961293234,1.8016276961293234
18097310104,1533.9894731666666,0.9719323113356957,0.9719323113356957
18097310105,1533.9894731666666,0.9719323113356957,0.9719323113356957
18097310106,1505.1855584982811,0.8747791253388179,0.8747791253388179
18097310108,1642.943023993705,1.3394234912806782,1.3394234912806782
18097310110,1448.7711515,0.6844980667012147,0.6844980667012147
18097310111,1448.7711515,0.6844980667012147,0.6844980667012147
18097310113,1779.9770320833334,1.8016276961293234,1.8016276961293234
18097310201,1533.9894731666666,0.9719323113356957,0.9719323113356957
18097310203,1533.9894731666666,0.9719323113356957,0.9719323113356957
18097310204,1527.6115675380431,0.9504201710956649,0.9504201710956649
18097310305,1448.7711515,0.6844980667012147,0.6844980667012147
18097310306,1448.7711515,0.6844980667012147,0.6844980667012147
18097310308,399.0258600723619,-2.8562046718523693,-2.8562046718523693
18097310309,1448.7711515,0.6844980667012147,0.6844980667012147
18097310310,1448.7711515,0.6844980667012147,0.6844980667012147
18097310311,175.51811187666652,-3.6100775423352514,-3.6100775423352514
18097310312,1448.7711515,0.6844980667012147,0.6844980667012147
18097320105,1276.76159075,0.10432425903721869,0.10432425903721869
18097320106,1276.76159075,0.10432425903721869,0.10432425903721869
18097320107,1276.76159075,0.10432425903721869,0.10432425903721869
18097320108,1276.76159075,0.10432425903721869,0.10432425903721869
18097320109,1276.76159075,0.10432425903721869,0.10432425903721869
18097320202,1349.28089325,0.34892577814528997,0.34892577814528997
18097320301,1349.28089325,0.34892577814528997,0.34892577814528997
18097320305,1349.28089325,0.34892577814528997,0.34892577814528997
18097320306,1349.28089325,0.34892577814528997,0.34892577814528997
18097320400,1349.28089325,0.34892577814528997,0.34892577814528997
18097320500,1349.28089325,0.34892577814528997,0.34892577814528997
18097320600,1349.28089325,0.34892577814528997,0.34892577814528997
18097320700,1349.2269342715656,0.34874377904105747,0.34874377904105747
18097320800,1283.135171810336,0.12582181287147687,0.12582181287147687
18097320901,1276.76159075,0.10432425903721869,0.10432425903721869
18097320902,1276.76159075,0.10432425903721869,0.10432425903721869
18097320903,1277.4074689848128,0.1065027520997247,0.1065027520997247
18097321001,29.05022283834045,-4.104101435619761,-4
18097321002,0.2601137920215548,-4.201208056412434,-4
18097321100,204.34283010855705,-3.5128541876651957,-3.5128541876651957
18097321200,1312.549587742472,0.22503416837747686,0.22503416837747686
18097321300,1349.28089325,0.34892577814528997,0.34892577814528997
18097321400,1349.28089325,0.34892577814528997,0.34892577814528997
18097321600,1315.8996245765006,0.2363335613724849,0.2363335613724849
18097321700,1357.1711247814787,0.375538866691117,0.375538866691117
18097321800,1260.8693400612517,0.05072103166869627,0.05072103166869627
18097321900,1125.2578280182872,-0.4066852134375866,-0.4066852134375866
18097322000,1124.1200227644133,-0.4105229350365596,-0.4105229350365596
18097322100,1382.211927,0.45999939031977555,0.45999939031977555
18097322200,1382.211927,0.45999939031977555,0.45999939031977555
18097322300,1382.211927,0.45999939031977555,0.45999939031977555
18097322400,1382.211927,0.45999939031977555,0.45999939031977555
18097322500,1382.211927,0.45999939031977555,0.45999939031977555
18097322601,1352.7936113672242,0.3607738814509099,0.3607738814509099
18097322602,1379.4420106194148,0.4506566949112876,0.4506566949112876
18097322700,1083.6193009095875,-0.5471284696894041,-0.5471284696894041
18097330103,1183.8185559166668,-0.20916479459436785,-0.20916479459436785
18097330105,1183.8185559166668,-0.20916479459436785,-0.20916479459436785
18097330106,1183.8185559166668,-0.20916479459436785,-0.20916479459436785
18097330107,1183.8185559166668,-0.20916479459436785,-0.20916479459436785
18097330108,1183.8185559166668,-0.20916479459436785,-0.20916479459436785
18097330109,1183.8185559166668,-0.20916479459436785,-0.20916479459436785
18097330204,1472.8939566666666,0.765862263342718,0.765862263342718
18097330210,1472.8939566666666,0.765862263342718,0.765862263342718
18097330211,1472.8939566666666,0.765862263342718,0.765862263342718
18097330212,1472.8939566666666,0.765862263342718,0.765862263342718
18097330401,1260.4613552815183,0.04934493325826602,0.04934493325826602
18097330500,1085.81941675,-0.5397076636663645,-0.5397076636663645
18097330600,1085.81941675,-0.5397076636663645,-0.5397076636663645
