GEOID,NAME,year,estimate
18097351900,NA,2028,42013.443470889935
18097352100,NA,2024,52152.17647756361
18097352100,NA,2025,58843.70882376733
18097352100,NA,2026,63941.57220779196
18097352100,NA,2027,67704.51123675398
18097352100,NA,2028,70422.23447929406
18097352300,NA,2024,29094.38866190752
18097352300,NA,2025,29094.075586015562
18097352300,NA,2026,29094.05432879182
18097352300,NA,2027,29094.052885461308
18097352300,NA,2028,29094.0527874615
18097352400,NA,2024,39654.70424832579
18097352400,NA,2025,39657.12696036467
18097352400,NA,2026,39657.03266604027
18097352400,NA,2027,39657.03633595573
18097352400,NA,2028,39657.03619312318
18097352500,NA,2024,53091.29743986634
18097352500,NA,2025,53365.83215938191
18097352500,NA,2026,53323.86059629759
18097352500,NA,2027,53330.261179673806
18097352500,NA,2028,53329.28472776048
18097352600,NA,2024,74736.13923798654
18097352600,NA,2025,90410.09672954837
18097352600,NA,2026,106336.67475252737
18097352600,NA,2027,122105.46070078443
18097352600,NA,2028,137376.37828497836
18097352700,NA,2024,49459.8252722851
