GEOID,NAME,year,percent_white
18097310103,NA,2024,60.83044172420964
18097310103,NA,2025,60.72877654815852
18097310103,NA,2026,60.790161572638084
18097310103,NA,2027,60.75309754170126
18097310103,NA,2028,60.775476654537535
18097310104,NA,2024,55.71818832638411
18097310104,NA,2025,48.379309455809036
18097310104,NA,2026,42.374009519707926
18097310104,NA,2027,37.459958210436206
18097310104,NA,2028,33.4388600925905
18097310105,NA,2024,37.574401864844965
18097310105,NA,2025,37.40483454183059
18097310105,NA,2026,37.38089575454972
18097310105,NA,2027,37.37751617925012
18097310105,NA,2028,37.37703906530648
18097310106,NA,2024,38.4147822368497
18097310106,NA,2025,36.77776821218325
18097310106,NA,2026,37.707110293605105
18097310106,NA,2027,37.17951755995245
18097310106,NA,2028,37.47903492623507
18097310108,NA,2024,66.02067059250722
18097310108,NA,2025,66.01495050947898
18097310108,NA,2026,66.01447464842343
18097310108,NA,2027,66.0144350609309
18097310108,NA,2028,66.01443176759653
18097310110,NA,2024,41.090835591952114
18097310110,NA,2025,41.06451562755061
18097310110,NA,2026,41.06961111876375
18097310110,NA,2027,41.06862464209885
18097310110,NA,2028,41.06881562196118
18097310111,NA,2024,37.41834327603525
18097310111,NA,2025,37.68547487693754
18097310111,NA,2026,37.72784079361211
18097310111,NA,2027,37.734559844782446
18097310111,NA,2028,37.73562545724107
18097310112,NA,2024,59.40665874018086
18097310112,NA,2025,58.93896099471831
18097310112,NA,2026,58.773235414280876
18097310112,NA,2027,58.714511658868794
18097310112,NA,2028,58.69370328733921
18097310113,NA,2024,72.79960449826545
18097310113,NA,2025,70.66030363460365
18097310113,NA,2026,71.56854341048378
18097310113,NA,2027,71.18295038591087
18097310113,NA,2028,71.34665383135314
18097310201,NA,2024,31.548648131680554
18097310201,NA,2025,31.540307447954056
18097310201,NA,2026,31.540651069156976
18097310201,NA,2027,31.540636912580013
18097310201,NA,2028,31.54063749580558
18097310203,NA,2024,30.695848268673423
18097310203,NA,2025,30.665602011064113
18097310203,NA,2026,30.670873897235772
18097310203,NA,2027,30.669955013843126
18097310203,NA,2028,30.67011517410869
18097310204,NA,2024,13.177461958044814
18097310204,NA,2025,13.172402388909616
18097310204,NA,2026,13.17268575207617
18097310204,NA,2027,13.172669882210176
18097310204,NA,2028,13.172670771008285
18097310305,NA,2024,7.449622503908438
18097310305,NA,2025,6.8988048445687795
18097310305,NA,2026,6.630163437654357
18097310305,NA,2027,6.499143300072932
18097310305,NA,2028,6.435242963006413
18097310306,NA,2024,5.200655513761435
18097310306,NA,2025,5.208137420301615
18097310306,NA,2026,5.20715520470236
18097310306,NA,2027,5.207284148772731
18097310306,NA,2028,5.207267221151854
18097310308,NA,2024,23.32802651268918
18097310308,NA,2025,23.330765094523674
18097310308,NA,2026,23.331376433685612
18097310308,NA,2027,23.33151290416322
18097310308,NA,2028,23.331543368743958
18097310309,NA,2024,25.799468684852325
18097310309,NA,2025,26.126382667422835
18097310309,NA,2026,26.204306898378015
18097310309,NA,2027,26.222881159785285
18097310309,NA,2028,26.227308578350687
18097310310,NA,2024,26.718468305088933
18097310310,NA,2025,25.947744410764702
18097310310,NA,2026,26.224867525610467
18097310310,NA,2027,26.12522455184597
18097310310,NA,2028,26.161052390408475
18097310311,NA,2024,21.92208913233572
18097310311,NA,2025,21.32062524700835
18097310311,NA,2026,21.54017920064188
18097310311,NA,2027,21.46003483997112
18097310311,NA,2028,21.48929014802194
18097310312,NA,2024,14.097306993602633
18097310312,NA,2025,14.109506637261743
18097310312,NA,2026,14.10692377312352
18097310312,NA,2027,14.107470607715
18097310312,NA,2028,14.107354833886244
18097320105,NA,2024,49.22664534140247
18097320105,NA,2025,49.38646156418191
18097320105,NA,2026,49.359161884153785
18097320105,NA,2027,49.36382519377703
18097320105,NA,2028,49.36302861093724
18097320106,NA,2024,42.471750364874865
18097320106,NA,2025,42.492703392622396
18097320106,NA,2026,42.497312704127886
18097320106,NA,2027,42.49832667465332
18097320106,NA,2028,42.498549731008964
18097320107,NA,2024,86.86167225443674
18097320107,NA,2025,86.8651031343044
18097320107,NA,2026,86.86527318681198
18097320107,NA,2027,86.86528161551145
18097320107,NA,2028,86.86528203328227
18097320108,NA,2024,41.869094856985924
18097320108,NA,2025,41.93460755482071
18097320108,NA,2026,41.94131638586603
18097320108,NA,2027,41.94200340403933
18097320108,NA,2028,41.94207375816917
18097320109,NA,2024,77.32777666373784
18097320109,NA,2025,79.59956698162667
18097320109,NA,2026,77.95363143499813
18097320109,NA,2027,76.57749778028511
18097320109,NA,2028,78.44026963757572
18097320202,NA,2024,79.51664050350973
18097320202,NA,2025,79.36812267117158
18097320202,NA,2026,79.31513435473687
18097320202,NA,2027,79.29622913888244
18097320202,NA,2028,79.28948412015849
18097320203,NA,2024,70.51506011184183
18097320203,NA,2025,70.47902035668342
18097320203,NA,2026,70.48808527430091
18097320203,NA,2027,70.4858052163191
18097320203,NA,2028,70.48637870905448
18097320204,NA,2024,57.428248447565906
18097320204,NA,2025,57.438686552104755
18097320204,NA,2026,57.43435941342906
18097320204,NA,2027,57.43615323806925
18097320204,NA,2028,57.43540960420842
18097320205,NA,2024,66.88135065431328
18097320205,NA,2025,69.31207672125393
18097320205,NA,2026,67.9248717124795
18097320205,NA,2027,68.71654369993256
18097320205,NA,2028,68.26473987010672
18097320206,NA,2024,38.479466544021776
18097320206,NA,2025,38.68129752104245
18097320206,NA,2026,38.55035397112186
18097320206,NA,2027,38.635307299490535
18097320206,NA,2028,38.58019142699974
18097320301,NA,2024,86.31283708251317
18097320301,NA,2025,85.99891970409476
18097320301,NA,2026,85.84799095612598
18097320301,NA,2027,85.77542572549686
18097320301,NA,2028,85.74053699311735
18097320303,NA,2024,43.898921773124485
18097320303,NA,2025,43.06758649423354
18097320303,NA,2026,43.27874131917184
18097320303,NA,2027,43.2251090949335
18097320303,NA,2028,43.23873140016661
18097320304,NA,2024,75.25795994303272
18097320304,NA,2025,73.85487879635942
18097320304,NA,2026,72.48143211935182
18097320304,NA,2027,71.13699400252891
18097320304,NA,2028,69.82095175624055
18097320305,NA,2024,77.6020428433972
18097320305,NA,2025,76.8624841262425
18097320305,NA,2026,76.61122726979015
18097320305,NA,2027,76.52586554468304
18097320305,NA,2028,76.49686484708559
18097320306,NA,2024,77.21870276615044
18097320306,NA,2025,76.16504745671513
18097320306,NA,2026,76.6824213921176
18097320306,NA,2027,76.42837646239832
18097320306,NA,2028,76.55311955805865
18097320400,NA,2024,60.50120304268338
18097320400,NA,2025,60.97110570465121
18097320400,NA,2026,60.78025875831682
18097320400,NA,2027,60.85776961295347
18097320400,NA,2028,60.82628924241625
18097320500,NA,2024,66.16887433697052
18097320500,NA,2025,66.13094542592657
18097320500,NA,2026,66.12559854622366
18097320500,NA,2027,66.12484479079619
18097320500,NA,2028,66.12473853307654
18097320600,NA,2024,68.61120812918757
18097320600,NA,2025,68.12898729008158
18097320600,NA,2026,67.99117596192193
18097320600,NA,2027,67.95179159561305
18097320600,NA,2028,67.9405361470932
18097320700,NA,2024,83.5408828680164
18097320700,NA,2025,82.09962851479796
18097320700,NA,2026,81.27551930253591
18097320700,NA,2027,80.80429367035062
18097320700,NA,2028,80.53484686266486
18097320800,NA,2024,88.71044586148038
18097320800,NA,2025,88.55994211478726
18097320800,NA,2026,88.4908444440302
18097320800,NA,2027,88.45912106033407
18097320800,NA,2028,88.44455655964822
18097320901,NA,2024,52.47616398765519
18097320901,NA,2025,52.425040588090106
18097320901,NA,2026,52.43317216939819
18097320901,NA,2027,52.43187877703515
18097320901,NA,2028,52.43208450132682
18097320902,NA,2024,28.771564930522615
18097320902,NA,2025,28.387039991133083
18097320902,NA,2026,28.597723401160096
18097320902,NA,2027,28.482288757750283
18097320902,NA,2028,28.545536058035776
18097320903,NA,2024,21.843813863064604
18097320903,NA,2025,26.952695234207162
18097320903,NA,2026,25.612895594856397
18097320903,NA,2027,29.946459311440123
18097320903,NA,2028,29.288761758302897
18097321001,NA,2024,34.54155119871426
18097321001,NA,2025,34.52295312718611
18097321001,NA,2026,34.52624366354965
18097321001,NA,2027,34.52566147256585
18097321001,NA,2028,34.52576447897702
18097321002,NA,2024,62.7191204589605
18097321002,NA,2025,62.719217047763976
18097321002,NA,2026,62.71921738567454
18097321002,NA,2027,62.7192173868567
18097321002,NA,2028,62.719217386860834
18097321100,NA,2024,62.90854081249778
18097321100,NA,2025,62.42125464489194
18097321100,NA,2026,59.74040160412899
18097321100,NA,2027,57.90277342763759
18097321100,NA,2028,58.418283787961926
18097321200,NA,2024,87.70939664439965
18097321200,NA,2025,87.7067123614535
18097321200,NA,2026,87.70692399826837
18097321200,NA,2027,87.70690731219528
18097321200,NA,2028,87.7069086277747
18097321300,NA,2024,87.72218634933559
18097321300,NA,2025,88.15227969364133
18097321300,NA,2026,88.40103320312879
18097321300,NA,2027,88.54490501444967
18097321300,NA,2028,88.62811629510819
18097321400,NA,2024,69.28920831044535
18097321400,NA,2025,69.17623034093018
18097321400,NA,2026,69.19405342499994
18097321400,NA,2027,69.19124170580264
18097321400,NA,2028,69.19168527464929
18097321600,NA,2024,46.43359613233325
18097321600,NA,2025,46.00107783206593
18097321600,NA,2026,46.202183645193394
18097321600,NA,2027,46.108676507926226
18097321600,NA,2028,46.15215404138946
18097321700,NA,2024,80.38383155912422
18097321700,NA,2025,80.39988674264545
18097321700,NA,2026,80.39762746978253
18097321700,NA,2027,80.39794539289207
18097321700,NA,2028,80.39790065500085
18097321800,NA,2024,92.50712948941575
18097321800,NA,2025,92.531237622546
18097321800,NA,2026,92.54205430387331
18097321800,NA,2027,92.54690746252747
18097321800,NA,2028,92.54908494637947
18097321900,NA,2024,80.87450187551055
18097321900,NA,2025,80.85335510524432
18097321900,NA,2026,80.85681421498576
18097321900,NA,2027,80.85624838672676
18097321900,NA,2028,80.8563409428012
18097322000,NA,2024,43.55056452807891
18097322000,NA,2025,43.91203182368873
18097322000,NA,2026,43.76930648865713
18097322000,NA,2027,43.82566157667558
18097322000,NA,2028,43.803409774324834
18097322100,NA,2024,50.97216341285207
18097322100,NA,2025,51.05375933647027
18097322100,NA,2026,51.06905679478661
18097322100,NA,2027,51.07192473500425
18097322100,NA,2028,51.07246241132419
18097322200,NA,2024,68.54059281724236
18097322200,NA,2025,68.13311508710758
18097322200,NA,2026,68.03565974738595
18097322200,NA,2027,68.01235161901997
18097322200,NA,2028,68.00677707739426
18097322300,NA,2024,78.86809174156069
18097322300,NA,2025,78.86782182939983
18097322300,NA,2026,78.86781638344485
