GEOID,NAME,year,estimate
18097340102,NA,2024,36406.07295618609
18097340102,NA,2025,37521.2160598789
18097340102,NA,2026,37042.732393062026
18097340102,NA,2027,37248.039334074674
18097340102,NA,2028,37159.94658827965
18097340108,NA,2024,48666.7853065088
18097340108,NA,2025,51506.87712482746
18097340108,NA,2026,54347.86980548383
18097340108,NA,2027,57188.793084013276
18097340108,NA,2028,60029.7217092589
18097340109,NA,2024,54668.60290718059
18097340109,NA,2025,54668.53664586104
18097340109,NA,2026,54668.55578780109
18097340109,NA,2027,54668.55025797054
18097340109,NA,2028,54668.55185545888
18097340110,NA,2024,47760.97590703142
18097340110,NA,2025,48309.340304883124
18097340110,NA,2026,50237.315530496744
18097340110,NA,2027,50897.750598191255
18097340110,NA,2028,52722.759051080204
18097340111,NA,2024,134831.88595949253
18097340111,NA,2025,144822.1296006341
18097340111,NA,2026,153527.2897809075
18097340111,NA,2027,161751.7714305388
18097340111,NA,2028,169796.45787086582
18097340112,NA,2024,52102.21270108333
18097340112,NA,2025,52149.68611419867
18097340112,NA,2026,52158.516885328994
18097340112,NA,2027,52160.15954200015
18097340112,NA,2028,52160.4651009258
18097340113,NA,2024,57409.981419345546
18097340113,NA,2025,57970.27886591544
18097340113,NA,2026,58257.24281528539
18097340113,NA,2027,58404.21530060034
18097340113,NA,2028,58479.48925569847
18097340114,NA,2024,80735.35180708386
18097340114,NA,2025,79071.54435123675
18097340114,NA,2026,80152.74547464227
18097340114,NA,2027,79450.1426192787
18097340114,NA,2028,79906.71888587576
18097340115,NA,2024,61477.87678935398
18097340115,NA,2025,66536.81606286846
18097340115,NA,2026,71595.7546286805
18097340115,NA,2027,76654.69319496394
18097340115,NA,2028,81713.63176124704
18097340201,NA,2024,70931.48947716545
18097340201,NA,2025,74188.26227671187
18097340201,NA,2026,77787.1113423922
18097340201,NA,2027,81233.34057434792
18097340201,NA,2028,84747.66226389908
18097340202,NA,2024,61791.31306831859
18097340202,NA,2025,66910.21675000653
18097340202,NA,2026,71202.61709414919
18097340202,NA,2027,75100.02260811784
18097340202,NA,2028,78808.65584643233
18097340300,NA,2024,43080.87389797947
18097340300,NA,2025,44918.44128623248
18097340300,NA,2026,46706.99000199686
18097340300,NA,2027,48522.71903303356
18097340300,NA,2028,50323.37687791209
18097340302,NA,2024,67250.07703860877
18097340302,NA,2025,75980.31634128027
18097340302,NA,2026,84383.34855096895
18097340302,NA,2027,92904.9247764546
18097340302,NA,2028,101383.55363318621
18097340400,NA,2024,44426.10665689429
18097340400,NA,2025,44422.56003549153
18097340400,NA,2026,44422.77650850937
18097340400,NA,2027,44422.763295774734
18097340400,NA,2028,44422.76410223255
18097340500,NA,2024,41323.963126281094
18097340500,NA,2025,41349.315665048736
18097340500,NA,2026,41346.95292939023
18097340500,NA,2027,41347.17312508121
18097340500,NA,2028,41347.152603893344
18097340600,NA,2024,48064.16750451882
18097340600,NA,2025,47963.22555546227
18097340600,NA,2026,47937.22138991489
18097340600,NA,2027,47930.52232543144
18097340600,NA,2028,47928.796545580066
18097340700,NA,2024,47658.44708004268
18097340700,NA,2025,50128.80203449645
18097340700,NA,2026,51945.16275450689
18097340700,NA,2027,54267.74252115983
18097340700,NA,2028,56198.48745244643
18097340800,NA,2024,71492.61176342418
18097340800,NA,2025,71726.61715602591
18097340800,NA,2026,71805.67807681648
18097340800,NA,2027,71832.38955182461
18097340800,NA,2028,71841.4142746583
18097340901,NA,2024,97866.90599836069
18097340901,NA,2025,97319.95884086651
18097340901,NA,2026,105784.32147086972
18097340901,NA,2027,106700.36540663126
18097340901,NA,2028,113939.25435088316
18097340902,NA,2024,38105.24159194865
18097340902,NA,2025,38132.58881942841
18097340902,NA,2026,38119.12457515161
18097340902,NA,2027,38125.753615484115
18097340902,NA,2028,38122.48984702994
18097340903,NA,2024,47270.51866749006
18097340903,NA,2025,47266.65566514043
18097340903,NA,2026,47268.94490403412
18097340903,NA,2027,47267.58828702019
18097340903,NA,2028,47268.39222658612
18097340904,NA,2024,53629.37840164363
18097340904,NA,2025,54414.36545332809
18097340904,NA,2026,55014.733378379395
18097340904,NA,2027,55473.9022839772
18097340904,NA,2028,55825.080411705916
18097341000,NA,2024,81788.06976292793
18097341000,NA,2025,81893.22089685543
18097341000,NA,2026,81908.64026263804
18097341000,NA,2027,81910.90135895016
18097341000,NA,2028,81911.2329261887
18097341100,NA,2024,38833.091968702094
18097341100,NA,2025,38457.54926011212
18097341100,NA,2026,38318.31418484633
18097341100,NA,2027,38266.69181077053
18097341100,NA,2028,38247.552455976955
18097341200,NA,2024,43603.46591521674
18097341200,NA,2025,43044.513644578234
18097341200,NA,2026,42696.02980424832
18097341200,NA,2027,42478.76440727201
18097341200,NA,2028,42343.30833367449
18097341600,NA,2024,22797.791915064277
18097341600,NA,2025,22442.298542831097
18097341600,NA,2026,22544.644157634655
18097341600,NA,2027,22515.17912203155
18097341600,NA,2028,22523.662028942203
18097341700,NA,2024,28486.615644439975
18097341700,NA,2025,28898.15998798529
18097341700,NA,2026,28609.525263415922
18097341700,NA,2027,28811.957894392082
18097341700,NA,2028,28669.982703620877
18097341701,NA,2024,44723.14741849535
18097341701,NA,2025,54300.959292830354
18097341701,NA,2026,56157.59113763814
18097341701,NA,2027,65593.57262074751
18097341701,NA,2028,67589.42957367675
18097341902,NA,2024,66538.75141613891
18097341902,NA,2025,66555.26775961304
18097341902,NA,2026,66557.32264994633
18097341902,NA,2027,66557.57831030412
18097341902,NA,2028,66557.61011843396
18097341903,NA,2024,43722.2845021079
18097341903,NA,2025,46349.69595333509
18097341903,NA,2026,47774.64510914864
18097341903,NA,2027,49987.07552958008
18097341903,NA,2028,51683.79186526271
18097341904,NA,2024,93326.25298396689
18097341904,NA,2025,110427.1493510547
18097341904,NA,2026,125888.5856312014
18097341904,NA,2027,140019.64817721746
18097341904,NA,2028,153071.1514911653
18097342000,NA,2024,69665.26412309553
18097342000,NA,2025,69663.27486128667
18097342000,NA,2026,69663.35685101921
18097342000,NA,2027,69663.3534717173
18097342000,NA,2028,69663.35361099915
18097342101,NA,2024,63416.37588949127
18097342101,NA,2025,63419.3008010754
18097342101,NA,2026,63419.19725856556
18097342101,NA,2027,63419.200923993056
18097342101,NA,2028,63419.20079423612
18097342200,NA,2024,61185.036778544774
18097342200,NA,2025,61667.01138611169
18097342200,NA,2026,67875.17510146377
18097342200,NA,2027,69879.6233874545
18097342200,NA,2028,74970.10726857174
18097342300,NA,2024,56441.848282470266
18097342300,NA,2025,59711.27338471824
18097342300,NA,2026,62980.5911303153
18097342300,NA,2027,66249.90550902844
18097342300,NA,2028,69519.21978215047
18097342400,NA,2024,55462.10554397922
18097342400,NA,2025,54874.63664388512
18097342400,NA,2026,54656.60586661816
18097342400,NA,2027,54575.68682591998
18097342400,NA,2028,54545.654867911144
18097342500,NA,2024,49577.642037768586
18097342500,NA,2025,52056.646036929575
18097342500,NA,2026,53987.57661439561
18097342500,NA,2027,55491.60520662669
18097342500,NA,2028,56663.11392508987
18097342600,NA,2024,49362.4685353602
18097342600,NA,2025,51670.67902298371
18097342600,NA,2026,52958.07207905087
18097342600,NA,2027,53676.109229344016
18097342600,NA,2028,54076.5909212184
18097350100,NA,2024,57333.329802981556
18097350100,NA,2025,60593.18690883253
18097350100,NA,2026,63249.63497035155
18097350100,NA,2027,65414.36675901872
18097350100,NA,2028,67178.40038901808
18097350300,NA,2024,33410.649155099854
18097350300,NA,2025,36346.217178852734
18097350300,NA,2026,38098.05547458549
18097350300,NA,2027,40485.677641008086
18097350300,NA,2028,42531.81887587931
18097350400,NA,2024,57164.51842514378
18097350400,NA,2025,57769.563347765834
18097350400,NA,2026,58142.91620784804
18097350400,NA,2027,58373.299693304754
18097350400,NA,2028,58515.46158904998
18097350500,NA,2024,41115.472461070436
18097350500,NA,2025,41115.46227165916
18097350500,NA,2026,41115.46220369094
18097350500,NA,2027,41115.46220323756
18097350500,NA,2028,41115.462203234536
18097350600,NA,2024,30512.656073262275
18097350600,NA,2025,29381.07665434307
18097350600,NA,2026,29913.573586257484
18097350600,NA,2027,29662.99198521609
18097350600,NA,2028,29780.910296134283
18097350700,NA,2024,22111.6511294237
18097350700,NA,2025,21664.802007371305
18097350700,NA,2026,22028.81745402651
18097350700,NA,2027,21732.280571968924
18097350700,NA,2028,21973.847580260543
18097350800,NA,2024,21650.071217475735
18097350800,NA,2025,21647.366914108363
18097350800,NA,2026,21647.49285010593
18097350800,NA,2027,21647.486985425334
18097350800,NA,2028,21647.48725853611
18097350900,NA,2024,97141.98344547096
18097350900,NA,2025,109408.13486016158
18097350900,NA,2026,120136.49265576524
18097350900,NA,2027,129519.84829025078
18097350900,NA,2028,137726.8231731459
18097351000,NA,2024,30307.49102649625
18097351000,NA,2025,31621.35886478681
18097351000,NA,2026,30703.982400979836
18097351000,NA,2027,31344.51834517491
18097351000,NA,2028,30897.279602965144
18097351200,NA,2024,36392.98383777682
18097351200,NA,2025,36437.08244196457
18097351200,NA,2026,36442.38154969392
18097351200,NA,2027,36443.0183168489
18097351200,NA,2028,36443.094833959025
18097351500,NA,2024,54263.657125964426
18097351500,NA,2025,54515.412475577934
18097351500,NA,2026,54571.07519845892
18097351500,NA,2027,54583.382141383
18097351500,NA,2028,54586.10318764695
18097351600,NA,2024,117319.45558970462
18097351600,NA,2025,125918.16516063649
18097351600,NA,2026,134392.2870366472
18097351600,NA,2027,142881.56344855455
18097351600,NA,2028,151368.9965005828
18097351700,NA,2024,83281.88225329328
18097351700,NA,2025,84901.10004057248
18097351700,NA,2026,84372.8300344093
18097351700,NA,2027,84545.17819016948
18097351700,NA,2028,84488.94958273883
18097351900,NA,2024,42011.24104636143
18097351900,NA,2025,42012.55409405105
18097351900,NA,2026,42013.08605010565
18097351900,NA,2027,42013.301561885055
18097351900,NA,2028,42013.38887234362
18097352100,NA,2024,50021.52973713086
18097352100,NA,2025,54571.68358989879
18097352100,NA,2026,58306.891089798795
18097352100,NA,2027,61653.57224851889
18097352100,NA,2028,64815.02315587405
18097352300,NA,2024,29095.19195862716
18097352300,NA,2025,29094.978705993377
18097352300,NA,2026,29094.966763716136
18097352300,NA,2027,29094.966094941345
18097352300,NA,2028,29094.96605748955
18097352400,NA,2024,39747.93902966127
18097352400,NA,2025,39748.54872619399
18097352400,NA,2026,39748.560741110625
18097352400,NA,2027,39748.560977881236
18097352400,NA,2028,39748.56098254713
18097352500,NA,2024,54353.028271346266
18097352500,NA,2025,54382.16302546559
18097352500,NA,2026,54380.65792537907
18097352500,NA,2027,54380.7356787818
18097352500,NA,2028,54380.73166204451
18097352600,NA,2024,70735.67572588909
18097352600,NA,2025,80765.29274183905
18097352600,NA,2026,89941.26583471047
18097352600,NA,2027,98336.25061500675
18097352600,NA,2028,106016.71880602148
18097352700,NA,2024,48364.14796468716
18097352700,NA,2025,58763.49293492021
18097352700,NA,2026,55227.6067577081
18097352700,NA,2027,64486.617231159915
