GEOID,NAME,year,zhvi_forecast
18097351500,NA,2028,200217.96205714913
18097351600,NA,2024,250117.96869324928
18097351600,NA,2025,249606.05168673772
18097351600,NA,2026,249176.86545181912
18097351600,NA,2027,248816.93133393285
18097351600,NA,2028,248514.9985413335
18097351700,NA,2024,253310.89375425366
18097351700,NA,2025,252593.7286679375
18097351700,NA,2026,251998.08240209782
18097351700,NA,2027,251503.14933614008
18097351700,NA,2028,251091.75178857546
18097351900,NA,2024,104687.61344643137
18097351900,NA,2025,106202.39156006543
18097351900,NA,2026,107336.45562452447
18097351900,NA,2027,108182.73308592886
18097351900,NA,2028,108812.73634243089
18097352100,NA,2024,104687.61344643137
18097352100,NA,2025,106202.39156006543
18097352100,NA,2026,107336.45562452447
18097352100,NA,2027,108182.73308592886
18097352100,NA,2028,108812.73634243089
18097352300,NA,2024,104687.61344643137
18097352300,NA,2025,106202.39156006543
18097352300,NA,2026,107336.45562452447
18097352300,NA,2027,108182.73308592886
18097352300,NA,2028,108812.73634243089
18097352400,NA,2024,106165.308959187
18097352400,NA,2025,107713.11344872351
18097352400,NA,2026,108880.8386475537
18097352400,NA,2027,109758.98578763928
18097352400,NA,2028,110417.78394953074
18097352500,NA,2024,153770.27994071099
18097352500,NA,2025,156171.30133696413
18097352500,NA,2026,158202.8086148751
18097352500,NA,2027,159917.62567903908
18097352500,NA,2028,161362.27971087524
18097352600,NA,2024,137326.5799163393
18097352600,NA,2025,139438.83612766076
18097352600,NA,2026,141188.15819586295
18097352600,NA,2027,142633.2321522155
18097352600,NA,2028,143824.50021288084
18097352700,NA,2024,146012.5926294813
18097352700,NA,2025,148038.91487416223
18097352700,NA,2026,149732.18907062797
18097352700,NA,2027,151144.0488522755
18097352700,NA,2028,152319.13076633128
18097352800,NA,2024,218186.30078326553
18097352800,NA,2025,216928.988656464
18097352800,NA,2026,215917.68917738367
18097352800,NA,2027,215103.45175825543
18097352800,NA,2028,214447.34621042202
18097353300,NA,2024,341023.13315706095
18097353300,NA,2025,336249.22703177034
18097353300,NA,2026,332283.5749623634
18097353300,NA,2027,328982.5491950971
18097353300,NA,2028,326229.9995256001
18097353500,NA,2024,341023.13315706095
18097353500,NA,2025,336249.22703177034
18097353500,NA,2026,332283.5749623634
18097353500,NA,2027,328982.5491950971
18097353500,NA,2028,326229.9995256001
18097353600,NA,2024,296274.24300930765
18097353600,NA,2025,293149.18359444477
18097353600,NA,2026,290548.43510675355
18097353600,NA,2027,288380.6561177811
18097353600,NA,2028,286571.3993403295
18097354201,NA,2024,335144.93977310945
18097354201,NA,2025,328767.1090110459
18097354201,NA,2026,324397.9573505432
18097354201,NA,2027,321389.99569794344
18097354201,NA,2028,319311.9987841252
18097354202,NA,2024,336954.12132999836
18097354202,NA,2025,330438.2803503735
18097354202,NA,2026,325409.59500782087
18097354202,NA,2027,321514.0834880581
18097354202,NA,2028,318487.50911570486
18097354400,NA,2024,289500.9818238172
18097354400,NA,2025,286582.7989311102
18097354400,NA,2026,284136.9377226427
18097354400,NA,2027,282083.9961109795
18097354400,NA,2028,280358.7520497448
18097354500,NA,2024,153099.556046485
18097354500,NA,2025,155424.63778549302
18097354500,NA,2026,157386.71671708825
18097354500,NA,2027,159038.63831746334
18097354500,NA,2028,160426.7538898056
18097354700,NA,2024,153099.556046485
18097354700,NA,2025,155424.63778549302
18097354700,NA,2026,157386.71671708825
18097354700,NA,2027,159038.63831746334
18097354700,NA,2028,160426.7538898056
18097354800,NA,2024,153099.556046485
18097354800,NA,2025,155424.63778549302
18097354800,NA,2026,157386.71671708825
18097354800,NA,2027,159038.63831746334
18097354800,NA,2028,160426.7538898056
18097354900,NA,2024,153099.556046485
18097354900,NA,2025,155424.63778549302
18097354900,NA,2026,157386.71671708825
18097354900,NA,2027,159038.63831746334
18097354900,NA,2028,160426.7538898056
18097355000,NA,2024,153099.556046485
18097355000,NA,2025,155424.63778549302
18097355000,NA,2026,157386.71671708825
18097355000,NA,2027,159038.63831746334
18097355000,NA,2028,160426.7538898056
18097355100,NA,2024,153099.556046485
18097355100,NA,2025,155424.63778549302
18097355100,NA,2026,157386.71671708825
18097355100,NA,2027,159038.63831746334
18097355100,NA,2028,160426.7538898056
18097355300,NA,2024,154093.2040216246
18097355300,NA,2025,156530.9321650352
18097355300,NA,2026,158596.06722343958
18097355300,NA,2027,160341.40847466263
18097355300,NA,2028,161813.55491596446
18097355400,NA,2024,153577.60478254815
18097355400,NA,2025,155956.76932576252
18097355400,NA,2026,157968.27405926978
18097355400,NA,2027,159664.95323387271
18097355400,NA,2028,161093.28724446907
18097355500,NA,2024,159633.58144705644
18097355500,NA,2025,162594.28113215367
18097355500,NA,2026,165188.64906014147
18097355500,NA,2027,167456.63184445837
18097355500,NA,2028,169435.24767544784
18097355600,NA,2024,154843.98155036746
18097355600,NA,2025,157329.1328004479
18097355600,NA,2026,159449.68549778423
18097355600,NA,2027,161254.91718139016
18097355600,NA,2028,162788.70574809687
18097355700,NA,2024,188826.22450472132
18097355700,NA,2025,190038.35237400743
18097355700,NA,2026,191083.22406945025
18097355700,NA,2027,191983.153286553
18097355700,NA,2028,192757.6818035088
18097355900,NA,2024,168659.39483460775
18097355900,NA,2025,172319.62009543556
18097355900,NA,2026,175659.5395049042
18097355900,NA,2027,178700.6316199533
18097355900,NA,2028,181464.30994321333
18097356200,NA,2024,286599.1061813767
18097356200,NA,2025,281998.00235462724
18097356200,NA,2026,278389.34980190767
18097356200,NA,2027,275550.6624407655
18097356200,NA,2028,273312.37381668
18097356400,NA,2024,151841.93686183606
18097356400,NA,2025,156489.80516392877
18097356400,NA,2026,160529.3652778901
18097356400,NA,2027,164025.16478977387
18097356400,NA,2028,167039.41946110144
18097356900,NA,2024,169961.61017658925
18097356900,NA,2025,172404.74036595723
18097356900,NA,2026,174598.91279598285
18097356900,NA,2027,176566.47850339496
18097356900,NA,2028,178328.44598024973
18097357000,NA,2024,168481.4119796528
18097357000,NA,2025,171928.97494377263
18097357000,NA,2026,175088.8898889682
18097357000,NA,2027,177979.5435562961
18097357000,NA,2028,180619.2716325346
18097357100,NA,2024,167892.42100556317
18097357100,NA,2025,171669.20797200256
18097357100,NA,2026,175123.84402290313
18097357100,NA,2027,178276.86354159907
18097357100,NA,2028,181148.9351255822
18097357200,NA,2024,167892.42100556317
18097357200,NA,2025,171669.20797200256
18097357200,NA,2026,175123.84402290313
18097357200,NA,2027,178276.86354159907
18097357200,NA,2028,181148.9351255822
18097357300,NA,2024,167892.42100556317
18097357300,NA,2025,171669.20797200256
18097357300,NA,2026,175123.84402290313
18097357300,NA,2027,178276.86354159907
18097357300,NA,2028,181148.9351255822
18097357400,NA,2024,167892.42081094542
18097357400,NA,2025,171669.20741655727
18097357400,NA,2026,175123.84296777777
18097357400,NA,2027,178276.86187362263
18097357400,NA,2028,181148.9327551883
18097357500,NA,2024,167892.42100556317
18097357500,NA,2025,171669.20797200256
18097357500,NA,2026,175123.84402290313
18097357500,NA,2027,178276.86354159907
18097357500,NA,2028,181148.9351255822
18097357601,NA,2024,167892.42100556317
18097357601,NA,2025,171669.20797200256
18097357601,NA,2026,175123.84402290313
18097357601,NA,2027,178276.86354159907
18097357601,NA,2028,181148.9351255822
18097357602,NA,2024,167892.42100556317
18097357602,NA,2025,171669.20797200256
18097357602,NA,2026,175123.84402290313
18097357602,NA,2027,178276.86354159907
18097357602,NA,2028,181148.9351255822
18097357800,NA,2024,169286.78594477347
18097357800,NA,2025,172207.1589734666
18097357800,NA,2026,174865.74750582303
18097357800,NA,2027,177281.93105793404
18097357800,NA,2028,179474.48980965512
18097357900,NA,2024,169618.54571600977
18097357900,NA,2025,172306.01272436001
18097357900,NA,2026,174738.2930811966
18097357900,NA,2027,176936.07661069217
18097357900,NA,2028,178919.12220824987
18097358000,NA,2024,169961.61017658925
18097358000,NA,2025,172404.74036595723
18097358000,NA,2026,174598.91279598285
18097358000,NA,2027,176566.47850339496
18097358000,NA,2028,178328.44598024973
18097358100,NA,2024,201953.92168356705
18097358100,NA,2025,209798.16725061592
18097358100,NA,2026,216869.76227023493
18097358100,NA,2027,223215.36644863055
18097358100,NA,2028,228886.62250270235
18097360101,NA,2024,104687.61344643137
18097360101,NA,2025,106202.39156006543
18097360101,NA,2026,107336.45562452447
18097360101,NA,2027,108182.73308592886
18097360101,NA,2028,108812.73634243089
18097360102,NA,2024,104687.61471778914
18097360102,NA,2025,106202.3947570409
18097360102,NA,2026,107336.46099345204
18097360102,NA,2027,108182.74062132956
18097360102,NA,2028,108812.74589631772
18097360201,NA,2024,154590.22859274448
18097360201,NA,2025,157475.63174063142
18097360201,NA,2026,159803.92252639175
18097360201,NA,2027,161676.25308515748
18097360201,NA,2028,163177.83418120415
18097360202,NA,2024,154764.3493454132
18097360202,NA,2025,157623.96298474426
18097360202,NA,2026,159927.36838599676
18097360202,NA,2027,161776.4446839413
18097360202,NA,2028,163256.80535676252
18097360301,NA,2024,180607.51168445923
18097360301,NA,2025,186137.32315931597
18097360301,NA,2026,191081.09565250875
18097360301,NA,2027,195484.67967102872
18097360301,NA,2028,199394.55577483718
18097360302,NA,2024,176532.23352785615
18097360302,NA,2025,181813.52068322778
18097360302,NA,2026,186504.2506917244
18097360302,NA,2027,190654.94441834642
18097360302,NA,2028,194315.95181375576
18097360401,NA,2024,209843.67807139741
18097360401,NA,2025,214133.62217611744
18097360401,NA,2026,217623.02573998872
18097360401,NA,2027,220450.9044081371
18097360401,NA,2028,222735.9781351727
18097360402,NA,2024,205633.1704615456
18097360402,NA,2025,208822.44132857845
18097360402,NA,2026,211332.9792165082
18097360402,NA,2027,213303.20447968677
18097360402,NA,2028,214845.73946949365
18097360405,NA,2024,209922.59769184142
18097360405,NA,2025,214209.47620715725
18097360405,NA,2026,217695.45969930556
18097360405,NA,2027,220519.81825794344
18097360405,NA,2028,222801.4460465626
18097360406,NA,2024,205633.1704615456
18097360406,NA,2025,208822.44132857845
18097360406,NA,2026,211332.9792165082
18097360406,NA,2027,213303.20447968677
18097360406,NA,2028,214845.73946949365
18097360407,NA,2024,205707.93987379133
18097360407,NA,2025,208915.77505822957
18097360407,NA,2026,211442.53316038195
18097360407,NA,2027,213426.72703192348
18097360407,NA,2028,214981.1535072318
18097360501,NA,2024,209922.59769184142
18097360501,NA,2025,214209.47620715725
18097360501,NA,2026,217695.45969930556
18097360501,NA,2027,220519.81825794344
18097360501,NA,2028,222801.4460465626
18097360502,NA,2024,209580.31239641528
18097360502,NA,2025,213880.5031645989
18097360502,NA,2026,217381.3454793607
18097360502,NA,2027,220221.00471057364
18097360502,NA,2028,222517.61770608442
18097360601,NA,2024,180607.51168445923
18097360601,NA,2025,186137.32315931597
18097360601,NA,2026,191081.09565250875
18097360601,NA,2027,195484.67967102872
18097360601,NA,2028,199394.55577483718
18097360602,NA,2024,180607.51168445923
18097360602,NA,2025,186137.32315931597
18097360602,NA,2026,191081.09565250875
18097360602,NA,2027,195484.67967102872
18097360602,NA,2028,199394.55577483718
18097360700,NA,2024,180607.51168445923
18097360700,NA,2025,186137.32315931597
18097360700,NA,2026,191081.09565250875
18097360700,NA,2027,195484.67967102872
18097360700,NA,2028,199394.55577483718
18097360800,NA,2024,180607.51168445923
18097360800,NA,2025,186137.32315931597
18097360800,NA,2026,191081.09565250875
18097360800,NA,2027,195484.67967102872
18097360800,NA,2028,199394.55577483718
18097360900,NA,2024,143920.94375853523
18097360900,NA,2025,147333.59722316221
18097360900,NA,2026,150183.27392613413
18097360900,NA,2027,152553.61948899922
18097360900,NA,2028,154519.0073872323
18097361000,NA,2024,180607.51168445923
18097361000,NA,2025,186137.32315931597
18097361000,NA,2026,191081.09565250875
18097361000,NA,2027,195484.67967102872
18097361000,NA,2028,199394.55577483718
18097361100,NA,2024,180562.9262226015
18097361100,NA,2025,186087.9186608265
18097361100,NA,2026,191027.37048767382
18097361100,NA,2027,195427.10638717603
18097361100,NA,2028,199333.57484237448
18097361200,NA,2024,180436.3219660091
18097361200,NA,2025,185946.32032323224
18097361200,NA,2026,190875.36796042408
18097361200,NA,2027,195268.60860823936
18097361200,NA,2028,199171.84009059987
18097361300,NA,2024,180607.51168445923
18097361300,NA,2025,186137.32315931597
18097361300,NA,2026,191081.09565250875
18097361300,NA,2027,195484.67967102872
18097361300,NA,2028,199394.55577483718
18097361401,NA,2024,277345.728960227
18097361401,NA,2025,277177.10347616306
18097361401,NA,2026,277058.80035172944
18097361401,NA,2027,276975.78924264497
18097361401,NA,2028,276917.53557885974
18097361402,NA,2024,198451.7184541209
18097361402,NA,2025,200983.84022655865
18097361402,NA,2026,203143.23240162345
18097361402,NA,2027,204981.3851472246
18097361402,NA,2028,206543.6690834365
18097361601,NA,2024,248083.8459721356
18097361601,NA,2025,249500.79390618723
18097361601,NA,2026,250552.4096494353
18097361601,NA,2027,251331.87741520026
18097361601,NA,2028,251909.07446088115
18097361602,NA,2024,277547.9898282638
18097361602,NA,2025,277372.2426085493
18097361602,NA,2026,277248.99160234135
18097361602,NA,2027,277162.5421373004
18097361602,NA,2028,277101.89879319904
18097370201,NA,2024,201784.80889863966
18097370201,NA,2025,209621.2625864326
18097370201,NA,2026,216685.7439301311
18097370201,NA,2027,223024.887822527
18097370201,NA,2028,228690.3040301728
18097370203,NA,2024,150212.03540437872
18097370203,NA,2025,155513.93318036836
18097370203,NA,2026,160193.1392326533
18097370203,NA,2027,164303.5363751131
18097370203,NA,2028,167899.87839861217
18097370204,NA,2024,201953.92168356705
18097370204,NA,2025,209798.16725061592
18097370204,NA,2026,216869.76227023493
18097370204,NA,2027,223215.36644863055
18097370204,NA,2028,228886.62250270235
18097370303,NA,2024,158704.51628745464
18097370303,NA,2025,164286.7646441822
18097370303,NA,2026,169222.02291005987
18097370303,NA,2027,173565.20868232741
18097370303,NA,2028,177372.29265870643
18097370304,NA,2024,201953.92168356705
18097370304,NA,2025,209798.16725061592
18097370304,NA,2026,216869.76227023493
18097370304,NA,2027,223215.36644863055
18097370304,NA,2028,228886.62250270235
18097370305,NA,2024,201953.92168356705
18097370305,NA,2025,209798.16725061592
18097370305,NA,2026,216869.76227023493
18097370305,NA,2027,223215.36644863055
18097370305,NA,2028,228886.62250270235
18097370306,NA,2024,201953.92168356705
18097370306,NA,2025,209798.16725061592
18097370306,NA,2026,216869.76227023493
18097370306,NA,2027,223215.36644863055
18097370306,NA,2028,228886.62250270235
18097380101,NA,2024,249934.8733688737
18097380101,NA,2025,251946.88592091954
18097380101,NA,2026,253425.85760935227
18097380101,NA,2027,254510.97322594828
18097380101,NA,2028,255306.0308716458
18097380102,NA,2024,249934.8733688737
18097380102,NA,2025,251946.88592091954
18097380102,NA,2026,253425.85760935227
18097380102,NA,2027,254510.97322594828
18097380102,NA,2028,255306.0308716458
18097380103,NA,2024,249619.21120823055
18097380103,NA,2025,251634.7190317669
18097380103,NA,2026,253118.09687223003
18097380103,NA,2027,254207.79422196595
18097380103,NA,2028,255007.19691764555
18097380200,NA,2024,211201.96622104102
18097380200,NA,2025,214972.6889879341
18097380200,NA,2026,218205.10412887362
18097380200,NA,2027,220968.99368233042
18097380200,NA,2028,223327.1842093952
18097380301,NA,2024,247601.26081822652
18097380301,NA,2025,250718.51799501962
18097380301,NA,2026,253176.58247416082
18097380301,NA,2027,255110.10674977142
18097380301,NA,2028,256628.1214642448
18097380302,NA,2024,222008.24207491535
18097380302,NA,2025,227469.32953735127
18097380302,NA,2026,232124.9512290925
18097380302,NA,2027,236079.23960984588
18097380302,NA,2028,239427.49291269222
18097380402,NA,2024,252146.94614158507
18097380402,NA,2025,255222.9756191684
18097380402,NA,2026,257625.66849728228
18097380402,NA,2027,259497.8404793452
18097380402,NA,2028,260953.88215205297
18097380403,NA,2024,167892.42100556317
18097380403,NA,2025,171669.20797200256
18097380403,NA,2026,175123.84402290313
18097380403,NA,2027,178276.86354159907
18097380403,NA,2028,181148.9351255822
18097380404,NA,2024,247131.01781689603
18097380404,NA,2025,250550.9526135839
18097380404,NA,2026,253259.2800478567
18097380404,NA,2027,255398.35988634796
18097380404,NA,2028,257084.31971391253
18097380501,NA,2024,222117.00188185708
18097380501,NA,2025,227583.49237586162
18097380501,NA,2026,232242.99550931164
18097380501,NA,2027,236199.94697222265
18097380501,NA,2028,239549.90759868757
18097380502,NA,2024,222117.00188185708
18097380502,NA,2025,227583.49237586162
18097380502,NA,2026,232242.99550931164
18097380502,NA,2027,236199.94697222265
18097380502,NA,2028,239549.90759868757
18097380600,NA,2024,230646.04663811892
18097380600,NA,2025,234848.1699763318
18097380600,NA,2026,238268.25358346693
18097380600,NA,2027,241042.84384397752
18097380600,NA,2028,243287.9410449903
18097380700,NA,2024,236390.09414272493
18097380700,NA,2025,239849.83504808965
18097380700,NA,2026,242580.07638987523
18097380700,NA,2027,244728.49408406476
18097380700,NA,2028,246415.3208866774
18097380800,NA,2024,222117.00188185708
18097380800,NA,2025,227583.49237586162
18097380800,NA,2026,232242.99550931164
18097380800,NA,2027,236199.94697222265
18097380800,NA,2028,239549.90759868757
18097380901,NA,2024,234409.4444440912
18097380901,NA,2025,238795.86266538425
18097380901,NA,2026,242398.46112203287
18097380901,NA,2027,245347.78678053358
18097380901,NA,2028,247756.0258654458
18097380902,NA,2024,252146.94600145327
18097380902,NA,2025,255222.97525811047
18097380902,NA,2026,257625.66787633274
18097380902,NA,2027,259497.83958768853
18097380902,NA,2028,260953.88099682145
18097381002,NA,2024,233066.07126169658
18097381002,NA,2025,236945.21682924184
18097381002,NA,2026,240061.50195013906
18097381002,NA,2027,242557.2480795611
18097381002,NA,2028,244551.15325241728
18097381003,NA,2024,222117.00187574103
18097381003,NA,2025,227583.4923591479
18097381003,NA,2026,232242.99547892512
18097381003,NA,2027,236199.94692624937
18097381003,NA,2028,239549.9075361378
18097381004,NA,2024,222117.00188185708
18097381004,NA,2025,227583.49237586162
18097381004,NA,2026,232242.99550931164
18097381004,NA,2027,236199.94697222265
18097381004,NA,2028,239549.90759868757
18097381101,NA,2024,238728.30383475957
18097381101,NA,2025,241909.1508603602
18097381101,NA,2026,244388.21864585724
18097381101,NA,2027,246315.1479435432
18097381101,NA,2028,247809.81055872832
18097381102,NA,2024,244741.25542278113
18097381102,NA,2025,247262.16258681353
18097381102,NA,2026,249165.6398615421
18097381102,NA,2027,250599.6751664591
18097381102,NA,2028,251678.2232710923
18097381203,NA,2024,222117.00188185708
18097381203,NA,2025,227583.49237586162
18097381203,NA,2026,232242.99550931164
18097381203,NA,2027,236199.94697222265
18097381203,NA,2028,239549.90759868757
18097381204,NA,2024,222117.00188185708
18097381204,NA,2025,227583.49237586162
18097381204,NA,2026,232242.99550931164
18097381204,NA,2027,236199.94697222265
18097381204,NA,2028,239549.90759868757
18097381205,NA,2024,233937.23779233868
18097381205,NA,2025,238362.36196193076
18097381205,NA,2026,242001.8213121049
18097381205,NA,2027,244985.4219281534
18097381205,NA,2028,247424.95185442595
18097381206,NA,2024,222313.8927298831
18097381206,NA,2025,227748.9052207771
18097381206,NA,2026,232376.6441664557
18097381206,NA,2027,236302.47150867688
18097381206,NA,2028,239622.6077125589
18097381207,NA,2024,249934.8733688737
18097381207,NA,2025,251946.88592091954
18097381207,NA,2026,253425.85760935227
18097381207,NA,2027,254510.97322594828
18097381207,NA,2028,255306.0308716458
18097390102,NA,2024,195927.6117119171
18097390102,NA,2025,199518.78487260372
18097390102,NA,2026,202661.41052384095
18097390102,NA,2027,205405.03899454465
18097390102,NA,2028,207795.4749356485
18097390103,NA,2024,237580.50955554188
18097390103,NA,2025,240220.049811951
18097390103,NA,2026,242325.25980092242
18097390103,NA,2027,244000.81964813362
18097390103,NA,2028,245332.22900453134
18097390104,NA,2024,276691.4336384791
18097390104,NA,2025,276533.44026981766
18097390104,NA,2026,276422.4191700497
18097390104,NA,2027,276344.39396496746
18097390104,NA,2028,276289.55258023663
18097390200,NA,2024,277547.9898282638
18097390200,NA,2025,277372.2426085493
18097390200,NA,2026,277248.99160234135
18097390200,NA,2027,277162.5421373004
18097390200,NA,2028,277101.89879319904
18097390300,NA,2024,277547.9898282638
18097390300,NA,2025,277372.2426085493
18097390300,NA,2026,277248.99160234135
18097390300,NA,2027,277162.5421373004
18097390300,NA,2028,277101.89879319904
18097390405,NA,2024,252146.94600145327
18097390405,NA,2025,255222.97525811047
18097390405,NA,2026,257625.66787633274
18097390405,NA,2027,259497.83958768853
18097390405,NA,2028,260953.88099682145
18097390406,NA,2024,277547.9898282638
18097390406,NA,2025,277372.2426085493
18097390406,NA,2026,277248.99160234135
18097390406,NA,2027,277162.5421373004
18097390406,NA,2028,277101.89879319904
18097390408,NA,2024,252330.87565705457
18097390408,NA,2025,255377.0947678597
18097390408,NA,2026,257754.4645515815
18097390408,NA,2027,259605.35500298467
18097390408,NA,2028,261043.665246321
18097390409,NA,2024,252146.94600145327
18097390409,NA,2025,255222.97525811047
18097390409,NA,2026,257625.66787633274
18097390409,NA,2027,259497.83958768853
18097390409,NA,2028,260953.88099682145
18097390410,NA,2024,252146.94600145327
18097390410,NA,2025,255222.97525811047
18097390410,NA,2026,257625.66787633274
18097390410,NA,2027,259497.83958768853
18097390410,NA,2028,260953.88099682145
18097390411,NA,2024,252146.94614158507
18097390411,NA,2025,255222.9756191684
18097390411,NA,2026,257625.66849728228
18097390411,NA,2027,259497.8404793452
18097390411,NA,2028,260953.88215205297
18097390500,NA,2024,179843.44924024947
18097390500,NA,2025,182060.80087154318
18097390500,NA,2026,183893.18090575628
18097390500,NA,2027,185404.35001215883
18097390500,NA,2028,186648.54526215256
18097390601,NA,2024,154764.3493454132
18097390601,NA,2025,157623.96298474426
18097390601,NA,2026,159927.36838599676
18097390601,NA,2027,161776.4446839413
18097390601,NA,2028,163256.80535676252
18097390602,NA,2024,155476.40972717683
18097390602,NA,2025,158333.44620031593
18097390602,NA,2026,160633.9593438992
18097390602,NA,2027,162480.08728175456
18097390602,NA,2028,163957.6051924764
18097390700,NA,2024,120759.17300326409
18097390700,NA,2025,123556.50354531858
18097390700,NA,2026,125903.23826812158
18097390700,NA,2027,127864.65228442231
18097390700,NA,2028,129499.01165266318
18097390801,NA,2024,150131.21523453167
18097390801,NA,2025,155428.90124731525
18097390801,NA,2026,160104.05228608416
18097390801,NA,2027,164210.58880229108
18097390801,NA,2028,167803.29143969197
18097390802,NA,2024,169294.0014858314
18097390802,NA,2025,175569.82932377417
18097390802,NA,2026,181180.1320208386
18097390802,NA,2027,186172.43983129895
18097390802,NA,2028,190597.17988562147
18097390900,NA,2024,341023.13315706095
18097390900,NA,2025,336249.22703177034
18097390900,NA,2026,332283.5749623634
18097390900,NA,2027,328982.5491950971
18097390900,NA,2028,326229.9995256001
18097391001,NA,2024,278529.3492593672
18097391001,NA,2025,275114.13136538264
18097391001,NA,2026,272243.4473329238
18097391001,NA,2027,269826.3448089224
18097391001,NA,2028,267788.19466828177
18097391002,NA,2024,335510.58661791345
18097391002,NA,2025,328968.4849269423
18097391002,NA,2026,324311.0955165937
18097391002,NA,2027,320979.8751357207
18097391002,NA,2028,318589.1050524634
