GEOID,NAME,year,zhvi_forecast
18097320800,NA,2024,296546.60288081825
18097320800,NA,2025,300677.0887485408
18097320800,NA,2026,304025.94729003904
18097320800,NA,2027,306734.36166049616
18097320800,NA,2028,308920.46490931546
18097320901,NA,2024,293578.21209870646
18097320901,NA,2025,297944.2796746462
18097320901,NA,2026,301502.3184078377
18097320901,NA,2027,304394.3212271692
18097320901,NA,2028,306740.0415565956
18097320902,NA,2024,293578.21209870646
18097320902,NA,2025,297944.2796746462
18097320902,NA,2026,301502.3184078377
18097320902,NA,2027,304394.3212271692
18097320902,NA,2028,306740.0415565956
18097320903,NA,2024,293446.3912285108
18097320903,NA,2025,297813.5581848784
18097320903,NA,2026,301372.5028087383
18097320903,NA,2027,304265.2446257683
18097320903,NA,2028,306611.5630297161
18097321001,NA,2024,258667.604609823
18097321001,NA,2025,262872.4722561802
18097321001,NA,2026,266197.7520094385
18097321001,NA,2027,268819.1389816254
18097321001,NA,2028,270880.5457776881
18097321002,NA,2024,258260.5223971586
18097321002,NA,2025,262457.77512907196
18097321002,NA,2026,265774.5522695841
18097321002,NA,2027,268387.2654487476
18097321002,NA,2028,270440.29591396754
18097321100,NA,2024,251323.496245947
18097321100,NA,2025,255348.25152052817
18097321100,NA,2026,258562.878725829
18097321100,NA,2027,261122.71242328096
18097321100,NA,2028,263156.292173754
18097321200,NA,2024,305047.5095138016
18097321200,NA,2025,307048.4419210505
18097321200,NA,2026,308599.71011161077
18097321200,NA,2027,309800.7716705471
18097321200,NA,2028,310729.7371509356
18097321300,NA,2024,327491.6033053208
18097321300,NA,2025,329408.06926481344
18097321300,NA,2026,330872.5327950705
18097321300,NA,2027,331990.22282945464
18097321300,NA,2028,332842.45461870305
18097321400,NA,2024,327491.6033053208
18097321400,NA,2025,329408.06926481344
18097321400,NA,2026,330872.5327950705
18097321400,NA,2027,331990.22282945464
18097321400,NA,2028,332842.45461870305
18097321600,NA,2024,265444.0758142226
18097321600,NA,2025,266756.44582037715
18097321600,NA,2026,267808.0720930015
18097321600,NA,2027,268650.0045826856
18097321600,NA,2028,269323.57427223487
18097321700,NA,2024,309664.98114918807
18097321700,NA,2025,311166.1200615384
18097321700,NA,2026,312338.85295086546
18097321700,NA,2027,313254.1513458603
18097321700,NA,2028,313967.99607350957
18097321800,NA,2024,271595.233195363
18097321800,NA,2025,273606.70085646375
18097321800,NA,2026,275197.8178024576
18097321800,NA,2027,276454.6533573357
18097321800,NA,2028,277446.3373920184
18097321900,NA,2024,184066.48594194968
18097321900,NA,2025,186155.36825473732
18097321900,NA,2026,187884.29108430762
18097321900,NA,2027,189312.63119886612
18097321900,NA,2028,190490.8545926935
18097322000,NA,2024,183761.457859127
18097322000,NA,2025,185859.67889243533
18097322000,NA,2026,187596.15152462982
18097322000,NA,2027,189030.56242144803
18097322000,NA,2028,190213.6443672234
18097322100,NA,2024,252913.2508823288
18097322100,NA,2025,252819.39608410787
18097322100,NA,2026,252741.45844361346
18097322100,NA,2027,252676.7347923951
18097322100,NA,2028,252622.98218739717
18097322200,NA,2024,252913.2508823288
18097322200,NA,2025,252819.39608410787
18097322200,NA,2026,252741.45844361346
18097322200,NA,2027,252676.7347923951
18097322200,NA,2028,252622.98218739717
18097322300,NA,2024,252913.2508823288
18097322300,NA,2025,252819.39608410787
18097322300,NA,2026,252741.45844361346
18097322300,NA,2027,252676.7347923951
18097322300,NA,2028,252622.98218739717
18097322400,NA,2024,252913.2508823288
18097322400,NA,2025,252819.39608410787
18097322400,NA,2026,252741.45844361346
18097322400,NA,2027,252676.7347923951
18097322400,NA,2028,252622.98218739717
18097322500,NA,2024,252913.2508823288
18097322500,NA,2025,252819.39608410787
18097322500,NA,2026,252741.45844361346
18097322500,NA,2027,252676.7347923951
18097322500,NA,2028,252622.98218739717
18097322601,NA,2024,242691.85321637537
18097322601,NA,2025,242746.45529285973
18097322601,NA,2026,242791.63962942973
18097322601,NA,2027,242829.02926649924
18097322601,NA,2028,242859.96795062453
18097322602,NA,2024,251996.70742498126
18097322602,NA,2025,251931.75495558543
18097322602,NA,2026,251877.82968279073
18097322602,NA,2027,251833.05769156976
18097322602,NA,2028,251795.88406790467
18097322700,NA,2024,153901.655179466
18097322700,NA,2025,156737.56600646148
18097322700,NA,2026,159020.00117344214
18097322700,NA,2027,160850.73800227192
18097322700,NA,2028,162315.21539950985
18097330103,NA,2024,321330.4917006838
18097330103,NA,2025,323662.86964079435
18097330103,NA,2026,325392.3104994172
18097330103,NA,2027,326672.5608918334
18097330103,NA,2028,327619.1365387302
18097330105,NA,2024,321330.4917006838
18097330105,NA,2025,323662.86964079435
18097330105,NA,2026,325392.3104994172
18097330105,NA,2027,326672.5608918334
18097330105,NA,2028,327619.1365387302
18097330106,NA,2024,321330.4917006838
18097330106,NA,2025,323662.86964079435
18097330106,NA,2026,325392.3104994172
18097330106,NA,2027,326672.5608918334
18097330106,NA,2028,327619.1365387302
18097330107,NA,2024,321330.4917006838
18097330107,NA,2025,323662.86964079435
18097330107,NA,2026,325392.3104994172
18097330107,NA,2027,326672.5608918334
18097330107,NA,2028,327619.1365387302
18097330108,NA,2024,321330.4917006838
18097330108,NA,2025,323662.86964079435
18097330108,NA,2026,325392.3104994172
18097330108,NA,2027,326672.5608918334
18097330108,NA,2028,327619.1365387302
18097330109,NA,2024,321330.4917006838
18097330109,NA,2025,323662.86964079435
18097330109,NA,2026,325392.3104994172
18097330109,NA,2027,326672.5608918334
18097330109,NA,2028,327619.1365387302
18097330204,NA,2024,205633.1704615456
18097330204,NA,2025,208822.44132857845
18097330204,NA,2026,211332.9792165082
18097330204,NA,2027,213303.20447968677
18097330204,NA,2028,214845.73946949365
18097330210,NA,2024,205633.1704615456
18097330210,NA,2025,208822.44132857845
18097330210,NA,2026,211332.9792165082
18097330210,NA,2027,213303.20447968677
18097330210,NA,2028,214845.73946949365
18097330211,NA,2024,205633.1704615456
18097330211,NA,2025,208822.44132857845
18097330211,NA,2026,211332.9792165082
18097330211,NA,2027,213303.20447968677
18097330211,NA,2028,214845.73946949365
18097330212,NA,2024,205633.1704615456
18097330212,NA,2025,208822.44132857845
18097330212,NA,2026,211332.9792165082
18097330212,NA,2027,213303.20447968677
18097330212,NA,2028,214845.73946949365
18097330401,NA,2024,321035.83364220755
18097330401,NA,2025,323198.2941969966
18097330401,NA,2026,324832.06086832815
18097330401,NA,2027,326064.58838694496
18097330401,NA,2028,326993.3966361064
18097330500,NA,2024,154764.3493454132
18097330500,NA,2025,157623.96298474426
18097330500,NA,2026,159927.36838599676
18097330500,NA,2027,161776.4446839413
18097330500,NA,2028,163256.80535676252
18097330600,NA,2024,154764.3493454132
18097330600,NA,2025,157623.96298474426
18097330600,NA,2026,159927.36838599676
18097330600,NA,2027,161776.4446839413
18097330600,NA,2028,163256.80535676252
18097330701,NA,2024,154764.3493454132
18097330701,NA,2025,157623.96298474426
18097330701,NA,2026,159927.36838599676
18097330701,NA,2027,161776.4446839413
18097330701,NA,2028,163256.80535676252
18097330702,NA,2024,197802.5646486924
18097330702,NA,2025,200954.06003625217
18097330702,NA,2026,203447.98973376025
18097330702,NA,2027,205415.4676478551
18097330702,NA,2028,206963.88614662248
18097330803,NA,2024,205633.1704615456
18097330803,NA,2025,208822.44132857845
18097330803,NA,2026,211332.9792165082
18097330803,NA,2027,213303.20447968677
18097330803,NA,2028,214845.73946949365
18097330804,NA,2024,205240.35341304608
18097330804,NA,2025,208427.8018975608
18097330804,NA,2026,210937.58811684503
18097330804,NA,2027,212907.7561534381
18097330804,NA,2028,214450.66050706035
18097330805,NA,2024,154764.3493454132
18097330805,NA,2025,157623.96298474426
18097330805,NA,2026,159927.36838599676
18097330805,NA,2027,161776.4446839413
18097330805,NA,2028,163256.80535676252
18097330806,NA,2024,154764.3493454132
18097330806,NA,2025,157623.96298474426
18097330806,NA,2026,159927.36838599676
18097330806,NA,2027,161776.4446839413
18097330806,NA,2028,163256.80535676252
18097330900,NA,2024,154764.3493454132
18097330900,NA,2025,157623.96298474426
18097330900,NA,2026,159927.36838599676
18097330900,NA,2027,161776.4446839413
18097330900,NA,2028,163256.80535676252
18097331000,NA,2024,153940.5367158055
18097331000,NA,2025,156777.51470016723
18097331000,NA,2026,159060.8935177087
18097331000,NA,2027,160892.4552076324
18097331000,NA,2028,162357.64665113803
18097340101,NA,2024,267639.37285375013
18097340101,NA,2025,271801.75869477674
18097340101,NA,2026,275103.51901005907
18097340101,NA,2027,277714.77645376255
18097340101,NA,2028,279775.1090654327
18097340102,NA,2024,223904.74440455207
18097340102,NA,2025,229192.89911916386
18097340102,NA,2026,233653.85523973082
18097340102,NA,2027,237403.07163779356
18097340102,NA,2028,240544.4653163281
18097340108,NA,2024,197561.1800530433
18097340108,NA,2025,207347.68041211672
18097340108,NA,2026,216424.85855514463
18097340108,NA,2027,224800.58751336182
18097340108,NA,2028,232493.6407813889
18097340111,NA,2024,230629.3280233535
18097340111,NA,2025,235720.6736583713
18097340111,NA,2026,239978.3030350624
18097340111,NA,2027,243526.02177918033
18097340111,NA,2028,246473.53964816866
18097340112,NA,2024,227061.47618725905
18097340112,NA,2025,232254.45529550622
18097340112,NA,2026,236618.3881283868
18097340112,NA,2027,240272.2978063743
18097340112,NA,2028,243322.54696785493
18097340113,NA,2024,269749.4146096596
18097340113,NA,2025,273835.21036406996
18097340113,NA,2026,277078.8687483305
18097340113,NA,2027,279646.500737698
18097340113,NA,2028,281674.3830379747
18097340114,NA,2024,271023.8755876886
18097340114,NA,2025,275080.26827208523
18097340114,NA,2026,278295.40803157364
18097340114,NA,2027,280836.42800798884
18097340114,NA,2028,282840.1486777796
18097340115,NA,2024,223203.43938530222
18097340115,NA,2025,228508.0433001166
18097340115,NA,2026,232989.440228233
18097340115,NA,2027,236761.35478175158
18097340115,NA,2028,239926.38005162333
18097340201,NA,2024,197561.1800530433
18097340201,NA,2025,207347.68041211672
18097340201,NA,2026,216424.85855514463
18097340201,NA,2027,224800.58751336182
18097340201,NA,2028,232493.6407813889
18097340202,NA,2024,197561.1800530433
18097340202,NA,2025,207347.68041211672
18097340202,NA,2026,216424.85855514463
18097340202,NA,2027,224800.58751336182
18097340202,NA,2028,232493.6407813889
18097340301,NA,2024,197561.1800530433
18097340301,NA,2025,207347.68041211672
18097340301,NA,2026,216424.85855514463
18097340301,NA,2027,224800.58751336182
18097340301,NA,2028,232493.6407813889
18097340302,NA,2024,197561.1800530433
18097340302,NA,2025,207347.68041211672
18097340302,NA,2026,216424.85855514463
18097340302,NA,2027,224800.58751336182
18097340302,NA,2028,232493.6407813889
18097340400,NA,2024,123418.9749529836
18097340400,NA,2025,126426.27227762858
18097340400,NA,2026,128961.0117961583
18097340400,NA,2027,131089.23897324342
18097340400,NA,2028,132870.48353482626
18097340500,NA,2024,120759.17300326409
18097340500,NA,2025,123556.50354531858
18097340500,NA,2026,125903.23826812158
18097340500,NA,2027,127864.65228442231
18097340500,NA,2028,129499.01165266318
18097340600,NA,2024,120759.17300326409
18097340600,NA,2025,123556.50354531858
18097340600,NA,2026,125903.23826812158
18097340600,NA,2027,127864.65228442231
18097340600,NA,2028,129499.01165266318
18097340700,NA,2024,121251.41242944504
18097340700,NA,2025,124087.37314124903
18097340700,NA,2026,126468.59978474614
18097340700,NA,2027,128460.53582455628
18097340700,NA,2028,130121.70236908626
18097340800,NA,2024,197561.1800530433
18097340800,NA,2025,207347.68041211672
18097340800,NA,2026,216424.85855514463
18097340800,NA,2027,224800.58751336182
18097340800,NA,2028,232493.6407813889
18097340901,NA,2024,223203.43938530222
18097340901,NA,2025,228508.0433001166
18097340901,NA,2026,232989.440228233
18097340901,NA,2027,236761.35478175158
18097340901,NA,2028,239926.38005162333
18097340903,NA,2024,197561.1800530433
18097340903,NA,2025,207347.68041211672
18097340903,NA,2026,216424.85855514463
18097340903,NA,2027,224800.58751336182
18097340903,NA,2028,232493.6407813889
18097340904,NA,2024,197561.1800530433
18097340904,NA,2025,207347.68041211672
18097340904,NA,2026,216424.85855514463
18097340904,NA,2027,224800.58751336182
18097340904,NA,2028,232493.6407813889
18097341000,NA,2024,194008.98817915062
18097341000,NA,2025,203441.33727257527
18097341000,NA,2026,212161.40858399525
18097341000,NA,2027,220181.33780054873
18097341000,NA,2028,227523.63510918198
18097341100,NA,2024,120759.17300326409
18097341100,NA,2025,123556.50354531858
18097341100,NA,2026,125903.23826812158
18097341100,NA,2027,127864.65228442231
18097341100,NA,2028,129499.01165266318
18097341200,NA,2024,120759.17300326409
18097341200,NA,2025,123556.50354531858
18097341200,NA,2026,125903.23826812158
18097341200,NA,2027,127864.65228442231
18097341200,NA,2028,129499.01165266318
18097341600,NA,2024,120759.17300326409
18097341600,NA,2025,123556.50354531858
18097341600,NA,2026,125903.23826812158
18097341600,NA,2027,127864.65228442231
18097341600,NA,2028,129499.01165266318
18097341701,NA,2024,120759.17300326409
18097341701,NA,2025,123556.50354531858
18097341701,NA,2026,125903.23826812158
18097341701,NA,2027,127864.65228442231
18097341701,NA,2028,129499.01165266318
18097341702,NA,2024,153374.68095592622
18097341702,NA,2025,158958.3179219251
18097341702,NA,2026,163900.2051323543
18097341702,NA,2027,168253.29243719616
18097341702,NA,2028,172072.106087934
18097341902,NA,2024,206276.8806102433
18097341902,NA,2025,211569.19637107625
18097341902,NA,2026,216080.16273848742
18097341902,NA,2027,219910.25176457746
18097341902,NA,2028,223151.74469871193
18097341903,NA,2024,195169.23150269175
18097341903,NA,2025,204729.6224174274
18097341903,NA,2026,213584.39253906207
18097341903,NA,2027,221743.3896869816
18097341903,NA,2028,229226.99565224553
18097341904,NA,2024,197561.1800530433
18097341904,NA,2025,207347.68041211672
18097341904,NA,2026,216424.85855514463
18097341904,NA,2027,224800.58751336182
18097341904,NA,2028,232493.6407813889
18097342000,NA,2024,250604.09680165746
18097342000,NA,2025,255274.758619786
18097342000,NA,2026,258990.2930577674
18097342000,NA,2027,261935.46490705022
18097342000,NA,2028,264263.471294729
18097342101,NA,2024,152976.81452750677
18097342101,NA,2025,158255.1910355239
18097342101,NA,2026,162899.32108721958
18097342101,NA,2027,166966.5522801639
18097342101,NA,2028,170514.52085475897
18097342200,NA,2024,150131.21523453167
18097342200,NA,2025,155428.90124731525
18097342200,NA,2026,160104.05228608416
18097342200,NA,2027,164210.58880229108
18097342200,NA,2028,167803.29143969197
18097342300,NA,2024,150131.21523453167
18097342300,NA,2025,155428.90124731525
18097342300,NA,2026,160104.05228608416
18097342300,NA,2027,164210.58880229108
18097342300,NA,2028,167803.29143969197
18097342400,NA,2024,150796.064623617
18097342400,NA,2025,156128.3100242881
18097342400,NA,2026,160836.70218174622
18097342400,NA,2027,164974.86132235877
18097342400,NA,2028,168597.35508695646
18097342500,NA,2024,150131.21523453167
18097342500,NA,2025,155428.90124731525
18097342500,NA,2026,160104.05228608416
18097342500,NA,2027,164210.58880229108
18097342500,NA,2028,167803.29143969197
18097342600,NA,2024,178254.76177372728
18097342600,NA,2025,184572.88034439637
18097342600,NA,2026,190187.0874384603
18097342600,NA,2027,195153.29218871726
18097342600,NA,2028,199529.22513921742
18097350100,NA,2024,179843.44924024947
18097350100,NA,2025,182060.80087154318
18097350100,NA,2026,183893.18090575628
18097350100,NA,2027,185404.35001215883
18097350100,NA,2028,186648.54526215256
18097350300,NA,2024,192729.89554922763
18097350300,NA,2025,194550.42260261995
18097350300,NA,2026,196060.83579733947
18097350300,NA,2027,197312.05791872728
18097350300,NA,2028,198347.2719205518
18097350400,NA,2024,252913.25088233018
18097350400,NA,2025,252819.396084111
18097350400,NA,2026,252741.45844361885
18097350400,NA,2027,252676.7347924027
18097350400,NA,2028,252622.98218740703
18097350500,NA,2024,104687.61344643137
18097350500,NA,2025,106202.39156006543
18097350500,NA,2026,107336.45562452447
18097350500,NA,2027,108182.73308592886
18097350500,NA,2028,108812.73634243089
18097350600,NA,2024,104687.61344643137
18097350600,NA,2025,106202.39156006543
18097350600,NA,2026,107336.45562452447
18097350600,NA,2027,108182.73308592886
18097350600,NA,2028,108812.73634243089
18097350700,NA,2024,104687.61344643137
18097350700,NA,2025,106202.39156006543
18097350700,NA,2026,107336.45562452447
18097350700,NA,2027,108182.73308592886
18097350700,NA,2028,108812.73634243089
18097350800,NA,2024,137330.32881109967
18097350800,NA,2025,138582.65397250373
18097350800,NA,2026,139558.22722132783
18097350800,NA,2027,140316.82023667678
18097350800,NA,2028,140905.8595965472
18097350900,NA,2024,252913.2508823288
18097350900,NA,2025,252819.39608410787
18097350900,NA,2026,252741.45844361346
18097350900,NA,2027,252676.7347923951
18097350900,NA,2028,252622.98218739717
18097351000,NA,2024,198717.2180861266
18097351000,NA,2025,200349.5773525659
18097351000,NA,2026,201705.3934984661
18097351000,NA,2027,202830.04222866654
18097351000,NA,2028,203761.9306595864
18097351200,NA,2024,179843.44924024947
18097351200,NA,2025,182060.80087154318
18097351200,NA,2026,183893.18090575628
18097351200,NA,2027,185404.35001215883
18097351200,NA,2028,186648.54526215256
18097351500,NA,2024,194797.16836866637
18097351500,NA,2025,196552.92959482895
18097351500,NA,2026,198010.23703679038
18097351500,NA,2027,199218.07637813763
