GEOID,NAME,year,vacancy_rate_forecast
18097360101,NA,2028,11.380001085963887
18097360102,NA,2024,30.746507090726805
18097360102,NA,2025,31.753977622973736
18097360102,NA,2026,32.756561162574954
18097360102,NA,2027,33.75892640981233
18097360102,NA,2028,34.761281906358526
18097360201,NA,2024,7.060503881612091
18097360201,NA,2025,6.444394981225974
18097360201,NA,2026,5.814652974375087
18097360201,NA,2027,5.183899846710778
18097360201,NA,2028,4.5530717276788035
18097360302,NA,2024,14.52006041155278
18097360302,NA,2025,12.778199333505196
18097360302,NA,2026,11.12962191845914
18097360302,NA,2027,9.467786199119661
18097360302,NA,2028,7.807834867968651
18097360401,NA,2024,6.958523057368769
18097360401,NA,2025,6.058800178740711
18097360401,NA,2026,5.077008104789677
18097360401,NA,2027,4.116856025266719
18097360401,NA,2028,3.1509979149120415
18097360404,NA,2024,27.37859703621218
18097360404,NA,2025,29.13836065484016
18097360404,NA,2026,30.967187265651383
18097360404,NA,2027,32.75461179544159
18097360404,NA,2028,34.56685616373985
18097360501,NA,2024,3.099037107049152
18097360501,NA,2025,2.2931818473294747
18097360501,NA,2026,1.5615020335824479
18097360501,NA,2027,0.795210635980661
18097360501,NA,2028,0.045069619697468255
18097360502,NA,2024,13.957796779707664
18097360502,NA,2025,14.646424165635107
18097360502,NA,2026,15.343413730244148
18097360502,NA,2027,16.041717717990004
18097360502,NA,2028,16.740228315549928
18097360601,NA,2024,6.909784398208874
18097360601,NA,2025,7.170214035214311
18097360601,NA,2026,7.31721913298915
18097360601,NA,2027,7.495098251234703
18097360601,NA,2028,7.664573498973115
18097360602,NA,2024,5.47663586856116
18097360602,NA,2025,5.669314922331683
18097360602,NA,2026,6.022938267436653
18097360602,NA,2027,6.491011619291837
18097360602,NA,2028,7.040472163799315
18097360700,NA,2024,6.7558704423737765
18097360700,NA,2025,5.960245596461085
18097360700,NA,2026,5.157867313627557
18097360700,NA,2027,4.3550730232799495
18097360700,NA,2028,3.552253107128207
18097360800,NA,2024,22.33354898625697
18097360800,NA,2025,22.549855007802805
18097360800,NA,2026,22.619922489186337
18097360800,NA,2027,22.66119435727979
18097360800,NA,2028,22.696796124018075
18097360900,NA,2024,3.0123382453717564
18097360900,NA,2025,0.5054911238256432
18097360900,NA,2026,0
18097360900,NA,2027,0
18097360900,NA,2028,0
18097361100,NA,2024,5.908142603559554
18097361100,NA,2025,4.483707168890284
18097361100,NA,2026,3.0613303229177227
18097361100,NA,2027,1.638679570851
18097361100,NA,2028,0.2160652634361604
18097361200,NA,2024,11.19094191700276
18097361200,NA,2025,9.891175630895395
18097361200,NA,2026,11.034857472123809
18097361200,NA,2027,10.195129201496375
18097361200,NA,2028,10.965386274041085
18097361300,NA,2024,3.6301617178190497
18097361300,NA,2025,2.855850296771383
18097361300,NA,2026,1.4647892265932185
18097361300,NA,2027,0.5356964007388019
18097361300,NA,2028,0
18097361400,NA,2024,2.9471414006666583
18097361400,NA,2025,2.5575393322745157
18097361400,NA,2026,2.1750005073367333
18097361400,NA,2027,1.7891202795146297
18097361400,NA,2028,1.4048207664601113
18097361402,NA,2024,7.522807806992757
18097361402,NA,2025,8.088975147160706
18097361402,NA,2026,7.9511775156336855
18097361402,NA,2027,8.503004483975895
18097361402,NA,2028,8.379255098568976
18097361600,NA,2024,1.2656910091603555
18097361600,NA,2025,1.0669720809588403
18097361600,NA,2026,0.509724958409242
18097361600,NA,2027,0.2774728157360631
18097361600,NA,2028,0
18097370201,NA,2024,12.060918612529367
18097370201,NA,2025,12.028857249837898
18097370201,NA,2026,11.993595590452523
18097370201,NA,2027,11.959063232558561
18097370201,NA,2028,11.924364677365958
18097370202,NA,2024,10.873671882512717
18097370202,NA,2025,10.308333500785869
18097370202,NA,2026,9.876353181354894
18097370202,NA,2027,9.369605109943915
18097370202,NA,2028,8.9047758894813
18097380100,NA,2024,4.91842468142218
18097380100,NA,2025,4.973318462737163
18097380100,NA,2026,5.028212339395005
18097380100,NA,2027,5.083106224282707
18097380100,NA,2028,5.1380001098807995
18097380200,NA,2024,8.222414337203523
18097380200,NA,2025,7.731778594796604
18097380200,NA,2026,6.983689114834009
18097380200,NA,2027,6.316004626437065
18097380200,NA,2028,5.6232089754287244
18097380300,NA,2024,33.9542883915744
18097380300,NA,2025,36.017326021605555
18097380300,NA,2026,38.08018941954626
18097380300,NA,2027,40.14302014257921
18097380300,NA,2028,42.205844737868446
18097380302,NA,2024,26.69687218567706
18097380302,NA,2025,22.865042604141035
18097380302,NA,2026,21.551533300618043
18097380302,NA,2027,19.07513966696769
18097380302,NA,2028,17.135730934349354
18097380402,NA,2024,12.29342201114991
18097380402,NA,2025,12.302379713551506
18097380402,NA,2026,12.244328515999014
18097380402,NA,2027,12.17650984860974
18097380402,NA,2028,12.107267438000124
18097380403,NA,2024,4.0331466181866755
18097380403,NA,2025,3.824178303828342
18097380403,NA,2026,3.6235671900754194
18097380403,NA,2027,3.423407053306624
18097380403,NA,2028,3.2232712524667853
18097380404,NA,2024,10.330931008426955
18097380404,NA,2025,9.779609916918739
18097380404,NA,2026,10.035780023485007
18097380404,NA,2027,10.01824188776008
18097380404,NA,2028,10.093480245545893
18097380501,NA,2024,16.414428055056753
18097380501,NA,2025,17.37088695609424
18097380501,NA,2026,18.054652144484074
18097380501,NA,2027,18.815770773381125
18097380501,NA,2028,19.554947001405758
18097380502,NA,2024,18.725141466510447
18097380502,NA,2025,19.267810847868873
18097380502,NA,2026,19.810402273795702
18097380502,NA,2027,20.35299256065587
18097380502,NA,2028,20.895582830872257
18097380600,NA,2024,10.9118182226227
18097380600,NA,2025,11.202040284791932
18097380600,NA,2026,11.491592814383408
18097380600,NA,2027,11.781168541590944
18097380600,NA,2028,12.07074346505956
18097380800,NA,2024,3.703706946915718
18097380800,NA,2025,2.916730765616421
18097380800,NA,2026,2.015236563310083
18097380800,NA,2027,1.1450653308105387
18097380800,NA,2028,0.26632663941771817
18097381001,NA,2024,21.391365351478484
18097381001,NA,2025,22.723572152595793
18097381001,NA,2026,24.055316543448782
18097381001,NA,2027,25.386943491328402
18097381001,NA,2028,26.718540611037987
18097381002,NA,2024,5.293866810338809
18097381002,NA,2025,4.811201476327033
18097381002,NA,2026,4.315351773313333
18097381002,NA,2027,3.8216934401016793
18097381002,NA,2028,3.3276708800082817
18097381003,NA,2024,7.24151800968389
18097381003,NA,2025,7.271435494842475
18097381003,NA,2026,7.610340058629486
18097381003,NA,2027,7.699721492112144
18097381003,NA,2028,7.9906058260826125
18097381101,NA,2024,7.154324571958428
18097381101,NA,2025,7.302175204282707
18097381101,NA,2026,7.426364938397025
18097381101,NA,2027,7.555773542924211
18097381101,NA,2028,7.6840310242715155
18097381201,NA,2024,13.896147269776806
18097381201,NA,2025,14.758233575778707
18097381201,NA,2026,15.622173223178935
18097381201,NA,2027,16.485407345805335
18097381201,NA,2028,17.348910045611813
18097381203,NA,2024,14.220727384952646
18097381203,NA,2025,15.626523157530695
18097381203,NA,2026,17.015284844758895
18097381203,NA,2027,18.4018357928757
18097381203,NA,2028,19.788099824065757
18097381204,NA,2024,15.465418658040043
18097381204,NA,2025,15.305616352360962
18097381204,NA,2026,15.145302311384269
18097381204,NA,2027,14.984998349880222
18097381204,NA,2028,14.824694189844298
18097390200,NA,2024,5.177121307541743
18097390200,NA,2025,4.043902510587047
18097390200,NA,2026,2.8617423191352493
18097390200,NA,2027,1.6636139986928669
18097390200,NA,2028,0.4602757502114514
18097390300,NA,2024,3.029417991165362
18097390300,NA,2025,2.5294169150418444
18097390300,NA,2026,2.0331119279396397
18097390300,NA,2027,1.536638583252639
18097390300,NA,2028,1.0401729072868715
18097390402,NA,2024,3.668134252099433
18097390402,NA,2025,3.8000485280876655
18097390402,NA,2026,3.9375671548508038
18097390402,NA,2027,4.077792544439892
18097390402,NA,2028,4.219325233534349
18097390404,NA,2024,0
18097390404,NA,2025,0
18097390404,NA,2026,0
18097390404,NA,2027,0
18097390404,NA,2028,0
18097390406,NA,2024,NA
18097390406,NA,2025,NA
18097390406,NA,2026,NA
18097390406,NA,2027,NA
18097390406,NA,2028,NA
18097390500,NA,2024,20.416224049169234
18097390500,NA,2025,18.876292154284062
18097390500,NA,2026,17.39280243503928
18097390500,NA,2027,15.926643630772823
18097390500,NA,2028,14.465806389868838
18097390600,NA,2024,10.104970341598458
18097390600,NA,2025,10.592195687084423
18097390600,NA,2026,10.781936355264115
18097390600,NA,2027,11.228957894874373
18097390600,NA,2028,11.453468993263074
18097390700,NA,2024,15.027432548959457
18097390700,NA,2025,13.283267363232124
18097390700,NA,2026,11.61384326334716
18097390700,NA,2027,9.95674310733354
18097390700,NA,2028,8.301675027664977
18097390800,NA,2024,29.9383063297713
18097390800,NA,2025,32.86566560766948
18097390800,NA,2026,35.674044026777665
18097390800,NA,2027,38.577787470831595
18097390800,NA,2028,41.40509435126183
18097390802,NA,2024,9.53093611130281
18097390802,NA,2025,10.872084509335657
18097390802,NA,2026,9.04163001124725
18097390802,NA,2027,9.230218078585619
18097390802,NA,2028,8.133483545799432
18097390900,NA,2024,15.668856642261233
18097390900,NA,2025,14.86113638194944
18097390900,NA,2026,14.048215582432524
18097390900,NA,2027,13.235939027572085
18097390900,NA,2028,12.423582663453217
18097391001,NA,2024,32.13305052064017
18097391001,NA,2025,36.32022138835859
18097391001,NA,2026,40.50739224123919
18097391001,NA,2027,44.69456309412067
18097391001,NA,2028,48.88173394700215
