GEOID,NAME,year,percent_bachelors_plus
18097320304,NA,2027,74.74776630826314
18097320304,NA,2028,75.46734992319142
18097320305,NA,2024,61.128014610789286
18097320305,NA,2025,61.618905772199014
18097320305,NA,2026,59.7748503540331
18097320305,NA,2027,58.35603530879524
18097320305,NA,2028,55.15647837980484
18097320306,NA,2024,69.25939714641498
18097320306,NA,2025,70.29543504642905
18097320306,NA,2026,69.72754907782367
18097320306,NA,2027,69.98021529546918
18097320306,NA,2028,69.7987146794115
18097320400,NA,2024,61.00281477481954
18097320400,NA,2025,63.3538043011531
18097320400,NA,2026,63.35739605360893
18097320400,NA,2027,65.71574016368386
18097320400,NA,2028,68.07785525370336
18097320500,NA,2024,59.8831377271308
18097320500,NA,2025,62.238376369781776
18097320500,NA,2026,61.080842675786926
18097320500,NA,2027,61.93343682902334
18097320500,NA,2028,61.87071564804054
18097320600,NA,2024,45.48386531158761
18097320600,NA,2025,45.97563393708482
18097320600,NA,2026,45.97499863793839
18097320600,NA,2027,46.4655145710418
18097320600,NA,2028,46.955412606220285
18097320700,NA,2024,81.85184269562677
18097320700,NA,2025,84.47918025917863
18097320700,NA,2026,84.22261118477395
18097320700,NA,2027,86.44630159689154
18097320700,NA,2028,88.4761885870251
18097320800,NA,2024,81.06368690211728
18097320800,NA,2025,84.09556614654984
18097320800,NA,2026,82.94068376329622
18097320800,NA,2027,84.71723861432282
18097320800,NA,2028,85.43061748631135
18097320901,NA,2024,48.089427058656696
18097320901,NA,2025,45.47612156522079
18097320901,NA,2026,45.6216289979698
18097320901,NA,2027,43.404182998364796
18097320901,NA,2028,41.51263431469625
18097320902,NA,2024,27.991652431226797
18097320902,NA,2025,27.73979470114781
18097320902,NA,2026,27.747967520788393
18097320902,NA,2027,27.513307830411406
18097320902,NA,2028,27.287762262886957
18097320903,NA,2024,27.574502208083693
18097320903,NA,2025,28.285126925749594
18097320903,NA,2026,28.849309916244508
18097320903,NA,2027,30.372933513364003
18097320903,NA,2028,32.3216569541288
18097321001,NA,2024,18.361057763901144
18097321001,NA,2025,17.24791410688959
18097321001,NA,2026,17.397720281915568
18097321001,NA,2027,16.666011235682582
18097321001,NA,2028,16.21062092150841
18097321002,NA,2024,57.56138529956886
18097321002,NA,2025,60.85472394185352
18097321002,NA,2026,59.81467663714482
18097321002,NA,2027,61.5352609706955
18097321002,NA,2028,62.47565515254845
18097321100,NA,2024,54.26280900780469
18097321100,NA,2025,54.70356162910018
18097321100,NA,2026,54.69800688743076
18097321100,NA,2027,55.12799609587204
18097321100,NA,2028,55.55275507230942
18097321200,NA,2024,78.07141827650267
18097321200,NA,2025,78.193500632333
18097321200,NA,2026,78.17411015144329
18097321200,NA,2027,78.26145931280647
18097321200,NA,2028,78.33262078824173
18097321300,NA,2024,78.95406145102147
18097321300,NA,2025,80.40562565643016
18097321300,NA,2026,79.80954579310372
18097321300,NA,2027,80.41729070195107
18097321300,NA,2028,80.57373108049883
18097321400,NA,2024,67.68747832629415
18097321400,NA,2025,69.9990693596754
18097321400,NA,2026,68.06389829232903
18097321400,NA,2027,68.51176404105365
18097321400,NA,2028,70.03755891333468
18097321600,NA,2024,43.82676043659687
18097321600,NA,2025,43.41307119806311
18097321600,NA,2026,43.45747056867064
18097321600,NA,2027,43.120737097751594
18097321600,NA,2028,42.81971898807232
18097321700,NA,2024,65.52240672669325
18097321700,NA,2025,67.13934989683753
18097321700,NA,2026,66.88423056041701
18097321700,NA,2027,68.12090375588964
18097321700,NA,2028,69.16621470116182
18097321800,NA,2024,82.37832169747516
18097321800,NA,2025,82.77257044904559
18097321800,NA,2026,82.76974101546881
18097321800,NA,2027,83.15857286028618
18097321800,NA,2028,83.54479654056492
18097321900,NA,2024,84.94158313418714
18097321900,NA,2025,85.99409001575836
18097321900,NA,2026,85.9503140614437
18097321900,NA,2027,86.93021331049702
18097321900,NA,2028,87.87617919043045
18097322000,NA,2024,47.76748764258579
18097322000,NA,2025,48.385000974734595
18097322000,NA,2026,48.77424245125684
18097322000,NA,2027,49.90452280422568
18097322000,NA,2028,51.339719845284954
18097322100,NA,2024,67.16197557251238
18097322100,NA,2025,70.66197438504
18097322100,NA,2026,70.60002266064961
18097322100,NA,2027,73.96357469616635
18097322100,NA,2028,77.25009203896964
18097322200,NA,2024,61.38765694986927
18097322200,NA,2025,62.31398765892783
18097322200,NA,2026,62.66023433924653
18097322200,NA,2027,64.16628348096516
18097322200,NA,2028,65.94253594561695
18097322300,NA,2024,74.71509443318158
18097322300,NA,2025,76.14502758152837
18097322300,NA,2026,76.11277564811307
18097322300,NA,2027,77.46412154096248
18097322300,NA,2028,78.76298234595345
18097322400,NA,2024,55.15145378208854
18097322400,NA,2025,58.04148472832046
18097322400,NA,2026,58.06108327332807
18097322400,NA,2027,60.98679518374874
18097322400,NA,2028,63.929220332670184
18097322600,NA,2024,25.391282551402902
18097322600,NA,2025,26.732424956288384
18097322600,NA,2026,26.732424734817936
18097322600,NA,2027,28.073566678334316
18097322600,NA,2028,29.41470838041866
18097322601,NA,2024,NA
18097322601,NA,2025,NA
18097322601,NA,2026,NA
18097322601,NA,2027,NA
18097322601,NA,2028,NA
18097322602,NA,2024,37.19350715784901
18097322602,NA,2025,37.314585237070666
18097322602,NA,2026,37.063393365415685
18097322602,NA,2027,36.8984972298326
18097322602,NA,2028,36.51237528173392
18097322700,NA,2024,36.55413978792224
18097322700,NA,2025,37.564477247064836
18097322700,NA,2026,37.69250758951579
18097322700,NA,2027,38.906530159585635
18097322700,NA,2028,40.21763367490098
18097330103,NA,2024,44.30877587521682
18097330103,NA,2025,43.36106613091661
18097330103,NA,2026,43.36041131471481
18097330103,NA,2027,42.41141750465261
18097330103,NA,2028,41.461793446806354
18097330105,NA,2024,44.32461480145572
18097330105,NA,2025,44.15172116226993
18097330105,NA,2026,44.15958712228627
18097330105,NA,2027,44.00190918610239
18097330105,NA,2028,43.851614870526454
18097330106,NA,2024,38.529076058752764
18097330106,NA,2025,40.11634374869403
18097330106,NA,2026,39.43499507112508
18097330106,NA,2027,40.12151303130437
18097330106,NA,2028,40.27543404471306
18097330107,NA,2024,63.18649555473636
18097330107,NA,2025,64.1383163634247
18097330107,NA,2026,64.02320859159086
18097330107,NA,2027,64.69159758300587
18097330107,NA,2028,65.16705974385792
18097330108,NA,2024,72.25090416226175
18097330108,NA,2025,72.36489358142457
18097330108,NA,2026,72.45550905188307
18097330108,NA,2027,72.7844776858073
18097330108,NA,2028,73.25037906557152
18097330109,NA,2024,57.97792150204785
18097330109,NA,2025,58.47892827029115
18097330109,NA,2026,58.487496050678764
18097330109,NA,2027,59.00446244605828
18097330109,NA,2028,59.52898208587177
18097330203,NA,2024,78.4726578607506
18097330203,NA,2025,80.12408264151304
18097330203,NA,2026,79.98803457898596
18097330203,NA,2027,81.43660582034039
18097330203,NA,2028,82.7831301004597
18097330204,NA,2024,46.54253190304359
18097330204,NA,2025,46.25353369750681
18097330204,NA,2026,46.25408363266135
18097330204,NA,2027,45.966151829553446
18097330204,NA,2028,45.67873853050367
18097330206,NA,2024,59.09880945114146
18097330206,NA,2025,61.74276293341603
18097330206,NA,2026,61.17141846451361
18097330206,NA,2027,63.012236725066515
18097330206,NA,2028,64.41946526145915
18097330208,NA,2024,54.38479899755643
18097330208,NA,2025,54.78959476569515
18097330208,NA,2026,54.80555881159403
18097330208,NA,2027,55.237378911874465
18097330208,NA,2028,55.681765611954866
18097330209,NA,2024,28.677049767059714
18097330209,NA,2025,26.540556053876188
18097330209,NA,2026,26.540316904381058
18097330209,NA,2027,24.403277158669344
18097330209,NA,2028,22.265911345973723
18097330210,NA,2024,35.987310966555455
18097330210,NA,2025,36.92680780605163
18097330210,NA,2026,37.13959691343669
18097330210,NA,2027,38.42259046591101
18097330210,NA,2028,39.86795383178228
18097330212,NA,2024,24.488455035133573
18097330212,NA,2025,23.78284728729077
18097330212,NA,2026,23.764970676590483
18097330212,NA,2027,23.0268603231486
18097330212,NA,2028,22.27353289502965
18097330213,NA,2024,56.09044251287226
18097330213,NA,2025,58.82362975272502
18097330213,NA,2026,58.77354873594508
18097330213,NA,2027,61.42108386044945
18097330213,NA,2028,64.02884394365336
18097330401,NA,2024,51.986725600512976
18097330401,NA,2025,51.70656885718991
18097330401,NA,2026,51.70495668311648
18097330401,NA,2027,51.421764894037686
18097330401,NA,2028,51.13712800528281
18097330500,NA,2024,37.75600737729951
18097330500,NA,2025,38.439064849038935
18097330500,NA,2026,38.612554996010225
18097330500,NA,2027,39.5946870522044
18097330500,NA,2028,40.71563171498327
18097330600,NA,2024,21.55852737402743
18097330600,NA,2025,21.805553775076184
18097330600,NA,2026,21.80548168872521
18097330600,NA,2027,22.05236437634818
18097330600,NA,2028,22.299175433970202
18097330700,NA,2024,12.972679500956763
18097330700,NA,2025,14.093946351108944
18097330700,NA,2026,14.09395337660242
18097330700,NA,2027,15.215231969292695
18097330700,NA,2028,16.33651603754173
18097330702,NA,2024,13.519019352309849
18097330702,NA,2025,16.051772402740276
18097330702,NA,2026,15.906488953461981
18097330702,NA,2027,18.215692769753897
18097330702,NA,2028,20.415716286377712
18097330803,NA,2024,5.160952160877105
18097330803,NA,2025,4.390774469685439
18097330803,NA,2026,4.374984583780038
18097330803,NA,2027,3.5682532765875976
18097330803,NA,2028,2.7391914688890107
18097330804,NA,2024,7.446987059991414
18097330804,NA,2025,6.926480361061824
18097330804,NA,2026,6.93350991662079
18097330804,NA,2027,6.42802287080313
18097330804,NA,2028,5.930657174210675
18097330805,NA,2024,14.25765190733204
18097330805,NA,2025,14.899342969328899
18097330805,NA,2026,14.955411674080176
18097330805,NA,2027,15.730415996013017
18097330805,NA,2028,16.59066250110445
18097330806,NA,2024,16.22235301099843
18097330806,NA,2025,17.329775744536505
18097330806,NA,2026,17.32977594751044
18097330806,NA,2027,18.437199087343757
18097330806,NA,2028,19.544622430498976
18097330900,NA,2024,28.329646972287787
18097330900,NA,2025,30.07381065117851
18097330900,NA,2026,30.041836343689152
18097330900,NA,2027,31.716633732951337
18097330900,NA,2028,33.35312117809437
18097331000,NA,2024,8.81073164687197
18097331000,NA,2025,8.612620006864198
18097331000,NA,2026,8.75756051583088
18097331000,NA,2027,8.793478441751263
18097331000,NA,2028,8.940007252542578
18097340101,NA,2024,21.59887882705622
18097340101,NA,2025,20.947612418635693
18097340101,NA,2026,20.910895475707353
18097340101,NA,2027,20.19448005722221
18097340101,NA,2028,19.447763157607813
18097340102,NA,2024,25.171194745341225
18097340102,NA,2025,26.263374969290705
18097340102,NA,2026,26.26203504899748
18097340102,NA,2027,27.351632899828058
18097340102,NA,2028,28.439981207928213
18097340108,NA,2024,30.881062748085263
18097340108,NA,2025,33.394767275609176
18097340108,NA,2026,33.350219027467794
18097340108,NA,2027,35.75977970082084
18097340108,NA,2028,38.10466212205036
18097340109,NA,2024,34.9718914453921
18097340109,NA,2025,36.41637343502639
18097340109,NA,2026,36.3354812042283
18097340109,NA,2027,37.67662951291745
18097340109,NA,2028,38.9531012430052
18097340111,NA,2024,27.325742608044806
18097340111,NA,2025,26.656062267428624
18097340111,NA,2026,26.643325625227007
18097340111,NA,2027,25.950771804537947
18097340111,NA,2028,25.247550473729074
18097340112,NA,2024,31.43681775102505
18097340112,NA,2025,31.20008262520957
18097340112,NA,2026,31.198721856963846
18097340112,NA,2027,30.95904830816907
18097340112,NA,2028,30.717762536117547
18097340113,NA,2024,10.794986634808804
18097340113,NA,2025,8.450764066303297
18097340113,NA,2026,8.737253104125617
18097340113,NA,2027,6.8231588234609974
18097340113,NA,2028,5.123931865032609
18097340114,NA,2024,42.04854601476967
18097340114,NA,2025,43.35424492351799
18097340114,NA,2026,43.35428094065816
18097340114,NA,2027,44.660052259796885
18097340114,NA,2028,45.9658599761134
18097340201,NA,2024,7.8355009242227585
18097340201,NA,2025,7.396140190508309
18097340201,NA,2026,7.396238091109367
18097340201,NA,2027,6.9570746988146235
18097340201,NA,2028,6.518010771569947
18097340202,NA,2024,28.56353750940556
18097340202,NA,2025,29.53229125539138
18097340202,NA,2026,29.530962921552533
18097340202,NA,2027,30.496866813983857
18097340202,NA,2028,31.46122109076317
18097340300,NA,2024,8.708304286733458
18097340300,NA,2025,8.724779472389018
18097340300,NA,2026,8.725234665287028
18097340300,NA,2027,8.742449643955917
18097340300,NA,2028,8.760013155849874
18097340301,NA,2024,9.512802717843087
18097340301,NA,2025,9.454734340030175
18097340301,NA,2026,9.391340409702472
18097340301,NA,2027,9.244938801022512
18097340301,NA,2028,9.050271391229485
18097340400,NA,2024,7.662142691600072
18097340400,NA,2025,7.948194739395607
18097340400,NA,2026,7.948182632084014
18097340400,NA,2027,8.23420993476056
18097340400,NA,2028,8.520224576385425
18097340500,NA,2024,19.142994607019627
18097340500,NA,2025,21.206279190571475
18097340500,NA,2026,20.389089236619945
18097340500,NA,2027,21.299386864091023
18097340500,NA,2028,21.59030694253113
18097340600,NA,2024,26.933933176274405
18097340600,NA,2025,31.100460628303136
18097340600,NA,2026,30.874242075681916
18097340600,NA,2027,34.425564620141806
18097340600,NA,2028,37.470786818926136
18097340700,NA,2024,7.675448078043754
18097340700,NA,2025,7.811955705625728
18097340700,NA,2026,7.804556938642102
18097340700,NA,2027,7.92445853208239
18097340700,NA,2028,8.034710801885728
18097340800,NA,2024,34.616702102862604
18097340800,NA,2025,35.223601809833006
18097340800,NA,2026,35.4106750706733
18097340800,NA,2027,36.32775736114785
18097340800,NA,2028,37.38981947233961
18097340902,NA,2024,48.19383932525061
18097340902,NA,2025,50.97281570706575
18097340902,NA,2026,50.9135076460503
18097340902,NA,2027,53.608281385368876
18097340902,NA,2028,56.25819213497678
18097340903,NA,2024,38.52078658926962
18097340903,NA,2025,38.40662908003186
18097340903,NA,2026,38.45902141331829
18097340903,NA,2027,38.442453087070184
18097340903,NA,2028,38.47206982732627
18097340904,NA,2024,36.72799890198769
18097340904,NA,2025,36.50521730347033
18097340904,NA,2026,36.50489518179581
18097340904,NA,2027,36.28147912176414
18097340904,NA,2028,36.057750424848756
18097341000,NA,2024,47.03685316855304
18097341000,NA,2025,48.18553807157912
18097341000,NA,2026,48.1903649390509
18097341000,NA,2027,49.34930264570257
18097341000,NA,2028,50.51374063968669
18097341100,NA,2024,11.815392914365486
18097341100,NA,2025,12.386917236850216
18097341100,NA,2026,12.386066282410193
18097341100,NA,2027,12.95585996474165
18097341100,NA,2028,13.52477299128905
18097341200,NA,2024,17.679664842074963
18097341200,NA,2025,19.332920880396266
18097341200,NA,2026,19.263807134312724
18097341200,NA,2027,20.801217490239495
18097341200,NA,2028,22.28464777996677
18097341600,NA,2024,11.830667950470211
18097341600,NA,2025,13.529792243242454
18097341600,NA,2026,13.424969653527585
18097341600,NA,2027,14.84226879384508
18097341600,NA,2028,16.032862835737756
18097341700,NA,2024,4.700632450651309
18097341700,NA,2025,3.7235783010059906
18097341700,NA,2026,4.193061493878216
18097341700,NA,2027,3.7520865801596357
18097341700,NA,2028,3.7234454439929485
18097341702,NA,2024,10.74018163367706
18097341702,NA,2025,9.636510169848677
18097341702,NA,2026,9.426410309504208
18097341702,NA,2027,8.068942625703817
18097341702,NA,2028,6.53598351584676
18097341902,NA,2024,20.00162871497292
18097341902,NA,2025,18.607134622029044
18097341902,NA,2026,18.922017399516776
18097341902,NA,2027,17.987758345657557
18097341902,NA,2028,17.290125506348517
18097341903,NA,2024,22.04566594881642
18097341903,NA,2025,23.090748771197916
18097341903,NA,2026,22.961082130492514
18097341903,NA,2027,23.821346940927388
18097341903,NA,2028,24.58363883902834
18097341904,NA,2024,31.9569059504883
18097341904,NA,2025,32.661968779078265
18097341904,NA,2026,32.784452896778994
18097341904,NA,2027,33.704163939873034
18097341904,NA,2028,34.723544572600616
18097342000,NA,2024,11.95592501586545
18097342000,NA,2025,10.227411639038124
18097342000,NA,2026,10.231893370107093
18097342000,NA,2027,8.51208074417474
18097342000,NA,2028,6.796502537742342
18097342101,NA,2024,19.173905953089115
18097342101,NA,2025,20.011580551504405
18097342101,NA,2026,19.963061662694372
18097342101,NA,2027,20.714989830889248
18097342101,NA,2028,21.4270627279539
18097342200,NA,2024,17.882497367395157
18097342200,NA,2025,18.923895951974018
18097342200,NA,2026,18.970501702090285
18097342200,NA,2027,20.119194232704377
18097342200,NA,2028,21.332830126878566
18097342300,NA,2024,11.015224562329943
18097342300,NA,2025,11.45929883700542
18097342300,NA,2026,11.520646738090086
18097342300,NA,2027,12.072277083666565
18097342300,NA,2028,12.673851855048987
18097342400,NA,2024,4.945934411701371
18097342400,NA,2025,4.940949966873607
18097342400,NA,2026,4.9475359727921875
18097342400,NA,2027,4.957413183834352
18097342400,NA,2028,4.975999524085668
18097342500,NA,2024,6.354319666309483
18097342500,NA,2025,6.527306758571672
18097342500,NA,2026,6.469331781395076
18097342500,NA,2027,6.54101123591624
18097342500,NA,2028,6.565659926894546
18097350100,NA,2024,26.331400138200763
18097350100,NA,2025,27.887266681145867
18097350100,NA,2026,27.887128591821494
18097350100,NA,2027,29.442727691965246
18097350100,NA,2028,30.99819688598227
18097350300,NA,2024,23.14355567715775
18097350300,NA,2025,25.20729702528886
18097350300,NA,2026,25.066085461358483
18097350300,NA,2027,26.760334612440527
18097350300,NA,2028,28.17261756388002
18097350400,NA,2024,30.414995529572355
18097350400,NA,2025,31.026826593101838
18097350400,NA,2026,30.968876186750524
18097350400,NA,2027,31.483406095582154
18097350400,NA,2028,31.952615543347758
18097350500,NA,2024,7.124582219661092
18097350500,NA,2025,7.119022951287391
18097350500,NA,2026,7.1153888952365625
18097350500,NA,2027,7.101179306752407
18097350500,NA,2028,7.0814277333741495
18097350600,NA,2024,15.975890013499578
18097350600,NA,2025,17.962051462434083
18097350600,NA,2026,17.861224764598585
18097350600,NA,2027,19.589272104620928
18097350600,NA,2028,21.12841528712805
18097350700,NA,2024,6.0179328964250365
18097350700,NA,2025,6.1327535741775865
18097350700,NA,2026,6.1099993039174505
18097350700,NA,2027,6.196872647032849
18097350700,NA,2028,6.264999603755467
18097350800,NA,2024,10.548912686389084
18097350800,NA,2025,11.31546687017918
18097350800,NA,2026,11.315448380450134
18097350800,NA,2027,12.081965749977966
18097350800,NA,2028,12.848464793496646
18097350900,NA,2024,69.01299677425523
18097350900,NA,2025,74.57679102036856
18097350900,NA,2026,74.60764232914623
18097350900,NA,2027,80.22703303615103
18097350900,NA,2028,85.87237743878627
18097351000,NA,2024,42.37415752113296
18097351000,NA,2025,43.85762422479735
18097351000,NA,2026,44.29837861845623
18097351000,NA,2027,46.38499819899317
18097351000,NA,2028,48.80981034215517
18097351200,NA,2024,12.743640333980053
18097351200,NA,2025,11.470229459463715
18097351200,NA,2026,12.474775548621393
18097351200,NA,2027,12.575071144791659
18097351200,NA,2028,13.446415101366378
18097351500,NA,2024,49.064702516255366
18097351500,NA,2025,52.230007520840616
18097351500,NA,2026,52.229789221053665
18097351500,NA,2027,55.394652728518395
18097351500,NA,2028,58.55929292877331
18097351600,NA,2024,89.33773697937758
18097351600,NA,2025,94.39027184060078
18097351600,NA,2026,94.37833784105733
18097351600,NA,2027,99.40814654982928
18097351600,NA,2028,100
18097351700,NA,2024,54.71138059105412
18097351700,NA,2025,58.79899677435378
18097351700,NA,2026,58.6367760578402
18097351700,NA,2027,62.45706527679484
18097351700,NA,2028,66.15213945661843
18097351900,NA,2024,22.702173039176326
18097351900,NA,2025,25.008736058824834
18097351900,NA,2026,24.901571286355566
18097351900,NA,2027,26.954537264569172
18097351900,NA,2028,28.846682511586845
18097352100,NA,2024,4.456551598752209
18097352100,NA,2025,4.79226240121771
18097352100,NA,2026,4.39674790432441
18097352100,NA,2027,4.191861190365498
18097352100,NA,2028,3.683323502106607
18097352300,NA,2024,8.229312081725151
18097352300,NA,2025,8.786008159723753
18097352300,NA,2026,8.780851931376434
18097352300,NA,2027,9.325584431438473
18097352300,NA,2028,9.86298086185237
18097352400,NA,2024,12.958056617738757
18097352400,NA,2025,12.536799969247317
18097352400,NA,2026,12.882347381470408
18097352400,NA,2027,12.922104710293496
18097352400,NA,2028,13.23052667296578
18097352500,NA,2024,32.47772207449917
18097352500,NA,2025,32.90792636419015
18097352500,NA,2026,32.901261245674434
18097352500,NA,2027,33.319213204957144
18097352500,NA,2028,33.73140362946234
18097352600,NA,2024,15.172828568065146
18097352600,NA,2025,18.274936562298077
18097352600,NA,2026,17.026763767693748
18097352600,NA,2027,18.611632724728523
18097352600,NA,2028,19.15939303003029
18097352700,NA,2024,37.153762714591466
18097352700,NA,2025,41.197885534397486
18097352700,NA,2026,40.245639379477694
18097352700,NA,2027,43.1549451767249
18097352700,NA,2028,45.259572004567495
18097352800,NA,2024,27.27697513457577
18097352800,NA,2025,29.22736040441241
18097352800,NA,2026,29.105135585646455
18097352800,NA,2027,30.846762167432047
18097352800,NA,2028,32.491432742369106
18097353300,NA,2024,62.1614612288087
18097353300,NA,2025,64.73425372651026
18097353300,NA,2026,64.73706371732992
18097353300,NA,2027,67.31536893897487
18097353300,NA,2028,69.896380987783
18097353500,NA,2024,71.05682996650562
18097353500,NA,2025,70.82875847735167
18097353500,NA,2026,72.84895405143317
18097353500,NA,2027,75.40702248105208
18097353500,NA,2028,79.50974508257397
18097353600,NA,2024,32.5510907569328
18097353600,NA,2025,35.36495992888926
18097353600,NA,2026,35.36694828628439
18097353600,NA,2027,38.18473012986811
18097353600,NA,2028,41.004438350455324
18097354200,NA,2024,72.38304374473708
18097354200,NA,2025,75.35966674340742
18097354200,NA,2026,75.06058091632217
18097354200,NA,2027,77.72119791926166
18097354200,NA,2028,80.09869203984425
18097354201,NA,2024,67.78593591654128
18097354201,NA,2025,67.49212064511033
18097354201,NA,2026,69.67498237049318
18097354201,NA,2027,71.7380201565045
