GEOID,NAME,year,estimate,income_zscore
18097320205,NA,2024,80022.35022501592,0.26825966625821496
18097320205,NA,2025,93364.67396158818,0.5073525565923809
18097320205,NA,2026,108900.0857110127,0.7245813841903466
18097320205,NA,2027,127021.98050281344,0.964460305276878
18097320205,NA,2028,148159.44330228132,1.1725548290888261
18097320206,NA,2024,44458.078242279014,-0.8108563471959435
18097320206,NA,2025,47540.68093837022,-0.7862928492628009
18097320206,NA,2026,50867.25212818594,-0.7523287535846176
18097320206,NA,2027,54420.068822355104,-0.7213135261489773
18097320206,NA,2028,58222.439469377845,-0.684596854602936
18097320301,NA,2024,89497.5669340253,0.5557633184236136
18097320301,NA,2025,90492.9275518593,0.42628101950820413
18097320301,NA,2026,94370.37761460712,0.35480669180237046
18097320301,NA,2027,97079.75845467858,0.269219460853298
18097320301,NA,2028,100471.00865304988,0.18781381118710094
18097320303,NA,2024,62861.91271610631,-0.252434330310379
18097320303,NA,2025,66091.17663323088,-0.26259855837388374
18097320303,NA,2026,68839.26138132795,-0.29494900795721146
18097320303,NA,2027,71457.23344435367,-0.3257205504726895
18097320303,NA,2028,74082.41362032449,-0.35709675517264466
18097320304,NA,2024,126520.43400758533,1.679137044236312
18097320304,NA,2025,133685.8595070091,1.645649614490395
18097320304,NA,2026,141257.0955865994,1.5480530805212374
18097320304,NA,2027,149257.12507304884,1.4807473283989239
18097320304,NA,2028,157710.23248501023,1.3697735872792218
18097320305,NA,2024,139730.37763465074,2.079962392544088
18097320305,NA,2025,147350.2717294909,2.03140613479993
18097320305,NA,2026,158037.56263449317,1.9751086001222473
18097320305,NA,2027,167587.75682587916,1.9063738526484588
18097320305,NA,2028,179072.09080723993,1.8108846923769846
18097320306,NA,2024,78023.85050001724,0.20761978989081353
18097320306,NA,2025,81868.03923311259,0.1827940072806264
18097320306,NA,2026,86475.40122568439,0.15388300866613167
18097320306,NA,2027,91224.81742104012,0.13327116210201567
18097320306,NA,2028,96258.92983491058,0.10083660563683158
18097320400,NA,2024,81347.57592353967,0.30847059123967147
18097320400,NA,2025,88269.9335884411,0.3635242465102098
18097320400,NA,2026,95887.13081248091,0.3934073948206926
18097320400,NA,2027,104145.67468575142,0.43328589383946875
18097320400,NA,2028,113117.9193142829,0.44896584457755945
18097320500,NA,2024,88045.46448533388,0.5117026103534605
18097320500,NA,2025,97686.1933946226,0.6293522644315971
18097320500,NA,2026,103986.6065095554,0.5995354955724561
18097320500,NA,2027,113528.65654435151,0.6511532324791076
18097320500,NA,2028,122046.224052566,0.6333306273762205
18097320600,NA,2024,70416.75531365981,-0.02320001250674468
18097320600,NA,2025,73556.04402444641,-0.05185979972683154
18097320600,NA,2026,76167.19234271438,-0.10845638201400155
18097320600,NA,2027,79163.89841726338,-0.14677630729521532
18097320600,NA,2028,82149.18708800731,-0.190522138618804
18097320700,NA,2024,136485.24027346272,1.9814961651455294
18097320700,NA,2025,147839.9628585784,2.0452304795948306
18097320700,NA,2026,160100.58987543132,2.027611737717602
18097320700,NA,2027,173372.81122844206,2.040699424792318
18097320700,NA,2028,187744.5916484166,1.9899672596474434
18097320800,NA,2024,206453.2746910722,4.104515199714942
18097320800,NA,2025,220085.20654963903,4.084767443308899
18097320800,NA,2026,234593.80369744197,3.923431326332744
18097320800,NA,2027,250056.7240459544,3.8212549298328145
18097320800,NA,2028,266538.66894773336,3.6170233887713397
18097320901,NA,2024,93438.75055404594,0.675349468208767
18097320901,NA,2025,100532.23367742752,0.709698098433097
18097320901,NA,2026,108175.50908386188,0.7061412271246659
18097320901,NA,2027,116399.07263174026,0.7178026114475429
18097320901,NA,2028,125247.85509220226,0.699442619353042
18097320902,NA,2024,51216.42447863511,-0.6057898790376866
18097320902,NA,2025,53023.97937565917,-0.6314952560295428
18097320902,NA,2026,54859.177026234145,-0.6507360174183042
18097320902,NA,2027,56749.530095742535,-0.6672248008647165
18097320902,NA,2028,58703.08690230554,-0.6746717386742105
18097320903,NA,2024,45513.313035622195,-0.7788376750858169
18097320903,NA,2025,46956.92888703269,-0.8027726038531243
18097320903,NA,2026,48348.39595142091,-0.8164325374839828
18097320903,NA,2027,49795.47622051091,-0.8286938555197388
18097320903,NA,2028,51283.75387742559,-0.8278770516355559
18097321001,NA,2024,84658.74517103677,0.408940404314026
18097321001,NA,2025,92440.70539576282,0.4812682367530131
18097321001,NA,2026,100941.66100389352,0.5220429692103601
18097321001,NA,2027,110224.57190513652,0.574434323945133
18097321001,NA,2028,120361.17896597894,0.5985353352685818
18097321002,NA,2024,110648.2893827884,1.1975333313642287
18097321002,NA,2025,119636.0371837116,1.249012680375852
18097321002,NA,2026,129349.66953543232,1.2450143149804396
18097321002,NA,2027,139852.1027061494,1.2623682220762809
18097321002,NA,2028,151207.2682950051,1.2354908073359023
18097321100,NA,2024,99207.61895840832,0.850392507967291
18097321100,NA,2025,105554.68318833606,0.8514855837060286
18097321100,NA,2026,112207.94941581406,0.808765063297215
18097321100,NA,2027,119255.98830541452,0.7841385187232014
18097321100,NA,2028,126740.67350905704,0.7302685321381603
18097321200,NA,2024,143689.82806609548,2.2001028066969206
18097321200,NA,2025,148462.25026802448,2.062798116006253
18097321200,NA,2026,153122.7453094256,1.8500286568459234
18097321200,NA,2027,157876.40276821263,1.6808819040317393
18097321200,NA,2028,162767.18952437435,1.474197082389875
18097321300,NA,2024,116672.64697476516,1.3803286027374728
18097321300,NA,2025,123718.34002761998,1.3642591259803594
18097321300,NA,2026,131117.54954355754,1.290006085072853
18097321300,NA,2027,138976.24038650855,1.242031212427265
18097321300,NA,2028,147301.95400077297,1.1548481273734497
18097321400,NA,2024,77229.38449029966,0.18351354659002514
18097321400,NA,2025,79675.42684894709,0.12089492886204088
18097321400,NA,2026,82208.52567836414,0.04529289918152058
18097321400,NA,2027,84821.14889452262,-0.015418267380792446
18097321400,NA,2028,87516.90879747132,-0.07968151701169565
18097321600,NA,2024,62972.01550772803,-0.24909351440326077
18097321600,NA,2025,63325.33075929036,-0.34068044456642393
18097321600,NA,2026,67997.2475466288,-0.31637789039906317
18097321600,NA,2027,69279.01531195869,-0.37629749867882206
18097321600,NA,2028,73615.27222142412,-0.3667429786236925
18097321700,NA,2024,139421.98423869358,2.070604904439666
18097321700,NA,2025,167363.1361761224,2.5963841832268693
18097321700,NA,2026,193780.94641412492,2.8847620256641124
18097321700,NA,2027,220156.03975212877,3.1269785677156907
18097321700,NA,2028,247644.03051524336,3.2268590728370334
18097321800,NA,2024,143253.54743164868,2.1868648745604213
18097321800,NA,2025,149080.34915176034,2.0802475072215487
18097321800,NA,2026,155389.5919722116,1.9077189092488447
18097321800,NA,2027,162006.76485363048,1.7767864905191646
18097321800,NA,2028,168912.5435284626,1.6010954006480487
18097321900,NA,2024,150597.8165143267,2.409709823504719
18097321900,NA,2025,158499.75592670153,2.346164366411663
18097321900,NA,2026,166443.8765049473,2.1890455976819525
18097321900,NA,2027,174857.8391672378,2.075180903037359
18097321900,NA,2028,183683.32387557367,1.9061042226235334
18097322000,NA,2024,62734.7688061661,-0.25629221974774036
18097322000,NA,2025,66231.18903874262,-0.2586459040283483
18097322000,NA,2026,69979.29804844533,-0.26593557526487605
18097322000,NA,2027,73913.64463846385,-0.2686841224447609
18097322000,NA,2028,78080.95915189323,-0.27452889934249197
18097322100,NA,2024,125065.03098861597,1.6349761879544316
18097322100,NA,2025,140407.08816781122,1.8353948986768547
18097322100,NA,2026,158945.70714262652,1.9982204791710712
18097322100,NA,2027,179499.88596026986,2.1829665084962038
18097322100,NA,2028,202853.2563117259,2.301953214504589
18097322200,NA,2024,111597.1299528225,1.2263237155406794
18097322200,NA,2025,122157.47155185103,1.32019464797209
18097322200,NA,2026,134601.1466369692,1.3786621017713998
18097322200,NA,2027,148730.6022152846,1.468521776278849
18097322200,NA,2028,164541.12250382884,1.5108278625932172
18097322300,NA,2024,113847.78713486728,1.294614729823751
18097322300,NA,2025,119913.89646806126,1.2568568546382524
18097322300,NA,2026,126268.6692090152,1.1666042092584958
18097322300,NA,2027,132966.3474409032,1.1024850211098354
18097322300,NA,2028,140018.20071780996,1.0044424645588153
18097322400,NA,2024,59360.172357120646,-0.35868658533121517
18097322400,NA,2025,61861.112957453406,-0.3820164021630919
18097322400,NA,2026,64492.407418548704,-0.40557453300404867
18097322400,NA,2027,67239.49858588609,-0.42365388153415046
18097322400,NA,2028,70104.20403552426,-0.4392446844300732
18097322500,NA,2024,41850.59892271169,-0.8899743083301255
18097322500,NA,2025,43428.03376369964,-0.9023959378941258
18097322500,NA,2026,45090.565417296835,-0.8993428943621021
18097322500,NA,2027,46814.90194538218,-0.8979010430349612
18097322500,NA,2028,48605.31203780503,-0.8831854626358114
18097322600,NA,2024,31936.62013383389,-1.190791186384481
18097322600,NA,2025,33417.995943350084,-1.1849867507936178
18097322600,NA,2026,34968.0265311121,-1.1569570651347594
18097322600,NA,2027,36589.96215778614,-1.13531815124692
18097322600,NA,2028,38287.1270202357,-1.0962505399828892
18097322602,NA,2024,67088.0666897969,-0.12420141075149849
18097322602,NA,2025,73199.67040455405,-0.0619204920787211
18097322602,NA,2026,73582.12477643377,-0.1742452167091746
18097322602,NA,2027,79765.36437876003,-0.13281062023662843
18097322602,NA,2028,80663.24808096263,-0.22120599522051448
18097322700,NA,2024,63177.70399640991,-0.24285237042518235
18097322700,NA,2025,57999.165585651506,-0.4910420488948088
18097322700,NA,2026,66718.16944336158,-0.34892986660103786
18097322700,NA,2027,80826.92732145711,-0.10816175097425267
18097322700,NA,2028,80076.93373978487,-0.23331307706097637
18097330103,NA,2024,74513.47654136336,0.10110556815067387
18097330103,NA,2025,78003.53083084471,0.07369606075402062
18097330103,NA,2026,81508.92315892079,0.027488322193149187
18097330103,NA,2027,85243.79788653918,-0.005604605534587766
18097330103,NA,2028,89114.80454410518,-0.04668581279923991
18097330105,NA,2024,68413.30809907043,-0.08399000906348439
18097330105,NA,2025,70432.94439227578,-0.14002722523116243
18097330105,NA,2026,72325.84629520269,-0.20621695253955774
18097330105,NA,2027,74159.38308845235,-0.2629782196830123
18097330105,NA,2028,75974.233049437,-0.31803168197380066
18097330106,NA,2024,48679.43070464159,-0.6827691184518606
18097330106,NA,2025,50946.89219903784,-0.6901329719142203
18097330106,NA,2026,53353.62712822531,-0.6890516013734072
18097330106,NA,2027,55877.67181220207,-0.6874688391425677
18097330106,NA,2028,58521.511868820446,-0.6784211673274014
18097330107,NA,2024,129813.82749516593,1.7790674927712624
18097330107,NA,2025,136616.6221290921,1.7283872231442017
18097330107,NA,2026,142929.24291087518,1.5906084958371456
18097330107,NA,2027,149234.92271033354,1.4802318025512573
18097330107,NA,2028,155713.4000359328,1.3285400506167768
18097330108,NA,2024,149306.63374513265,2.3705318528939414
18097330108,NA,2025,152292.0219402504,2.17091541880741
18097330108,NA,2026,155461.23759234807,1.9095422588282804
18097330108,NA,2027,158677.39843953136,1.6994805539920537
18097330108,NA,2028,161963.00344471284,1.4575910640860001
18097330109,NA,2024,86541.59712631852,0.4660712151708955
18097330109,NA,2025,86367.4357482692,0.3098153174489477
18097330109,NA,2026,86193.83319927822,0.1467172260048553
18097330109,NA,2027,86020.58190668293,0.012431864077831147
18097330109,NA,2028,85847.67887813003,-0.11415023425885841
18097330202,NA,2024,37842.51206330643,-1.0115904829954996
18097330202,NA,2025,37323.37799121467,-1.0747349108509594
18097330202,NA,2026,36811.36551009378,-1.1100448973611796
18097330202,NA,2027,36306.37695712585,-1.1419028333742562
18097330202,NA,2028,35808.31597755063,-1.1474366803398588
18097330203,NA,2024,206304.62191693884,4.100004673277354
18097330203,NA,2025,216547.01787523823,3.9848817454089307
18097330203,NA,2026,234792.1279106515,3.9284785904929085
18097330203,NA,2027,247837.93874103227,3.76973603566027
18097330203,NA,2028,267473.6802706441,3.6363308793326303
18097330204,NA,2024,125320.3980949139,1.6427247152924662
18097330204,NA,2025,133383.57205303485,1.6371158148303935
18097330204,NA,2026,139183.55776020614,1.4952824531402866
18097330204,NA,2027,146871.5712686066,1.4253561674238948
18097330204,NA,2028,154004.96066391215,1.2932616788563793
18097330206,NA,2024,147023.813363779,2.301264920323129
18097330206,NA,2025,154922.1380969489,2.245165554129633
18097330206,NA,2026,163400.75153827274,2.111599403237852
18097330206,NA,2027,172416.14414080794,2.0184861757966432
18097330206,NA,2028,181962.8890222737,1.8705781505028265
18097330208,NA,2024,99756.2639161584,0.8670398769868614
18097330208,NA,2025,105161.7869062747,0.84039382943641
18097330208,NA,2026,110281.49033882305,0.7597375255197284
18097330208,NA,2027,115412.15926392502,0.6948870615558297
18097330208,NA,2028,120683.4008692356,0.6051890475855641
18097330209,NA,2024,117329.53353260618,1.4002603140890535
18097330209,NA,2025,126229.6364453244,1.4351548916954477
18097330209,NA,2026,135804.86206135477,1.409296130880694
18097330209,NA,2027,146106.42222274074,1.4075898550940182
18097330209,NA,2028,157189.41347685704,1.359018949514243
18097330210,NA,2024,84440.04487246953,0.4023044469002014
18097330210,NA,2025,84943.2157459906,0.26960852748323594
18097330210,NA,2026,90003.98137543621,0.24368382440059105
18097330210,NA,2027,91451.18674696442,0.1385273251567884
18097330210,NA,2028,96119.83328331288,0.09796433522547415
18097330212,NA,2024,89821.44794852757,0.5655907426816676
18097330212,NA,2025,97862.1648718256,0.6343200701164894
18097330212,NA,2026,106622.78224148705,0.6666250106465286
18097330212,NA,2027,116167.64950790149,0.7124291021676318
18097330212,NA,2028,126566.97291661218,0.7266817065383597
18097330213,NA,2024,97864.46332740528,0.8096375404347049
18097330213,NA,2025,100671.87378084706,0.7136402424136599
18097330213,NA,2026,103477.97661175414,0.5865910879662695
18097330213,NA,2027,106373.6514753659,0.4850182088987044
18097330213,NA,2028,109348.78112333828,0.3711351293095151
18097330401,NA,2024,106667.8497935732,1.0767560495069197
18097330401,NA,2025,108510.34973240018,0.9349262486003143
18097330401,NA,2026,110433.70646592988,0.7636113591304217
18097330401,NA,2027,112381.66608316403,0.6245207863132944
18097330401,NA,2028,114365.8218983203,0.4747343746181441
18097330500,NA,2024,76436.88831551546,0.15946707339844918
18097330500,NA,2025,82916.26507057325,0.21238620231789898
18097330500,NA,2026,89320.96417055884,0.22630133638682953
18097330500,NA,2027,96353.14575043804,0.25234793978672565
18097330500,NA,2028,103910.58154376388,0.2588391768645938
18097330600,NA,2024,51764.90462466471,-0.589147510850605
18097330600,NA,2025,54321.29186159721,-0.594871159640955
18097330600,NA,2026,56969.135798339215,-0.5970384929580932
18097330600,NA,2027,59750.80919160879,-0.5975368595487222
18097330600,NA,2028,62667.65312997046,-0.5928055375441956
18097330700,NA,2024,49735.74954047093,-0.6507175535664609
18097330700,NA,2025,52989.51771561122,-0.6324681343244698
18097330700,NA,2026,56461.30063109626,-0.6099626750204649
18097330700,NA,2027,60162.59327973132,-0.5879754744021466
18097330700,NA,2028,64107.33398944121,-0.5630768872868169
18097330702,NA,2024,58970.221762037414,-0.3705187390110249
18097330702,NA,2025,65724.71475475893,-0.2729440497688849
18097330702,NA,2026,73252.77146616897,-0.18262711386650693
18097330702,NA,2027,81643.08625294312,-0.08921101900125532
18097330702,NA,2028,90994.4210895877,-0.007872722709833595
18097330803,NA,2024,36273.96189172552,-1.059184529314818
18097330803,NA,2025,37962.26599895566,-1.0566986272025367
18097330803,NA,2026,39585.756743850834,-1.0394378584434327
18097330803,NA,2027,41331.74735690729,-1.0252166784633536
18097330803,NA,2028,43135.04996563186,-0.9961434886386177
18097330804,NA,2024,67418.61452165092,-0.11417169725871673
18097330804,NA,2025,77559.21762119804,0.06115276837596534
18097330804,NA,2026,88395.74321104247,0.20275486914701546
18097330804,NA,2027,100431.4155285311,0.34704297343354223
18097330804,NA,2028,113986.11816861392,0.4668936929089958
18097330805,NA,2024,30642.27837757357,-1.230065009190157
18097330805,NA,2025,31790.536414652328,-1.2309311437549286
18097330805,NA,2026,33109.54248051847,-1.2042546683320479
18097330805,NA,2027,34453.80189668532,-1.1849185403350886
18097330805,NA,2028,35859.42170151387,-1.146381374100383
18097330806,NA,2024,44995.88888659301,-0.7945377204919568
18097330806,NA,2025,48072.82145945078,-0.7712701265590755
18097330806,NA,2026,50992.47729736369,-0.7491418280039591
18097330806,NA,2027,53992.77979421714,-0.7312349269140243
18097330806,NA,2028,57144.15519795743,-0.7068628559685957
18097330900,NA,2024,35736.384175553765,-1.0754960883502076
18097330900,NA,2025,36501.672210880424,-1.0979322761952552
18097330900,NA,2026,37073.26881994028,-1.103379573103369
18097330900,NA,2027,37749.30570876833,-1.1083988735772088
18097330900,NA,2028,38394.05819129366,-1.09404246771112
18097331000,NA,2024,48659.34804168406,-0.6833784806567385
18097331000,NA,2025,50557.22690462925,-0.7011335129992686
18097331000,NA,2026,52522.510615631065,-0.7102031517517062
18097331000,NA,2027,54563.624363235314,-0.7179802506391373
18097331000,NA,2028,56684.01095315234,-0.7163645918788618
18097340101,NA,2024,62825.53198216977,-0.25353821998345283
18097340101,NA,2025,66125.44005757046,-0.26163127642044687
18097340101,NA,2026,64958.69787829099,-0.39370764550908893
18097340101,NA,2027,66474.7701450086,-0.4414104276627472
18097340101,NA,2028,66398.858585979,-0.5157581132415079
18097340102,NA,2024,36919.70175444757,-1.039591038782317
18097340102,NA,2025,39678.51816648431,-1.0082475520051506
18097340102,NA,2026,39676.71076398101,-1.0371231185607088
18097340102,NA,2027,41332.94121687828,-1.025188957734644
18097340102,NA,2028,42068.98332599311,-1.0181572023532877
18097340108,NA,2024,49960.54429054147,-0.6438966740427836
18097340108,NA,2025,54410.32374906613,-0.5923577232378807
18097340108,NA,2026,59260.306262962506,-0.5387292104767692
18097340108,NA,2027,64542.38999280257,-0.48627916207421923
18097340108,NA,2028,70295.29643957743,-0.4352987270954548
18097340109,NA,2024,58164.62285090036,-0.39496278459281564
18097340109,NA,2025,58690.88505979783,-0.4715142936549596
18097340109,NA,2026,59440.30743805496,-0.5341482595927145
18097340109,NA,2027,60036.178790899095,-0.5909107447311758
18097340109,NA,2028,60759.42482160436,-0.6322094454432694
18097340110,NA,2024,49037.38130113727,-0.6719079311093655
18097340110,NA,2025,49657.30540493408,-0.7265389662761382
18097340110,NA,2026,52331.03901495941,-0.7150760199311372
18097340110,NA,2027,53135.77452344055,-0.7511340869420385
18097340110,NA,2028,55856.11427971536,-0.7334602214358895
18097340111,NA,2024,134145.5782021289,1.9105045022633766
18097340111,NA,2025,146049.20607287338,1.9946760836115403
18097340111,NA,2026,158683.27387905255,1.9915416678235502
18097340111,NA,2027,172361.13676798288,2.0172089368438715
18097340111,NA,2028,187210.5661363722,1.9789399145440836
18097340112,NA,2024,53547.11262275985,-0.5350705093311003
18097340112,NA,2025,55235.69277142411,-0.5690569418466215
18097340112,NA,2026,56993.02768185443,-0.5964304550113713
18097340112,NA,2027,58802.69577701978,-0.6195514972702819
18097340112,NA,2028,60670.65015267889,-0.634042595524302
18097340113,NA,2024,57430.04001445387,-0.4172520107690963
18097340113,NA,2025,58022.98479282888,-0.4903696149600247
18097340113,NA,2026,58355.9160004422,-0.5617455456228866
18097340113,NA,2027,58560.48141860342,-0.6251755726914777
18097340113,NA,2028,58702.02359959419,-0.6746936953142642
18097340114,NA,2024,85390.21026125415,0.43113502965373235
18097340114,NA,2025,82104.59690253455,0.18947220623444688
18097340114,NA,2026,88859.82032416119,0.21456542794208358
18097340114,NA,2027,86174.31200042409,0.01600138674098234
18097340114,NA,2028,92527.55968899616,0.023785780574468268
18097340115,NA,2024,62581.59165106712,-0.26094002811685013
18097340115,NA,2025,69476.93084744611,-0.16701619866212453
18097340115,NA,2026,77129.29661716473,-0.08397125060120703
18097340115,NA,2027,85624.63430542989,0.003238192873332181
18097340115,NA,2028,95055.67800967446,0.07599009021038697
18097340201,NA,2024,72757.61327170832,0.047827936806484936
18097340201,NA,2025,77187.00463727774,0.0506449189966201
18097340201,NA,2026,82918.5783814526,0.06336342875594042
18097340201,NA,2027,88511.71099352655,0.07027442122409289
18097340201,NA,2028,94786.86937119738,0.07043933363341534
18097340202,NA,2024,62153.05544132368,-0.27394297350270164
18097340202,NA,2025,68190.71744212107,-0.2033269597497721
18097340202,NA,2026,74023.67400055306,-0.1630079827992071
18097340202,NA,2027,80059.2375545835,-0.12598705735660926
18097340202,NA,2028,86475.81648110582,-0.1011795241257527
18097340300,NA,2024,46199.99889039091,-0.7580017726258124
