GEOID,year,vacancy_rate_forecast,NAME,vacancy_zscore
18097320303,2028,0.06884789038484011,NA,1.2443717694228191
18097320400,2024,4.612722770304757,NA,1.0116712207979823
18097320400,2025,4.485031565051422,NA,0.9460938695807029
18097320400,2026,4.481378432230571,NA,0.9509772570140129
18097320400,2027,4.347602049309366,NA,0.885611972268972
18097320400,2028,4.210985463416879,NA,0.8211763612806843
18097320500,2024,8.329823697259409,NA,0.5652725514653836
18097320500,2025,8.543513590605196,NA,0.4755307631691989
18097320500,2026,8.529898391245682,NA,0.4841941237154689
18097320500,2027,8.711229814884598,NA,0.4087607605114039
18097320500,2028,8.871886515586892,NA,0.34497973856944314
18097320600,2024,9.477109130289646,NA,0.42749133413670487
18097320600,2025,9.458140491018728,NA,0.3694838045388004
18097320600,2026,9.442336254850384,NA,0.37899256630058487
18097320600,2027,9.387808455097618,NA,0.3348251817298953
18097320600,2028,9.312538151710587,NA,0.29995908299972435
18097320700,2024,11.140941418548344,NA,0.22767633474151716
18097320700,2025,12.730250033186218,NA,-0.009902877719811624
18097320700,2026,12.545151930450931,NA,0.021246516443638508
18097320700,2027,13.64418694615091,NA,-0.13030597752471476
18097320700,2028,14.36014950069383,NA,-0.2157470970372157
18097320800,2024,8.22552594353867,NA,0.5777980059500056
18097320800,2025,8.253898316689282,NA,0.5091103779364949
18097320800,2026,8.225191029371212,NA,0.5193260382310885
18097320800,2027,8.188913334001299,NA,0.4658387837092228
18097320800,2028,8.114869196029971,NA,0.4223229575890974
18097320901,2024,3.924535818671946,NA,1.0943178170292638
18097320901,2025,3.5497521301300488,NA,1.0545353985780734
18097320901,2026,3.719347225130363,NA,1.038837343693205
18097320901,2027,3.603195471366305,NA,0.9669596943484833
18097320901,2028,3.6143460065339936,NA,0.8821340368811179
18097320902,2024,13.351838439818168,NA,-0.037837437340759145
18097320902,2025,12.214311768301013,NA,0.049917890516267105
18097320902,2026,12.510861763027457,NA,0.025200077733516634
18097320902,2027,11.813910096608694,NA,0.06970414717962684
18097320902,2028,11.33943183464733,NA,0.0928746768718898
18097320903,2024,15.569659434588228,NA,-0.30418273178891636
18097320903,2025,16.554622667469665,NA,-0.45332203185984044
18097320903,2026,16.080596238547397,NA,-0.386380415976682
18097320903,2027,16.435952582653755,NA,-0.43538626810583125
18097320903,2028,16.42179981434853,NA,-0.426382531170034
18097321001,2024,3.03818908602587,NA,1.2007620620997534
18097321001,2025,2.070588728655581,NA,1.226037876772013
18097321001,2026,2.0687146291686,NA,1.2291507082974835
18097321001,2027,1.0975875771527497,NA,1.2407690623176961
18097321001,2028,0.12478174984869383,NA,1.2386570986598575
18097321002,2024,8.45519347290842,NA,0.5502164897323233
18097321002,2025,8.036623260886739,NA,0.5343024631940925
18097321002,2026,8.034799028626058,NA,0.5412777083630104
18097321002,2027,7.612483122501234,NA,0.5288302806045229
18097321002,2028,7.188240572303717,NA,0.5169950856147649
18097321100,2024,10.030566289280411,NA,0.36102487434420966
18097321100,2025,10.52542104764741,NA,0.2457373271668171
18097321100,2026,10.28849188160533,NA,0.28143316713414174
18097321100,2027,10.511468574071564,NA,0.21203315680891865
18097321100,2028,10.52730976505038,NA,0.17584785790332977
18097321200,2024,9.824230602313106,NA,0.38580439416572143
18097321200,2025,10.506497220739709,NA,0.2479314615054227
18097321200,2026,10.504869670638785,NA,0.2564854076161627
18097321200,2027,11.183747489406583,NA,0.1385674460199262
18097321200,2028,11.860853075516951,NA,0.03960192314191828
18097321400,2024,3.198547460825911,NA,1.1815041063611873
18097321400,2025,2.9701817022134565,NA,1.1217340357107497
18097321400,2026,2.9706092479696964,NA,1.1251647577943553
18097321400,2027,2.743181505869361,NA,1.0609408319723037
18097321400,2028,2.5162803183135156,NA,0.9943216088533308
18097321600,2024,9.916324518005716,NA,0.3747445380502485
18097321600,2025,9.239557115605637,NA,0.3948275836898887
18097321600,2026,9.424703287162208,NA,0.3810255986161378
18097321600,2027,9.028732147341948,NA,0.37406454440366194
18097321600,2028,8.771671773953393,NA,0.3552185145008767
18097321700,2024,2.5136275372291106,NA,1.2637583546318925
18097321700,2025,2.12150144546698,NA,1.2201347716140318
18097321700,2026,2.119075280779292,NA,1.2233442647102537
18097321700,2027,1.722520566222256,NA,1.1724772489196782
18097321700,2028,1.3238893972348162,NA,1.116146235296508
18097321800,2024,7.933059908269012,NA,0.6129211977962702
18097321800,2025,6.936735948325691,NA,0.6618295502287347
18097321800,2026,7.718093901443066,NA,0.5777929319742963
18097321800,2027,7.7191822535421295,NA,0.5171703470208838
18097321800,2028,8.345315686848902,NA,0.3987786172533289
18097321900,2024,3.7116710017366703,NA,1.119881441180165
18097321900,2025,2.7211014255628747,NA,1.1506137961700906
18097321900,2026,2.7206081865993887,NA,1.1539891874466135
18097321900,2027,1.7290916871441748,NA,1.171759165906516
18097321900,2028,0.7371183313386046,NA,1.1760956735611026
18097322000,2024,18.596904482681627,NA,-0.6677343780229972
18097322000,2025,19.148364684810343,NA,-0.7540549889667114
18097322000,2026,19.157552169268044,NA,-0.7411449089033082
18097322000,2027,19.72955054304241,NA,-0.7953061015168619
18097322000,2028,20.313408932327818,NA,-0.823981857598818
18097322100,2024,16.40580547590922,NA,-0.40459821351736386
18097322100,2025,17.198507168449307,NA,-0.5279776023523225
18097322100,2026,17.355452927409505,NA,-0.5333678597235144
18097322100,2027,18.409505842690752,NA,-0.6510534409433114
18097322100,2028,19.58555299022819,NA,-0.7496180087274114
18097322300,2024,10.663102592876417,NA,0.28506154437857645
18097322300,2025,14.845070212609194,NA,-0.25510695817775625
18097322300,2026,13.170734550856263,NA,-0.05088142627272953
18097322300,2027,13.867262945112818,NA,-0.15468341440377298
18097322300,2028,14.372185264074725,NA,-0.2169767712589127
18097322400,2024,9.324792600085768,NA,0.4457835187549137
18097322400,2025,7.806349479509168,NA,0.5610016934008266
18097322400,2026,7.972388220929382,NA,0.5484735015573792
18097322400,2027,6.682457181177561,NA,0.6304622301912458
18097322400,2028,5.519597612585098,NA,0.6874776024145898
18097322500,2024,19.887383126058147,NA,-0.8227121309884989
18097322500,2025,19.477720708307334,NA,-0.7922423685229724
18097322500,2026,19.40320289596033,NA,-0.7694677570214596
18097322500,2027,18.811542033294064,NA,-0.6949874002447903
18097322500,2028,18.09781949384014,NA,-0.5976187153408815
18097322600,2024,17.15433602594136,NA,-0.494491667597693
18097322600,2025,17.876729394655914,NA,-0.606614480769336
18097322600,2026,17.876729394655907,NA,-0.5934695920008242
18097322600,2027,18.59912276337044,NA,-0.6717745159876048
18097322600,2028,19.32151613208497,NA,-0.7226417956064419
18097322601,2024,31.94071339931155,NA,-2.270235537197127
18097322601,2025,33.486023825406846,NA,-2.4164433847728493
18097322601,2026,33.57553029553307,NA,-2.4034978363284436
18097322601,2027,35.26922989148396,NA,-2.493460785123697
18097322601,2028,37.03228981310564,NA,-2.532122520063912
18097322700,2024,17.201288404598063,NA,-0.5001303305681718
18097322700,2025,16.108386448097598,NA,-0.4015829086460586
18097322700,2026,16.245151132119393,NA,-0.4053531392431447
18097322700,2027,15.376708993960776,NA,-0.3196335925913336
18097322700,2028,14.613567563703969,NA,-0.24163840526039035
18097330105,2024,15.452554002948077,NA,-0.2901191618501222
18097330105,2025,15.558120323599375,NA,-0.3377819763599112
18097330105,2026,16.026322876642737,NA,-0.3801228477342209
18097330105,2027,16.82449578555732,NA,-0.4778457323585774
18097330105,2028,17.974021454995775,NA,-0.5849704725792131
18097330106,2024,18.957976175723974,NA,-0.7110966451433106
18097330106,2025,19.931998378850384,NA,-0.8449138625638881
18097330106,2026,19.919401833202375,NA,-0.8289840641585096
18097330106,2027,20.866283067639586,NA,-0.9195266608584872
18097330106,2028,21.798318667382432,NA,-0.9756926519171906
18097330109,2024,2.3728366300595702,NA,1.2806663899125226
18097330109,2025,2.522116615133437,NA,1.1736852080760245
18097330109,2026,2.5207607265230827,NA,1.1770310458394437
18097330109,2027,2.6676994325654895,NA,1.0691894086279203
18097330109,2028,2.8135515091121435,NA,0.9639498984258486
18097330202,2024,6.839461486136086,NA,0.7442549683926809
18097330202,2025,6.162464943939289,NA,0.751602861218995
18097330202,2026,6.1618143838354795,NA,0.7572276480856969
18097330202,2027,5.483273753806262,NA,0.7615073378818684
18097330202,2028,4.8037488538305295,NA,0.760614697039727
18097330206,2024,1.929455712474177,NA,1.3339134379499678
18097330206,2025,2.0344798684272605,NA,1.230224539995118
18097330206,2026,2.034468218640908,NA,1.233099224538523
18097330206,2027,2.1394687432305504,NA,1.126913728351992
18097330206,2028,2.244457276793567,NA,1.0220933235707312
18097330208,2024,3.221763959841216,NA,1.178715961925334
18097330208,2025,3.406191225169678,NA,1.0711806528805565
18097330208,2026,3.332809312809767,NA,1.0834040939323661
18097330208,2027,3.409527416348851,NA,0.9881234717546046
18097330208,2028,3.431132948196358,NA,0.9008526148213983
18097330209,2024,6.215755689671937,NA,0.819157814203954
18097330209,2025,6.490536236402478,NA,0.7135644405646987
18097330209,2026,6.4939524427716036,NA,0.7189330502061261
18097330209,2027,6.774210916033259,NA,0.6204355088484241
18097330209,2028,7.057068147529868,NA,0.5303967573024891
18097330210,2024,5.727330793670179,NA,0.8778143392563225
18097330210,2025,5.529139477355491,NA,0.8250341582036164
18097330210,2026,5.779798807185732,NA,0.8012729855528732
18097330210,2027,5.984034771670757,NA,0.7067848658934358
18097330210,2028,6.379053811037089,NA,0.5996683710041669
18097330211,2024,15.375320774906305,NA,-0.28084397376574743
18097330211,2025,14.131159851779367,NA,-0.17233219781754436
18097330211,2026,15.8864616275372,NA,-0.36399723325153643
18097330211,2027,16.418193863119935,NA,-0.4334456197774447
18097330211,2028,18.68487804829265,NA,-0.6575975258401674
18097330600,2024,6.158212232957508,NA,0.8260683939839774
18097330600,2025,5.148612988205608,NA,0.8691545277602118
18097330600,2026,5.166230653974344,NA,0.8720156934924647
18097330600,2027,4.186663755843462,NA,0.9031990865647522
18097330600,2028,3.2210481241940943,NA,0.9223166370250421
18097330701,2024,12.877878916654248,NA,0.01908189431463015
18097330701,2025,15.456535331684428,NA,-0.32600364420042294
18097330701,2026,14.682777306893117,NA,-0.22521576634992369
18097330701,2027,16.45225032713277,NA,-0.4371672630992732
18097330701,2028,17.481768794261505,NA,-0.5346778248833033
18097330803,2024,26.91617466005979,NA,-1.6668224334669355
18097330803,2025,25.47358638725934,NA,-1.4874365721067113
18097330803,2026,25.607716440368876,NA,-1.4848309767094834
18097330803,2027,24.371127223596066,NA,-1.3025311865822715
18097330803,2028,23.23530760495527,NA,-1.1225074568843567
18097330804,2024,13.348087222178483,NA,-0.03738694148508046
18097330804,2025,12.618145069516173,NA,0.0030951988064796087
18097330804,2026,12.69907892002251,NA,0.003499161059743356
18097330804,2027,12.11124475338572,NA,0.037211826798822234
18097330804,2028,11.589408987194728,NA,0.06733492083209527
18097330805,2024,23.49155362068232,NA,-1.2555486195490027
18097330805,2025,23.097143223406277,NA,-1.2118984594941533
18097330805,2026,23.95207772837924,NA,-1.293940420798554
18097330805,2027,24.859010716781693,NA,-1.3558464204703329
18097330805,2028,26.407564247967077,NA,-1.446611719744048
18097330806,2024,10.475464329596695,NA,0.3075956301324899
18097330806,2025,8.770252431689297,NA,0.4492413937121245
18097330806,2026,8.803204784994428,NA,0.45268265381633066
18097330806,2027,7.159783392059844,NA,0.57830068152329694
18097330806,2028,5.5457138213935515,NA,0.6848093521570957
18097331000,2024,12.540261197756031,NA,0.059627497843008644
18097331000,2025,12.224148293476713,NA,0.04877738876861162
18097331000,2026,12.22629726502141,NA,0.058009575858629855
18097331000,2027,11.914263081278918,NA,0.05873771170110097
18097331000,2028,11.604181010029675,NA,0.0658256874658688
18097340102,2024,9.422342168556568,NA,0.434068475656794
18097340102,2025,7.2038885603321035,NA,0.6308543821239723
18097340102,2026,7.234227591132583,NA,0.6335813768160696
18097340102,2027,5.072324490761194,NA,0.8064153054220575
18097340102,2028,2.93719441141702,NA,0.9513175057101985
18097340109,2024,24.45246884555552,NA,-1.3709480359636281
18097340109,2025,25.828715616671552,NA,-1.528612241314445
18097340109,2026,26.027714926055182,NA,-1.5332556383423708
18097340109,2027,27.67745236111605,NA,-1.6638418283214564
18097340109,2028,29.479582078445247,NA,-1.7604747473878837
18097340110,2024,9.762928892176914,NA,0.39316631475124303
18097340110,2025,9.036994019180804,NA,0.4183138820886098
18097340110,2026,9.036942821249424,NA,0.4257333058969251
18097340110,2027,8.310892968313524,NA,0.45250901784550646
18097340110,2028,7.584776240295135,NA,0.47648168621656384
18097340112,2024,11.432231546282903,NA,0.1926943614333665
18097340112,2025,10.793725905639448,NA,0.21462856121760632
18097340112,2026,10.846164797009394,NA,0.21713502523455994
18097340112,2027,10.296679451413764,NA,0.23550501529779574
18097340112,2028,9.788570803777311,NA,0.2513236070097524
18097340201,2024,5.857156755020062,NA,0.8622231197736452
18097340201,2025,5.599618338730667,NA,0.8168624448052989
18097340201,2026,5.599618309750767,NA,0.8220472976480132
18097340201,2027,5.34207983656717,NA,0.776936814029998
18097340201,2028,5.08454133543009,NA,0.7319265893275572
18097340202,2024,6.701408311113722,NA,0.76083422056747
18097340202,2025,4.668526781952886,NA,0.9248184077865794
18097340202,2026,5.357417456433947,NA,0.8499723849251695
18097340202,2027,4.182740820064719,NA,0.903627779565218
18097340202,2028,3.569254361148713,NA,0.886740976398739
18097340300,2024,0,NA,1.5656280132360108
18097340300,2025,0,NA,1.4661135154275444
18097340300,2026,0,NA,1.4676677728740324
18097340300,2027,0,NA,1.3607119159002925
18097340300,2028,0,NA,1.2514058455628372
18097340301,2024,16.836522979209814,NA,-0.45632447118698527
18097340301,2025,15.945686610755152,NA,-0.3827185794731183
18097340301,2026,17.2899351505125,NA,-0.5258138415893961
18097340301,2027,17.866035714168927,NA,-0.5916637763655606
18097340301,2028,19.674894087843537,NA,-0.7587458422680817
18097340302,2024,3.798243767664516,NA,1.1094846377922367
18097340302,2025,4.539847314442282,NA,0.9397382249945677
18097340302,2026,3.824055307571331,NA,1.0267647919216267
18097340302,2027,3.837937579032356,NA,0.9413074012326139
18097340302,2028,3.147758300899214,NA,0.9298045381715118
18097340400,2024,9.284560351303243,NA,0.4506151395996808
18097340400,2025,8.386759916073169,NA,0.49370566096713697
18097340400,2026,8.386759900752613,NA,0.5006975950492826
18097340400,2027,7.488959434883154,NA,0.5423287784796459
18097340400,2028,6.591158953694869,NA,0.5779979361541725
18097340500,2024,6.940541202651273,NA,0.7321159784013966
18097340500,2025,5.735435607280685,NA,0.8011150310208307
18097340500,2026,5.718826770660169,NA,0.8083028924178794
18097340500,2027,4.4860089243123165,NA,0.8704870602447597
18097340500,2028,3.240262751062968,NA,0.9203535100847363
18097340600,2024,17.024591382844307,NA,-0.4789102138869353
18097340600,2025,17.717055039824064,NA,-0.5881009429611512
18097340600,2026,17.61331130943863,NA,-0.5630982166760162
18097340600,2027,18.05252536133419,NA,-0.6120431072820404
18097340600,2028,18.3220475104754,NA,-0.6205277243594783
18097340700,2024,7.058521758142041,NA,0.7179473120097234
18097340700,2025,6.432691741415336,NA,0.7202712548559951
18097340700,2026,6.381235870040352,NA,0.7319289587175828
18097340700,2027,5.663557880183962,NA,0.741806137701122
18097340700,2028,4.903108915279314,NA,0.7504632423822066
18097340800,2024,6.050547502498442,NA,0.838998199592015
18097340800,2025,5.44517721486511,NA,0.8347692125441418
18097340800,2026,5.44518522385395,NA,0.8398530045358745
18097340800,2027,4.839830925195209,NA,0.8318218809646812
18097340800,2028,4.234484606627251,NA,0.8187754923267774
18097340901,2024,2.7352006879256963,NA,1.2371489185217404
18097340901,2025,2.7993231440887616,NA,1.14154433260548
18097340901,2026,2.7990071262937763,NA,1.1449500069341545
18097340901,2027,2.8625587398618157,NA,1.0478954528190556
18097340901,2028,2.9258436793520524,NA,0.9524771914049036
18097340904,2024,8.65729666073604,NA,0.5259452644180189
18097340904,2025,9.004344692060666,NA,0.42209942769289305
18097340904,2026,9.010941527384468,NA,0.42873118303300645
18097340904,2027,9.370416417438426,NA,0.3367257595697711
18097340904,2028,9.735810464624793,NA,0.2567140444029324
18097341000,2024,6.819106965869835,NA,0.7466994085465299
18097341000,2025,5.097623010323698,NA,0.8750665909988538
18097341000,2026,6.3003236048966516,NA,0.7412579186902161
18097341000,2027,6.2513862036552155,NA,0.6775690708816209
18097341000,2028,6.136531738628368,NA,0.6244464537227853
18097341100,2024,18.700054227869405,NA,-0.6801219644508818
18097341100,2025,14.737052947422097,NA,-0.24258283227736366
18097341100,2026,16.67497159698848,NA,-0.4549102478602498
18097341100,2027,15.142251447837545,NA,-0.2940123959676041
18097341100,2028,15.18018085652137,NA,-0.2995283568819378
18097341200,2024,25.97461868965471,NA,-1.5537479325183314
18097341200,2025,24.810164032210444,NA,-1.410515673532066
18097341200,2026,24.885565429501515,NA,-1.4015689661525732
18097341200,2027,23.857854177118668,NA,-1.2464414173984464
18097341200,2028,22.89410645466354,NA,-1.08764749448321
18097341600,2024,12.60976720619461,NA,0.0512802965462653
18097341600,2025,11.066394632990846,NA,0.18301382384637502
18097341600,2026,11.063033675963403,NA,0.1921306444094937
18097341600,2027,9.512678368487036,NA,0.32117957016294324
18097341600,2028,7.958681043344273,NA,0.43828044520446074
18097341700,2024,17.20159107689907,NA,-0.5001666794634718
18097341700,2025,16.417782203850273,NA,-0.4374559831159765
18097341700,2026,16.607798841836075,NA,-0.4471654153190355
18097341700,2027,16.06512434119701,NA,-0.3948626703581974
18097341700,2028,15.67510029135449,NA,-0.35009346451750134
18097341701,2024,26.701897238202505,NA,-1.6410891650233803
18097341701,2025,24.09555275049129,NA,-1.327659644483474
18097341701,2026,25.959469762471414,NA,-1.5253871600805389
18097341701,2027,25.65982893106515,NA,-1.4433587282091342
18097341701,2028,26.886505560479964,NA,-1.495544368805401
18097341903,2024,24.85981985867729,NA,-1.4198681362735823
18097341903,2025,27.308921957282923,NA,-1.7002356437054045
18097341903,2026,27.19340879999785,NA,-1.6676569120064006
18097341903,2027,29.371320504617103,NA,-1.8489453981442923
18097341903,2028,31.3795898683576,NA,-1.9545954297525234
18097341904,2024,7.054521746892728,NA,0.718427686294441
18097341904,2025,7.563614382669877,NA,0.5891457582222566
18097341904,2026,7.458733904355711,NA,0.6076964209822122
18097341904,2027,7.687813288105766,NA,0.520598304212356
18097341904,2028,7.694702666061908,NA,0.4652506834317087
18097342000,2024,6.840464471496689,NA,0.7441345166376353
18097342000,2025,6.945926715406809,NA,0.6607639212864935
18097342000,2026,6.9201390071124385,NA,0.6697949202508147
18097342000,2027,6.982351053709521,NA,0.5976902422495376
18097342000,2028,7.0244129247670015,NA,0.533733087900265
18097342101,2024,6.946837396416548,NA,0.731359848133774
18097342101,2025,4.912426914035356,NA,0.8965392622626461
18097342101,2026,6.093588145073832,NA,0.7650939443679768
18097342101,2027,5.427104298707918,NA,0.7676454583097178
18097342101,2028,5.784547654459327,NA,0.6604080908082517
18097342200,2024,9.552081304374726,NA,0.4184876833329666
18097342200,2025,10.657041369478796,NA,0.2304765308597525
18097342200,2026,10.075584731117855,NA,0.30598077164450327
18097342200,2027,10.407208558938471,NA,0.22342654717697263
18097342200,2028,10.28593543994726,NA,0.20050867716054113
18097342300,2024,3.1601643922642513,NA,1.1861136531740213
18097342300,2025,2.382688392403762,NA,1.189851296085287
18097342300,2026,2.3972929898445527,NA,1.1912665337638022
18097342300,2027,1.65504436452954,NA,1.179850954989616
18097342300,2028,0.9358984536549552,NA,1.1557866342037657
18097342400,2024,15.350347942610734,NA,-0.2778449055872726
18097342400,2025,15.978146145946264,NA,-0.3864821195395842
18097342400,2026,15.988713770103145,NA,-0.37578662196064694
18097342400,2027,16.636671796997643,NA,-0.4573205864585546
18097342400,2028,17.29431205804926,NA,-0.5155256773286621
18097342500,2024,4.074685032760835,NA,1.076285912411186
18097342500,2025,2.8981736215731004,NA,1.1300830553440773
18097342500,2026,2.895085567953881,NA,1.1338724288328834
18097342500,2027,1.7130962274489228,NA,1.1735071276365412
18097342500,2028,0.5285591602272343,NA,1.1974038223089616
18097342600,2024,25.007513781385743,NA,-1.4376051770107516
18097342600,2025,25.08007899129101,NA,-1.4418111236072833
18097342600,2026,25.021920266955306,NA,-1.4172903010876683
18097342600,2027,24.994735157308792,NA,-1.370678199762106
18097342600,2028,24.92123913010202,NA,-1.2947563180833115
18097350100,2024,18.973880894387488,NA,-0.7130066942345303
18097350100,2025,18.04459132258336,NA,-0.6260773315979006
18097350100,2026,18.083674573989104,NA,-0.6173297977570231
18097350100,2027,17.255624287693013,NA,-0.5249588592592009
18097350100,2028,16.50335104404417,NA,-0.43471448667055484
18097350300,2024,21.091039628566957,NA,-0.9672631323232059
18097350300,2025,19.62457236885427,NA,-0.8092691714343946
18097350300,2026,19.62325556019113,NA,-0.7948392194670426
18097350300,2027,18.15472764450541,NA,-0.6232116315450539
18097350300,2028,16.685206578234762,NA,-0.45329436859329814
18097350400,2024,13.344579334675942,NA,-0.03696566793236422
18097350400,2025,12.491594357013804,NA,0.017768196252015412
18097350400,2026,12.480601750598424,NA,0.02868897331962428
