GEOID,NAME,year,housing_pressure_forecast,housing_pressure_delta,housing_pressure_delta_zscore
18097320600,NA,2028,6.8254504466586425,-0.06222291091525034,-0.5295182313513965
18097320700,NA,2024,16.95476050155221,-0.5328790474062146,-0.016207826018672433
18097320700,NA,2025,17.489741705423942,0.031553450951002926,0.31015133892380803
18097320700,NA,2026,17.72619094055606,0.013519309725356754,0.1914488723390052
18097320700,NA,2027,17.82035161178238,0.005311951763471656,0.14115669770974504
18097320700,NA,2028,17.847985897237795,0.0015507149385953767,0.16340554219405076
18097320800,NA,2024,1.2693080151183744,-0.9433042419913793,-1.6120035038336695
18097320800,NA,2025,1.3347245139964894,0.051537135272886614,0.47127289753171514
18097320800,NA,2026,1.3948941473986864,0.045080189036188933,0.4648523247155857
18097320800,NA,2027,1.458735362612856,0.04576778484104049,0.5432374363677344
18097320800,NA,2028,1.5253913120223566,0.04569433984935256,0.643042174761213
18097320901,NA,2024,18.80002522407181,-0.6799817928524665,-0.5881657089042902
18097320901,NA,2025,18.575446050302435,-0.011945684704817272,-0.04056719836250804
18097320901,NA,2026,19.01142293102165,0.02347060089639763,0.2776542449768128
18097320901,NA,2027,19.21243348936309,0.010573146422062196,0.19344643873407394
18097320901,NA,2028,19.50443804632637,0.01519872831960356,0.31169620007573157
18097320902,NA,2024,36.70221241397456,-0.4076716850233367,0.47061747212893495
18097320902,NA,2025,36.155065676487496,-0.0149077317551225,-0.06444916275545567
18097320902,NA,2026,35.72775105403999,-0.011818941950516137,-0.0280496218931462
18097320902,NA,2027,35.34505931888817,-0.010711330096679794,-0.018094824652973365
18097320902,NA,2028,34.980485911222424,-0.010314692200019016,0.03448355322036007
18097320903,NA,2024,37.38832741212661,-0.34950389705730944,0.6967826926097752
18097320903,NA,2025,37.48467195828645,0.00257686162576487,0.0765230869947606
18097320903,NA,2026,37.590418445012794,0.0028210594144726375,0.09877279254484503
18097320903,NA,2027,37.69606118557973,0.002810363516476233,0.11629401725915352
18097320903,NA,2028,37.80201847842517,0.002810831941401082,0.17709717438529543
18097321001,NA,2024,9.343826983800655,-0.7420291245776776,-0.8294151865030618
18097321001,NA,2025,9.476628312546795,0.01421273413734836,0.17033911634307217
18097321001,NA,2026,9.763422487999094,0.030263313701202277,0.33649769840362503
18097321001,NA,2027,10.022557778924618,0.02654143987357349,0.35215144460506004
18097321001,NA,2028,10.297156810681397,0.027398099149321453,0.4442468267184948
18097321002,NA,2024,9.520443322178131,-0.8392785374643047,-1.2075357180931934
18097321002,NA,2025,9.094196055957736,-0.04477178759390754,-0.3052327512866947
18097321002,NA,2026,8.696019574796747,-0.04378358226620138,-0.304950747815976
18097321002,NA,2027,8.31465274120241,-0.043855332927220325,-0.34750505122362035
18097321002,NA,2028,7.950054170833365,-0.04385012600253457,-0.32989120243768516
18097321100,NA,2024,7.791903946595768,-0.7929579808475982,-1.0274343378218442
18097321100,NA,2025,7.006192298795099,-0.10083692678782841,-0.757266643785768
18097321100,NA,2026,6.940680943723099,-0.009350493431826923,-0.006666112885782858
18097321100,NA,2027,6.583484681521293,-0.051464152451041745,-0.4231272678910542
18097321100,NA,2028,6.367483526809673,-0.032809547703194,-0.20993128052834126
18097321200,NA,2024,7.819789937435519,-0.7720145750634997,-0.9460031857631349
18097321200,NA,2025,8.633753465413106,0.10409020376377587,0.8949901745108992
18097321200,NA,2026,9.553887944139662,0.10657409693392594,0.9975575942293665
18097321200,NA,2027,10.575309765004434,0.10691163920247893,1.150931414116396
18097321200,NA,2028,11.706418015962162,0.10695745808796686,1.3086883647136016
18097321300,NA,2024,9.365645298685836,-0.6090214740389881,-0.312261179764996
18097321300,NA,2025,8.797128165009498,-0.06070239855828308,-0.43367577644725497
18097321300,NA,2026,8.354122318397216,-0.0503580075568677,-0.36190323491740967
18097321300,NA,2027,7.921211640512452,-0.051820007103728916,-0.4266640212025729
18097321300,NA,2028,7.51236238790117,-0.051614484142836536,-0.41425379386484196
18097321400,NA,2024,14.101817854653165,-0.4884634699782676,0.15648670497573922
18097321400,NA,2025,14.59579798551566,0.035029535621146746,0.33817781146437464
18097321400,NA,2026,15.148082282616908,0.03783858187468181,0.4021202195922822
18097321400,NA,2027,15.713188812099526,0.03730548322483718,0.45913266764215116
18097321400,NA,2028,16.30096455853129,0.03740652221903962,0.5529920044915446
18097321600,NA,2024,25.340568055192676,-0.6176543503710896,-0.3458271180154568
18097321600,NA,2025,25.016882675345578,-0.012773406623801775,-0.04724083489181746
18097321600,NA,2026,24.597158439172446,-0.01677763938937027,-0.071005490952482625
18097321600,NA,2027,24.204029238912888,-0.015982707971400334,-0.07048577419908979
18097321600,NA,2028,23.813356156774308,-0.01614082838366815,-0.02881954763854119
18097321700,NA,2024,25.177617307669472,-0.6731637941046662,-0.5616562911671924
18097321700,NA,2025,27.262792665070815,0.08281861352965159,0.7234846744546525
18097321700,NA,2026,29.869550726154735,0.09561595883108875,0.9026301760345646
18097321700,NA,2027,32.633377630515405,0.09252991214027784,1.0079949077970232
18097321700,NA,2028,35.67709274896793,0.09326999959717175,1.1599691212849093
18097321800,NA,2024,9.741577836210524,-0.7948364667828389,-1.034738177293306
18097321800,NA,2025,10.10381522667261,0.037184673422780534,0.3555539447149285
18097321800,NA,2026,10.478426151500887,0.03707618522549372,0.3955157814232601
18097321800,NA,2027,10.866879709195826,0.03707174647017952,0.4568096145787258
18097321800,NA,2028,11.26973194505927,0.03707156485062946,0.5493525701550441
18097321900,NA,2024,14.248836724954373,-0.774748928419883,-0.9566347681447811
18097321900,NA,2025,14.689129233643534,0.030900242397897904,0.3048847435114173
18097321900,NA,2026,15.148451248876396,0.031269519651365485,0.3452141913082464
18097321900,NA,2027,15.621257424031665,0.031211519077921412,0.3985662321209959
18097321900,NA,2028,16.108962880862336,0.031220627353620634,0.4857799939540718
18097322000,NA,2024,16.474071692502594,-0.6074969496081597,-0.3063335965426787
18097322000,NA,2025,16.744668382089603,0.01642561078025162,0.18818077796906
18097322000,NA,2026,18.599822914752156,0.11079075980070519,1.0340854163452067
18097322000,NA,2027,17.37005421314113,-0.06611722634389461,-0.568760624721249
18097322000,NA,2028,15.666833486825604,-0.09805500347989549,-0.9188470245867968
18097322100,NA,2024,3.422529942697821,-0.8374298277218535,-1.2003476529951917
18097322100,NA,2025,2.813951692663139,-0.1778153179735129,-1.377916878606809
18097322100,NA,2026,2.3238287332230803,-0.17417603888437894,-1.4345057089490676
18097322100,NA,2027,1.9202187401319977,-0.17368319244907848,-1.6378327415432137
18097322100,NA,2028,1.5868369034872267,-0.17361659360842085,-1.7398513420603794
18097322200,NA,2024,6.705710624878564,-0.7402867630999413,-0.8226406196586137
18097322200,NA,2025,6.076099155399176,-0.09389183409488233,-0.7012707552729345
18097322200,NA,2026,5.526678705375866,-0.09042321989349034,-0.70897744869807
18097322200,NA,2027,5.022658076138863,-0.09119774390842295,-0.8180298217968526
18097322200,NA,2028,4.565470071264046,-0.0910251101994739,-0.8424646625323776
18097322300,NA,2024,2.4086910878299657,-0.7069425843140209,-0.6929933731228726
18097322300,NA,2025,2.077639609461497,-0.1374404048909066,-1.0523878710551566
18097322300,NA,2026,1.8254608288306984,-0.12137753799185635,-0.977126423595341
18097322300,NA,2027,1.6160611933116205,-0.11471056086873643,-1.0517180217952564
18097322300,NA,2028,1.4351196576586227,-0.11196453228495251,-1.06997914321414
18097322400,NA,2024,24.962817315031035,-0.5249012188429577,0.01481118672118185
18097322400,NA,2025,25.977111019363218,0.040632180716294375,0.38335000771792527
18097322400,NA,2026,26.75078618064467,0.029782956261177773,0.33233649043523994
18097322400,NA,2027,27.6208339539374,0.03252419451964528,0.41161259579899856
18097322400,NA,2028,28.49995448957873,0.03182816771960684,0.49238114227116964
18097322500,NA,2024,40.974268281416514,-0.2338462216585928,1.1464773530312709
18097322500,NA,2025,41.1351363367414,0.003926075121586603,0.08740133035770066
18097322500,NA,2026,41.32360450700787,0.004581683374612622,0.11402460680193349
18097322500,NA,2027,41.52054180192688,0.004765733707610353,0.1357279685831456
18097322500,NA,2028,41.72056232124037,0.0048173870241792205,0.19889912936542897
18097322600,NA,2024,17.5687747542363,0.23085548892539065,2.9533083931497845
18097322600,NA,2025,15.715345135077245,-0.10549566746036998,-0.7948284640296935
18097322600,NA,2026,14.057444378394951,-0.1054956631516667,-0.8395459915434904
18097322600,NA,2027,12.57444496555462,-0.10549566286170542,-0.9601333795949352
18097322600,NA,2028,11.24789555904078,-0.10549566284219136,-0.99969251038063
18097322601,NA,2024,37.99534039068283,-0.2308710221886049,1.1580453817914034
18097322601,NA,2025,43.266484144820346,0.13873132073400507,1.174289560362889
18097322601,NA,2026,38.65502332123602,-0.10658274908931753,-0.8489631261377651
18097322601,NA,2027,43.54972484190975,0.12662523781183976,1.3468601019587885
18097322601,NA,2028,39.30764744698717,-0.09740767387903793,-0.9118135516777629
18097322602,NA,2024,22.764708912475875,-0.2526044363072679,1.0735425569836314
18097322602,NA,2025,21.16117246464516,-0.0704395761876806,-0.5121832834124516
18097322602,NA,2026,23.043750869756177,0.08896380426256245,0.8450043409979116
18097322602,NA,2027,21.573287610044588,-0.06381180164733957,-0.545847566346357
18097322602,NA,2028,23.333653819926763,0.0815993483099231,1.0331632258787646
18097322700,NA,2024,3.903442243187832,-0.838657720614903,-1.2051218876118766
18097322700,NA,2025,3.2690472286275876,-0.1625219421825368,-1.25461166100386
18097322700,NA,2026,2.667621671046183,-0.18397579340996406,-1.5193983601756265
18097322700,NA,2027,2.203238603967232,-0.17408130700064006,-1.64178950576694
18097322700,NA,2028,1.8095388414415856,-0.17869138722276212,-1.7949908310596807
18097330103,NA,2024,15.11346402953724,-0.5749972195720736,-0.17996969538363652
18097330103,NA,2025,15.326509975483637,0.014096433850639745,0.16940142721832363
18097330103,NA,2026,15.593961461434704,0.017450253604955446,0.22550158732188613
18097330103,NA,2027,15.8615864106506,0.017162088663471353,0.2589323418007827
18097330103,NA,2028,16.134196445687564,0.0171868076735322,0.33329740950342096
18097330105,NA,2024,22.59758390690712,-0.2911451325552311,0.9236904589547951
18097330105,NA,2025,22.54806502659765,-0.0021913351672224746,0.0380787597795813
18097330105,NA,2026,22.48912806421695,-0.002613836810882897,0.05169174081981725
18097330105,NA,2027,22.431344327475948,-0.0025694076078005557,0.06282577342611556
18097330105,NA,2028,22.37360423811492,-0.0025740806488492307,0.11858812926999993
18097330106,NA,2024,38.529205592313275,-0.27256169508801587,0.9959456946966003
18097330106,NA,2025,38.73214324612926,0.00526711232936683,0.09821365112840721
18097330106,NA,2026,38.10805836140415,-0.01611284149083292,-0.06524652464477189
18097330106,NA,2027,37.98737674136241,-0.003166826787584731,0.05688816871444152
18097330106,NA,2028,37.567264589495245,-0.011059256729610611,0.026393587241711116
18097330108,NA,2025,3.7584959857890823,0.43607191222417674,3.571644260658594
18097330108,NA,2026,5.3977772675616444,0.43615352736059965,3.85261601080628
18097330108,NA,2027,7.751966433978644,0.4361404796312509,4.42305721840521
18097330108,NA,2028,11.132928962170132,0.4361425655007942,4.885404973962261
18097330109,NA,2024,1.8639427304571383,-0.9207824339555717,-1.5244352833776926
18097330109,NA,2025,2.075567609667092,0.11353614880541518,0.9711495735045528
18097330109,NA,2026,2.329881990222025,0.12252763021086244,1.1357587841443155
18097330109,NA,2027,2.611951426923321,0.12106597582413015,1.2916079418530821
18097330109,NA,2028,2.928788067859604,0.12130265428001952,1.4645541688694976
18097330202,NA,2024,22.15697925281969,-0.10990927054918986,1.6283630986221502
18097330202,NA,2025,21.493753455337963,-0.029933042312043634,-0.1855930627743275
18097330202,NA,2026,21.541591907141303,0.0022256909153974824,0.09361527454668382
18097330202,NA,2027,21.11858891967478,-0.019636570467491343,-0.10680062967533462
18097330202,NA,2028,21.01500560665143,-0.004904840631982155,0.0932635694520827
18097330203,NA,2025,2.4752197751429335,0.10796041204999085,0.9261943299192857
18097330203,NA,2026,2.740178943119087,0.10704470392365595,1.0016343366558862
18097330203,NA,2027,3.0330066481504754,0.10686444612192703,1.1504623735048365
18097330203,NA,2028,3.3570195580744664,0.10682894814014787,1.3072920571211033
18097330204,NA,2024,0.6483599546439915,-0.978388001511867,-1.748414505260819
18097330204,NA,2025,0.5233408546494066,-0.1928235991429048,-1.4989234765438098
18097330204,NA,2026,0.42413798982988565,-0.18955689000427522,-1.567745906576469
18097330204,NA,2027,0.34387071503706146,-0.1892480200253177,-1.7925277976786043
18097330204,NA,2028,0.2788038853665213,-0.1892188744933614,-1.909375831251032
18097330206,NA,2024,1.3921963254353105,-0.9542564064499827,-1.6545871876238996
18097330206,NA,2025,1.2871048660879298,-0.0754860916002782,-0.5528715977252502
18097330206,NA,2026,1.223044704938809,-0.049770739616444404,-0.35681588989129354
18097330206,NA,2027,1.181634451854454,-0.033858331520618346,-0.24814727252643187
18097330206,NA,2028,1.1531606383111963,-0.02409697305166658,-0.11526596984538699
18097330208,NA,2024,8.651982116474603,-0.8222410946978854,-1.1412915452539683
18097330208,NA,2025,8.35273649752853,-0.03458694376821081,-0.22311586608463232
18097330208,NA,2026,8.060371845490547,-0.03500225969351367,-0.22888050008427832
18097330208,NA,2027,7.777747313164913,-0.03506346081089928,-0.26012476102074755
18097330208,NA,2028,7.50496241573498,-0.03507248132993568,-0.23451888217291944
18097330209,NA,2024,22.091650503884686,-0.6491799700736022,-0.4684035298084947
18097330209,NA,2025,26.27770420675104,0.1894857834243875,1.5835052987253158
18097330209,NA,2026,31.25963436482634,0.1895877249731499,1.716682441059583
18097330209,NA,2027,37.18701152905537,0.1896176102078333,1.9729260532948298
18097330209,NA,2028,44.238649574940254,0.18962637103482272,2.206916344495013
18097330210,NA,2024,9.986818628080432,-0.8474802189112887,-1.2394251049451417
18097330210,NA,2025,10.180888267945518,0.019432578791349187,0.21242492458528764
18097330210,NA,2026,9.785601370532548,-0.0388263663257683,-0.2620077125810402
18097330210,NA,2027,9.54315413956442,-0.02477591532577772,-0.15787933501000934
