GEOID,year,vacancy_rate_forecast,NAME,vacancy_delta,vacancy_delta_zscore
18097320205,2026,14.86963655067955,NA,-0.17374965557480637,2.6117579018764103
18097320205,2027,15.197843106924743,NA,0.022072264855067747,-0.6172493546167654
18097320205,2028,12.588066251541852,NA,-0.17172021299481455,0.4495827238086737
18097320206,2024,33.7754912664775,NA,0.15384044750121117,NA
18097320206,2025,37.72462034415466,NA,0.11692292042534125,-1.2838741594862257
18097320206,2026,37.8510136272151,NA,0.003350418954713996,0.12929868077755513
18097320206,2027,41.96644014545972,NA,0.10872698308099205,-1.2214583254960594
18097320206,2028,46.18095409945105,NA,0.1004258149936812,-0.9669705757646291
18097320301,2024,2.4178125435507933,NA,-0.11703345765327755,NA
18097320301,2025,2.2266290782700695,NA,-0.07907290653722565,0.1590489049788699
18097320301,2026,2.239839585872836,NA,0.0059329628502966525,0.09309847067310889
18097320301,2027,2.0791266637928154,NA,-0.07175197862100147,0.03694987140119475
18097320301,2028,1.9369151131834168,NA,-0.06839965697422745,-0.08821338376816688
18097320303,2024,4.743290186202634,NA,-0.3579507205473429,NA
18097320303,2025,2.925434989338015,NA,-0.3832477300571717,2.3983867280762747
18097320303,2026,3.032016663986663,NA,0.03643276129433515,-0.33442538040488273
18097320303,2027,1.46855318801999,NA,-0.5156513466884924,3.1320840527248444
18097320303,2028,0.06884789038484011,NA,-0.9531185584924807,4.516856506112892
18097320400,2024,4.612722770304757,NA,-0.5117417258099183,NA
18097320400,2025,4.485031565051422,NA,-0.0276823931573279,-0.21928852291299486
18097320400,2026,4.481378432230571,NA,-8.145166355834066e-4,0.18767969946929577
18097320400,2027,4.347602049309366,NA,-0.02985161484222587,-0.2552047417179343
18097320400,2028,4.210985463416879,NA,-0.031423433962680325,-0.2806791386421625
18097320500,2024,8.329823697259409,NA,0.04022838331375489,NA
18097320500,2025,8.543513590605196,NA,0.025653591373859808,-0.6119485271522831
18097320500,2026,8.529898391245682,NA,-0.0015936299761359907,0.19860074002602068
18097320500,2027,8.711229814884598,NA,0.02125833337299987,-0.6115741333107043
18097320500,2028,8.871886515586892,NA,0.018442482188655518,-0.5402373198969941
18097320600,2024,9.477109130289646,NA,0.018342198056594983,NA
18097320600,2025,9.458140491018728,NA,-0.002001521667645778,-0.40835133288345227
18097320600,2026,9.442336254850384,NA,-0.0016709665270199237,0.19968478719189467
18097320600,2027,9.387808455097618,NA,-0.005774820794457014,-0.42308267440877095
18097320600,2028,9.312538151710587,NA,-0.008017878053973138,-0.4025079145235732
18097320700,2024,11.140941418548344,NA,0.2812082631330597,NA
18097320700,2025,12.730250033186218,NA,0.1426547860660916,-1.473312388861624
18097320700,2026,12.545151930450931,NA,-0.01454002099352003,0.3800737735435715
18097320700,2027,13.64418694615091,NA,0.08760635357729574,-1.0741925553451452
18097320700,2028,14.36014950069383,NA,0.05247381594583733,-0.7173745666866259
18097320800,2024,8.22552594353867,NA,0.0471094526124729,NA
18097320800,2025,8.253898316689282,NA,0.003449308086238334,-0.4484803912120979
18097320800,2026,8.225191029371212,NA,-0.0034780277411492477,0.22501484866150565
18097320800,2027,8.188913334001299,NA,-0.004410559613797327,-0.4325951263658342
18097320800,2028,8.114869196029971,NA,-0.009041997997938034,-0.39717724518952136
18097320901,2024,3.924535818671946,NA,0.21570391164607994,NA
18097320901,2025,3.5497521301300488,NA,-0.09549758388209162,0.27996752929137014
18097320901,2026,3.719347225130363,NA,0.04777660207900247,-0.49343503770392955
18097320901,2027,3.603195471366305,NA,-0.03122906970859307,-0.2456002954248828
18097320901,2028,3.6143460065339936,NA,0.0030946239959221966,-0.46034984432002707
18097320902,2024,13.351838439818168,NA,0.046411524236912305,NA
18097320902,2025,12.214311768301013,NA,-0.08519625792690821,0.20412907371983424
18097320902,2026,12.510861763027457,NA,0.024278895147908486,-0.16406138046106072
18097320902,2027,11.813910096608694,NA,-0.05570772658350509,-0.07492033267505076
18097320902,2028,11.33943183464733,NA,-0.040162677562407434,-0.2351903088088951
18097320903,2024,15.569659434588228,NA,-0.06777151906688528,NA
18097320903,2025,16.554622667469665,NA,0.06326170697692501,-0.8888198169940641
18097320903,2026,16.080596238547397,NA,-0.028634082361402635,0.5776340100278382
18097320903,2027,16.435952582653755,NA,0.02209845573104552,-0.6174319732040153
18097320903,2028,16.42179981434853,NA,-8.610859780746605e-4,-0.43975989098785073
18097321001,2024,3.03818908602587,NA,-0.5963049904085166,NA
18097321001,2025,2.070588728655581,NA,-0.31847930789454815,1.9215610137955779
18097321001,2026,2.0687146291686,NA,-9.051046502113191e-4,0.18894949595487892
18097321001,2027,1.0975875771527497,NA,-0.46943500003484695,2.8098358033381676
18097321001,2028,0.12478174984869383,NA,-0.8863127166832646,4.1691239437636165
18097321002,2024,8.45519347290842,NA,-0.036015029874452265,NA
18097321002,2025,8.036623260886739,NA,-0.049504510259030354,-0.05863389791672658
18097321002,2026,8.034799028626058,NA,-2.269898938226378e-4,0.17944417962775516
18097321002,2027,7.612483122501234,NA,-0.05256085492869367,-0.09686222023719857
18097321002,2028,7.188240572303717,NA,-0.05572985100532135,-0.1541612705804857
18097321100,2024,10.030566289280411,NA,-0.032684469344107514,NA
18097321100,2025,10.52542104764741,NA,0.049334678032669554,-0.7862889029711996
18097321100,2026,10.28849188160533,NA,-0.02251018415030881,0.4917936871279932
18097321100,2027,10.511468574071564,NA,0.02167243703276789,-0.6144615138391766
18097321100,2028,10.52730976505038,NA,0.0015070387993063594,-0.45208626955745523
18097321200,2024,9.824230602313106,NA,0.08166275007193535,NA
18097321200,2025,10.506497220739709,NA,0.06944733343962461,-0.9343584553901741
18097321200,2026,10.504869670638785,NA,-1.5490891652369942e-4,0.1784338012457193
18097321200,2027,11.183747489406583,NA,0.0646250586682926,-0.9139531035216408
18097321200,2028,11.860853075516951,NA,0.06054371191335761,-0.759379360379545
18097321400,2024,3.198547460825911,NA,Inf,NA
18097321400,2025,2.9701817022134565,NA,-0.0713967078523472,0.10253666029754215
18097321400,2026,2.9706092479696964,NA,1.4394599358058535e-4,0.17424467185472411
18097321400,2027,2.743181505869361,NA,-0.07655929242655324,0.07046936331822334
18097321400,2028,2.5162803183135156,NA,-0.08271460968600275,-0.013702307317849228
18097321600,2024,9.916324518005716,NA,0.05001081388237938,NA
18097321600,2025,9.239557115605637,NA,-0.0682478070550463,0.07935442392775564
18097321600,2026,9.424703287162208,NA,0.020038424920157505,-0.10462157250705052
18097321600,2027,9.028732147341948,NA,-0.04201417569926358,-0.17040003022457864
18097321600,2028,8.771671773953393,NA,-0.028471369976817096,-0.2960449920798722
18097321700,2024,2.5136275372291106,NA,-0.7627488394685505,NA
18097321700,2025,2.12150144546698,NA,-0.15600007795681192,0.725387442107933
18097321700,2026,2.119075280779292,NA,-0.001143607369616495,0.19229265250982347
18097321700,2027,1.722520566222256,NA,-0.18713573706131026,0.8414750417634392
18097321700,2028,1.3238893972348162,NA,-0.23142316951355613,0.760343901092804
18097321800,2024,7.933059908269012,NA,0.3943519415239889,NA
18097321800,2025,6.936735948325691,NA,-0.12559138232459377,0.5015183477092717
18097321800,2026,7.718093901443066,NA,0.11264057893193535,-1.402650789777854
18097321800,2027,7.7191822535421295,NA,1.410130678587418e-4,-0.4643314368884271
18097321800,2028,8.345315686848902,NA,0.08111395906210883,-0.8664500080277026
18097321900,2024,3.7116710017366703,NA,-0.21374435946544867,NA
18097321900,2025,2.7211014255628747,NA,-0.26687968187652233,1.541684096755897
18097321900,2026,2.7206081865993887,NA,-1.8126445374377909e-4,0.17880323387624084
18097321900,2027,1.7290916871441748,NA,-0.36444663525568344,2.0777935887165446
18097321900,2028,0.7371183313386046,NA,-0.5736962147125617,2.5419168864319444
18097322000,2024,18.596904482681627,NA,0.023917284821330487,NA
18097322000,2025,19.148364684810343,NA,0.02965333303949924,-0.641394661749605
18097322000,2026,19.157552169268044,NA,4.798051744330234e-4,0.16953684368066615
18097322000,2027,19.72955054304241,NA,0.029857591863533983,-0.6715333511036051
18097322000,2028,20.313408932327818,NA,0.029593091237007485,-0.5982776012725599
18097322100,2024,16.40580547590922,NA,0.15479825557698668,NA
18097322100,2025,17.198507168449307,NA,0.04831836472181239,-0.7788067951136748
18097322100,2026,17.355452927409505,NA,0.009125545457114859,0.04834718441605764
18097322100,2027,18.409505842690752,NA,0.06073324157484694,-0.8868170069648378
18097322100,2028,19.58555299022819,NA,0.06388260269378021,-0.7767586945071864
18097322300,2024,10.663102592876417,NA,0.01921488950243755,NA
18097322300,2025,14.845070212609194,NA,0.39219050771644826,-3.3103966459974123
18097322300,2026,13.170734550856263,NA,-0.11278731846823964,1.7572324800663388
18097322300,2027,13.867262945112818,NA,0.05288455184994012,-0.8320912073947215
18097322300,2028,14.372185264074725,NA,0.03641110152453364,-0.6337661771694977
18097322400,2024,9.324792600085768,NA,-0.071665092258128,NA
18097322400,2025,7.806349479509168,NA,-0.1628393451413207,0.7757381894554863
18097322400,2026,7.972388220929382,NA,0.021269703829689846,-0.1218807390592566
18097322400,2027,6.682457181177561,NA,-0.16179982760566658,0.6648177968737349
18097322400,2028,5.519597612585098,NA,-0.174016763155308,0.46153654775946873
18097322500,2024,19.887383126058147,NA,0.004836200053464301,NA
18097322500,2025,19.477720708307334,NA,-0.020599111263363667,-0.2714357087755848
18097322500,2026,19.40320289596033,NA,-0.0038257973539594925,0.2298896285532265
18097322500,2027,18.811542033294064,NA,-0.03049294829512128,-0.25073297799291566
18097322500,2028,18.09781949384014,NA,-0.03794067164673276,-0.2467561208649631
18097322600,2025,17.876729394655914,NA,0.042111415307600764,-0.7331111769541893
18097322600,2026,17.876729394655907,NA,-4.440892098500626e-16,0.17626240143532856
18097322600,2027,18.59912276337044,NA,0.040409705420191955,-0.7451090524987354
18097322600,2028,19.32151613208497,NA,0.03884018498642483,-0.6464098531338824
18097322601,2024,31.94071339931155,NA,0.07869257906856131,NA
18097322601,2025,33.486023825406846,NA,0.04838058583026528,-0.7792648674812075
18097322601,2026,33.57553029553307,NA,0.002672950081888059,0.13879494358163352
18097322601,2027,35.26922989148396,NA,0.050444463007520035,-0.8150774359750411
18097322601,2028,37.03228981310564,NA,0.049988614070855864,-0.7044387875311073
18097322700,2024,17.201288404598063,NA,0.002953429728416168,NA
18097322700,2025,16.108386448097598,NA,-0.06353605211388258,0.04466644110651434
18097322700,2026,16.245151132119393,NA,0.008490278307045962,0.057251894358948445
18097322700,2027,15.376708993960776,NA,-0.053458544712554956,-0.09060298552292055
18097322700,2028,14.613567563703969,NA,-0.04962969843264464,-0.18591330943475495
18097330105,2024,15.452554002948077,NA,0.22159302275454862,NA
18097330105,2025,15.558120323599375,NA,0.006831642240574531,-0.4733811660839622
18097330105,2026,16.026322876642737,NA,0.030093773753193442,-0.2455700927053005
18097330105,2027,16.82449578555732,NA,0.04980387048596557,-0.8106108384703066
18097330105,2028,17.974021454995775,NA,0.06832452419912882,-0.7998794382172991
18097330106,2024,18.957976175723974,NA,0.06868261576142998,NA
18097330106,2025,19.931998378850384,NA,0.05137796324344279,-0.8013315873160465
18097330106,2026,19.919401833202375,NA,-6.319760522043305e-4,0.18512097917717857
18097330106,2027,20.866283067639586,NA,0.04753562593726657,-0.7947952691334024
18097330106,2028,21.798318667382432,NA,0.044667063928998996,-0.6767394693819158
18097330109,2024,2.3728366300595702,NA,0.06003897277661241,NA
18097330109,2025,2.522116615133437,NA,0.06291203666647682,-0.886245540981541
18097330109,2026,2.5207607265230827,NA,-5.375994917200533e-4,0.18379807762870556
18097330109,2027,2.6676994325654895,NA,0.05829141357858325,-0.8697911091153963
18097330109,2028,2.8135515091121435,NA,0.05467335441399035,-0.7288234329354923
18097330202,2025,6.162464943939289,NA,-0.09898389567206434,0.30563378846447486
18097330202,2026,6.1618143838354795,NA,-1.0556816302054184e-4,0.17774217867675499
18097330202,2027,5.483273753806262,NA,-0.11012026454566015,0.3044767069567581
18097330202,2028,4.8037488538305295,NA,-0.12392686020901922,0.2008124878923472
18097330206,2024,1.929455712474177,NA,0.058277224114624326,NA
18097330206,2025,2.0344798684272605,NA,0.054432011719206086,-0.8238155200301597
18097330206,2026,2.034468218640908,NA,-5.7261743078296234e-6,0.17634266675564958
18097330206,2027,2.1394687432305504,NA,0.05161079619114739,-0.8232098145345623
18097330206,2028,2.244457276793567,NA,0.04907224463793103,-0.6996689727613226
18097330208,2024,3.221763959841216,NA,-0.06642067072782953,NA
18097330208,2025,3.406191225169678,NA,0.057244189092471975,-0.8445187954831989
18097330208,2026,3.332809312809767,NA,-0.0215436854565485,0.47824601584169263
18097330208,2027,3.409527416348851,NA,0.023019049798083335,-0.6238509103978599
18097330208,2028,3.431132948196358,NA,0.006336811296459244,-0.47722582502919453
18097330209,2025,6.490536236402478,NA,0.044207102152858724,-0.7485396426097174
18097330209,2026,6.4939524427716036,NA,5.263365374907902e-4,0.16888460109070724
18097330209,2027,6.774210916033259,NA,0.04315684103501716,-0.7642637392449537
18097330209,2028,7.057068147529868,NA,0.04175500807439292,-0.6615818631516373
18097330210,2024,5.727330793670179,NA,0.42489047927370227,NA
18097330210,2025,5.529139477355491,NA,-0.034604482167107875,-0.1683280405329313
18097330210,2026,5.779798807185732,NA,0.04533423887330246,-0.4591997779087569
18097330210,2027,5.984034771670757,NA,0.03533617194963745,-0.7097333164773783
18097330210,2028,6.379053811037089,NA,0.06601215641934544,-0.7878432816270673
18097330211,2024,15.375320774906305,NA,0.36172410633493945,NA
18097330211,2025,14.131159851779367,NA,-0.08091934739712903,0.1726424194185125
18097330211,2026,15.8864616275372,NA,0.12421498264608544,-1.5648923094680294
18097330211,2027,16.418193863119935,NA,0.03347077832996148,-0.6967266668418592
18097330211,2028,18.68487804829265,NA,0.13805928983847293,-1.1628574066687059
18097330600,2024,6.158212232957508,NA,-0.11885154751831406,NA
18097330600,2025,5.148612988205608,NA,-0.16394356130643384,0.7838674389272173
18097330600,2026,5.166230653974344,NA,0.0034218275502730933,0.12829772735061656
18097330600,2027,4.186663755843462,NA,-0.18960959425559298,0.8587242665034343
18097330600,2028,3.2210481241940943,NA,-0.23064083670479307,0.7562717633151231
18097330701,2024,12.877878916654248,NA,0.011467840738539126,NA
18097330701,2025,15.456535331684428,NA,0.20023921887441776,-1.897249508038879
18097330701,2026,14.682777306893117,NA,-0.05006025012637738,0.8779703474476543
18097330701,2027,16.45225032713277,NA,0.12051350934873462,-1.3036410969858636
18097330701,2028,17.481768794261505,NA,0.06257614895579788,-0.7699584433076466
18097330803,2024,26.91617466005979,NA,-0.02094116793003431,NA
18097330803,2025,25.47358638725934,NA,-0.05359559042173523,-0.028515328471521453
18097330803,2026,25.607716440368876,NA,0.0052654561894207585,0.10245509048164578
18097330803,2027,24.371127223596066,NA,-0.0482897106289184,-0.12664321490982478
18097330803,2028,23.23530760495527,NA,-0.04660513271380806,-0.20165654324368407
18097330804,2024,13.348087222178483,NA,0.020219999892327145,NA
18097330804,2025,12.618145069516173,NA,-0.054685150052771414,-0.02049398053724908
18097330804,2026,12.69907892002251,NA,0.006414084642429874,0.0863544575351944
18097330804,2027,12.11124475338572,NA,-0.046289512045630254,-0.1405898060742191
18097330804,2028,11.589408987194728,NA,-0.043086881391370735,-0.2199694708890488
18097330805,2024,23.49155362068232,NA,0.2685438955168453,NA
18097330805,2025,23.097143223406277,NA,-0.01678945563348344,-0.29948242824514454
18097330805,2026,23.95207772837924,NA,0.037014729341357855,-0.3425829825321229
18097330805,2027,24.859010716781693,NA,0.037864480847433324,-0.7273622113428535
18097330805,2028,26.407564247967077,NA,0.06229344959974581,-0.7684869586471402
18097330806,2024,10.475464329596695,NA,-0.08020313203541218,NA
18097330806,2025,8.770252431689297,NA,-0.16278150965486116,0.7753124040770406
18097330806,2026,8.803204784994428,NA,0.0037572867556314726,0.12359550574028294
18097330806,2027,7.159783392059844,NA,-0.18668444425328945,0.8383283560585875
18097330806,2028,5.5457138213935515,NA,-0.22543553097657754,0.7291775115301835
18097331000,2024,12.540261197756031,NA,-0.019769583042069994,NA
18097331000,2025,12.224148293476713,NA,-0.025207840514189894,-0.23750620202561618
18097331000,2026,12.22629726502141,NA,1.7579724109229034e-4,0.17379820437977253
18097331000,2027,11.914263081278918,NA,-0.02552156036931963,-0.285396493655837
18097331000,2028,11.604181010029675,NA,-0.026026122567033072,-0.30877280336635204
18097340102,2024,9.422342168556568,NA,-0.14122081378012996,NA
18097340102,2025,7.2038885603321035,NA,-0.23544608851371351,1.3102696959233917
18097340102,2026,7.234227591132583,NA,0.004211479751025093,0.11722896076525267
18097340102,2027,5.072324490761194,NA,-0.29884366687901276,1.6203701174849843
18097340102,2028,2.93719441141702,NA,-0.4209372021117993,1.7467875768529078
18097340109,2025,25.828715616671552,NA,0.05628252835362191,-0.8374390403589108
18097340109,2026,26.027714926055182,NA,0.007704576268406704,0.06826529046303126
18097340109,2027,27.67745236111605,NA,0.06338387521715894,-0.9052988237428218
18097340109,2028,29.479582078445247,NA,0.0651118352157658,-0.7831569998502101
18097340110,2025,9.036994019180804,NA,-0.07435625937804435,0.12432490560399397
18097340110,2026,9.036942821249424,NA,-5.665371833996069e-6,0.1763418144710741
18097340110,2027,8.310892968313524,NA,-0.08034241969847034,0.09684760887100367
18097340110,2028,7.584776240295135,NA,-0.08736927918417603,0.010525815667430192
18097340112,2024,11.432231546282903,NA,-0.0102400213828292,NA
18097340112,2025,10.793725905639448,NA,-0.05585135658410101,-0.011908357424433039
18097340112,2026,10.846164797009394,NA,0.00485827524511695,0.10816265493371065
18097340112,2027,10.296679451413764,NA,-0.050661718301305725,-0.11010414647832452
18097340112,2028,9.788570803777311,NA,-0.04934684526541111,-0.18738559470123825
18097340201,2024,5.857156755020062,NA,1.3517371819398738,NA
18097340201,2025,5.599618338730667,NA,-0.04396986918075285,-0.09937997597943873
18097340201,2026,5.599618309750767,NA,-5.1753349383787395e-9,0.17626247397937955
18097340201,2027,5.34207983656717,NA,-0.0459921478460662,-0.14266320866179094
18097340201,2028,5.08454133543009,NA,-0.04820940701301368,-0.19330609966470802
18097340202,2024,6.701408311113722,NA,0.11799104507360636,NA
18097340202,2025,4.668526781952886,NA,-0.30335139045168646,1.8101891477007046
18097340202,2026,5.357417456433947,NA,0.14756061315618973,-1.8921342707497277
18097340202,2027,4.182740820064719,NA,-0.21926173308718178,1.0654768664148873
18097340202,2028,3.569254361148713,NA,-0.1466709235181619,0.3191981140372642
18097340301,2024,16.836522979209814,NA,0.2668963896084422,NA
18097340301,2025,15.945686610755152,NA,-0.052910946610217,-0.033555682451974406
18097340301,2026,17.2899351505125,NA,0.08430170318603092,-1.0054171714528166
18097340301,2027,17.866035714168927,NA,0.03331999562990573,-0.6956753188957547
18097340301,2028,19.674894087843537,NA,0.10124564859344076,-0.9712379097375856
18097340302,2024,3.798243767664516,NA,-0.2752011119642248,NA
18097340302,2025,4.539847314442282,NA,0.19524906565798616,-1.8605119545777073
18097340302,2026,3.824055307571331,NA,-0.15766874022257416,2.386347400464087
18097340302,2027,3.837937579032356,NA,0.003630248608993414,-0.48866049200078593
18097340302,2028,3.147758300899214,NA,-0.17983077210629206,0.4917991741300925
18097340400,2024,9.284560351303243,NA,-0.08820856037201485,NA
18097340400,2025,8.386759916073169,NA,-0.0966982173909886,0.28880660412681547
18097340400,2026,8.386759900752613,NA,-1.8267549695138996e-9,0.17626242704143644
18097340400,2027,7.488959434883154,NA,-0.10704973988690103,0.2830671567082488
18097340400,2028,6.591158953694869,NA,-0.11988320794026208,0.1797647841798494
18097340500,2024,6.940541202651273,NA,-0.16338341178852211,NA
18097340500,2025,5.735435607280685,NA,-0.17363279896821882,0.8551996949039917
18097340500,2026,5.718826770660169,NA,-0.0028958282784017353,0.21685400271801367
18097340500,2027,4.4860089243123165,NA,-0.21557181145487625,1.0397485068088022
18097340500,2028,3.240262751062968,NA,-0.27769587494530357,1.001198981888972
18097340600,2024,17.024591382844307,NA,0.08946506517051578,NA
18097340600,2025,17.717055039824064,NA,0.04067431877851435,-0.7225312592089121
18097340600,2026,17.61331130943863,NA,-0.00585558548823395,0.2583417129704284
18097340600,2027,18.05252536133419,NA,0.02493648378656621,-0.6372204168786232
18097340600,2028,18.3220475104754,NA,0.014929886193013608,-0.5219538289180081
18097340700,2024,7.058521758142041,NA,-0.15992896348173125,NA
18097340700,2025,6.432691741415336,NA,-0.08866304279714188,0.22965157553184565
18097340700,2026,6.381235870040352,NA,-0.007999119722106096,0.28838820695837986
18097340700,2027,5.663557880183962,NA,-0.11246692717093554,0.3208390544301166
18097340700,2028,4.903108915279314,NA,-0.134270538236284,0.25465259479210756
18097340800,2024,6.050547502498442,NA,-0.09004511089876377,NA
