GEOID,NAME,year,estimate,income_delta,income_delta_zscore_raw,income_delta_zscore
18097370202,NA,2026,35757.60701207263,0.014069468732233581,-0.8164629218877891,-0.8164629218877891
18097370202,NA,2027,36098.25613102834,0.009526619576100348,-0.9986261528526974,-0.9986261528526974
18097370202,NA,2028,36549.98655940922,0.012513912770223623,-0.8895831286436187,-0.8895831286436187
18097370301,NA,2024,85357.03030880787,0.049269570723768696,-0.12777789247834345,-0.12777789247834345
18097370301,NA,2025,88442.37855483496,0.036146386945103526,-0.38690570462831897,-0.38690570462831897
18097370301,NA,2026,91639.7567051017,0.03615210493558063,-0.417190538359414,-0.417190538359414
18097370301,NA,2027,94952.89377033216,0.036153926901968836,-0.437480798199169,-0.437480798199169
18097370301,NA,2028,98385.86887530464,0.03615450744740878,-0.4267703374401365,-0.4267703374401365
18097370302,NA,2024,86684.27987790393,0.02908896500111502,-0.2728357892853497,-0.2728357892853497
18097370302,NA,2025,94423.05070418492,0.08927536615844489,0.610748826493706,0.610748826493706
18097370302,NA,2026,95978.01521928332,0.01646806053714478,-0.7730943920510586,-0.7730943920510586
18097370302,NA,2027,104088.2335130328,0.08450079192844173,0.5813837227097821,0.5813837227097821
18097370302,NA,2028,106238.52605015466,0.020658363241918387,-0.7301389223072499,-0.7301389223072499
18097370303,NA,2024,115970.64718636294,0.3763101657492458,2.222985089410458,2.222985089410458
18097370303,NA,2025,105835.86914492422,-0.0873908897408523,-2.706685336631301,-2.706685336631301
18097370303,NA,2026,140242.5790633125,0.32509498146865634,4.807136392291197,4
18097370303,NA,2027,132468.8828265839,-0.05543035709018995,-2.36753308972554,-2.36753308972554
18097370303,NA,2028,170134.15766098327,0.2843329998012234,4.431829132301172,4
18097370304,NA,2024,96057.46450593189,0.16181212285987834,0.6811763152653381,0.6811763152653381
18097370304,NA,2025,95071.4340161345,-0.010265006419532319,-1.258417590824854,-1.258417590824854
18097370304,NA,2026,108245.10278721649,0.13856600468281877,1.4345377372854113,1.4345377372854113
18097370304,NA,2027,109043.08617686652,0.00737200454434106,-1.0440326297954032,-1.0440326297954032
18097370304,NA,2028,122251.04808200436,0.12112608298443317,1.2367213210501673,1.2367213210501673
18097380100,NA,2024,61412.7545529695,-0.0022946591128196747,-0.4984208173421974,-0.4984208173421974
18097380100,NA,2025,61001.02687466154,-0.006704269842721988,-1.1915541759317874,-1.1915541759317874
18097380100,NA,2026,60591.97720584594,-0.006705619393195916,-1.1920937513534768,-1.1920937513534768
18097380100,NA,2027,60185.69371880092,-0.006705235672781917,-1.3406971726087926,-1.3406971726087926
