GEOID,year,zhvi_forecast,NAME,zhvi_zscore
18097322200,2024,279920.70273697964,NA,0.6169763631190713
18097322200,2025,309862.1889287055,NA,0.7123645389538569
18097322200,2026,309862.565275585,NA,0.7099014998700882
18097322200,2027,343007.59370366443,NA,0.812017377952941
18097322200,2028,379698.50599144807,NA,0.9256245372329663
18097322300,2024,279920.70273697964,NA,0.6169763631190713
18097322300,2025,309862.1889287055,NA,0.7123645389538569
18097322300,2026,309862.565275585,NA,0.7099014998700882
18097322300,2027,343007.59370366443,NA,0.812017377952941
18097322300,2028,379698.50599144807,NA,0.9256245372329663
18097322400,2024,279920.70273697964,NA,0.6169763631190713
18097322400,2025,309862.1889287055,NA,0.7123645389538569
18097322400,2026,309862.565275585,NA,0.7099014998700882
18097322400,2027,343007.59370366443,NA,0.812017377952941
18097322400,2028,379698.50599144807,NA,0.9256245372329663
18097322500,2024,279920.70273697964,NA,0.6169763631190713
18097322500,2025,309862.1889287055,NA,0.7123645389538569
18097322500,2026,309862.565275585,NA,0.7099014998700882
18097322500,2027,343007.59370366443,NA,0.812017377952941
18097322500,2028,379698.50599144807,NA,0.9256245372329663
18097322601,2024,269459.06870360964,NA,0.4598142282568731
18097322601,2025,298798.3577909406,NA,0.5494077514483399
18097322601,2026,298800.62672207603,NA,0.5469332990765504
18097322601,2027,331339.68329785246,NA,0.642588072623767
18097322601,2028,367424.956470565,NA,0.7487985931981717
18097322602,2024,278971.3020838107,NA,0.6027137887434376
18097322602,2025,308843.54289016634,NA,0.6973611207003946
18097322602,2026,308843.6622148303,NA,0.69489067714756
18097322602,2027,341914.8993277834,NA,0.7961504024103105
18097322602,2028,378527.5788552238,NA,0.9087549025843646
18097322700,2024,165926.5141536148,NA,-1.095525716622911
18097322700,2025,184926.74465215288,NA,-1.1277827293272504
18097322700,2026,185018.08991681912,NA,-1.1293493176800953
18097322700,2027,206423.1748052656,NA,-1.1713200327643642
18097322700,2028,230437.50463776977,NA,-1.22478984998531
18097330103,2024,341196.64918433235,NA,1.5375073746847172
18097330103,2025,366555.7035085307,NA,1.5473911127769875
18097330103,2026,366563.4106603409,NA,1.5452374322772602
18097330103,2027,393824.65797441377,NA,1.5499301317200866
18097330103,2028,423122.5223383045,NA,1.5512375818742516
18097330105,2024,341196.64918433235,NA,1.5375073746847172
18097330105,2025,366555.7035085307,NA,1.5473911127769875
18097330105,2026,366563.4106603409,NA,1.5452374322772602
18097330105,2027,393824.65797441377,NA,1.5499301317200866
18097330105,2028,423122.5223383045,NA,1.5512375818742516
18097330106,2024,341196.64918433235,NA,1.5375073746847172
18097330106,2025,366555.7035085307,NA,1.5473911127769875
18097330106,2026,366563.4106603409,NA,1.5452374322772602
18097330106,2027,393824.65797441377,NA,1.5499301317200866
18097330106,2028,423122.5223383045,NA,1.5512375818742516
18097330107,2024,341196.64918433235,NA,1.5375073746847172
18097330107,2025,366555.7035085307,NA,1.5473911127769875
18097330107,2026,366563.4106603409,NA,1.5452374322772602
18097330107,2027,393824.65797441377,NA,1.5499301317200866
18097330107,2028,423122.5223383045,NA,1.5512375818742516
18097330108,2024,341196.64918433235,NA,1.5375073746847172
18097330108,2025,366555.7035085307,NA,1.5473911127769875
18097330108,2026,366563.4106603409,NA,1.5452374322772602
18097330108,2027,393824.65797441377,NA,1.5499301317200866
18097330108,2028,423122.5223383045,NA,1.5512375818742516
18097330109,2024,341196.64918433235,NA,1.5375073746847172
18097330109,2025,366555.7035085307,NA,1.5473911127769875
18097330109,2026,366563.4106603409,NA,1.5452374322772602
18097330109,2027,393824.65797441377,NA,1.5499301317200866
18097330109,2028,423122.5223383045,NA,1.5512375818742516
18097330204,2024,223943.04768680825,NA,-0.22395993270265183
18097330204,2025,247560.64405080292,NA,-0.20526150608579882
18097330204,2026,247585.07794668764,NA,-0.20759139803733226
18097330204,2027,273748.4038976505,NA,-0.1936928142207315
18097330204,2028,302704.678078649,NA,-0.18363128826140748
18097330210,2024,223943.04768680825,NA,-0.22395993270265183
18097330210,2025,247560.64405080292,NA,-0.20526150608579882
18097330210,2026,247585.07794668764,NA,-0.20759139803733226
18097330210,2027,273748.4038976505,NA,-0.1936928142207315
18097330210,2028,302704.678078649,NA,-0.18363128826140748
18097330211,2024,223943.04768680825,NA,-0.22395993270265183
18097330211,2025,247560.64405080292,NA,-0.20526150608579882
18097330211,2026,247585.07794668764,NA,-0.20759139803733226
18097330211,2027,273748.4038976505,NA,-0.1936928142207315
18097330211,2028,302704.678078649,NA,-0.18363128826140748
18097330212,2024,223943.04768680825,NA,-0.22395993270265183
18097330212,2025,247560.64405080292,NA,-0.20526150608579882
18097330212,2026,247585.07794668764,NA,-0.20759139803733226
18097330212,2027,273748.4038976505,NA,-0.1936928142207315
18097330212,2028,302704.678078649,NA,-0.18363128826140748
18097330401,2024,339972.7015386743,NA,1.5191203593926887
18097330401,2025,364506.11048326554,NA,1.5172030982518132
18097330401,2026,364532.3706096096,NA,1.515315466863494
18097330401,2027,390896.16809304577,NA,1.5074056359871966
18097330401,2028,419198.876912808,NA,1.494709329371523
18097330500,2024,166771.7670543181,NA,-1.0828277241344275
18097330500,2025,185775.70065165136,NA,-1.1152786391355995
18097330500,2026,185867.45588533583,NA,-1.1168361724447586
18097330500,2027,207266.98111411915,NA,-1.1590671518483247
18097330500,2028,231263.6941920996,NA,-1.2128868754099857
18097330600,2024,166771.7670543181,NA,-1.0828277241344275
18097330600,2025,185775.70065165136,NA,-1.1152786391355995
18097330600,2026,185867.45588533583,NA,-1.1168361724447586
18097330600,2027,207266.98111411915,NA,-1.1590671518483247
18097330600,2028,231263.6941920996,NA,-1.2128868754099857
18097330701,2024,166771.7670543181,NA,-1.0828277241344275
18097330701,2025,185775.70065165136,NA,-1.1152786391355995
18097330701,2026,185867.45588533583,NA,-1.1168361724447586
18097330701,2027,207266.98111411915,NA,-1.1590671518483247
18097330701,2028,231263.6941920996,NA,-1.2128868754099857
18097330702,2024,215333.06225738165,NA,-0.3533052803706021
18097330702,2025,238394.98415492105,NA,-0.3402605379223237
18097330702,2026,238406.79570664343,NA,-0.34280894022489167
18097330702,2027,263965.47630949935,NA,-0.33575035217717847
18097330702,2028,292278.0857513974,NA,-0.3338479821522187
18097330803,2024,223943.04768680825,NA,-0.22395993270265183
18097330803,2025,247560.64405080292,NA,-0.20526150608579882
18097330803,2026,247585.07794668764,NA,-0.20759139803733226
18097330803,2027,273748.4038976505,NA,-0.1936928142207315
18097330803,2028,302704.678078649,NA,-0.18363128826140748
18097330804,2024,223512.4728760135,NA,-0.23042833489169234
18097330804,2025,247102.69348920704,NA,-0.21200656134059975
18097330804,2026,247126.44645814615,NA,-0.21434811144279226
18097330804,2027,273259.90762678016,NA,-0.20078625091597935
18097330804,2028,302184.36722436897,NA,-0.19112744557458508
18097330805,2024,166771.7670543181,NA,-1.0828277241344275
18097330805,2025,185775.70065165136,NA,-1.1152786391355995
18097330805,2026,185867.45588533583,NA,-1.1168361724447586
18097330805,2027,207266.98111411915,NA,-1.1590671518483247
18097330805,2028,231263.6941920996,NA,-1.2128868754099857
18097330806,2024,166771.7670543181,NA,-1.0828277241344275
18097330806,2025,185775.70065165136,NA,-1.1152786391355995
18097330806,2026,185867.45588533583,NA,-1.1168361724447586
18097330806,2027,207266.98111411915,NA,-1.1590671518483247
18097330806,2028,231263.6941920996,NA,-1.2128868754099857
18097330900,2024,166771.7670543181,NA,-1.0828277241344275
18097330900,2025,185775.70065165136,NA,-1.1152786391355995
18097330900,2026,185867.45588533583,NA,-1.1168361724447586
18097330900,2027,207266.98111411915,NA,-1.1590671518483247
