GEOID,year,zhvi_forecast,NAME,zhvi_delta,zhvi_delta_zscore
18097320903,2027,375532.1940414257,NA,0.0722550201782628,-1.2064151499867393
18097320903,2028,402712.4742694903,NA,0.0723780295253893,-1.2062343741132282
18097321001,2025,298466.9712986559,NA,0.08805651386298652,-0.4993639729927128
18097321001,2026,324901.6406089331,NA,0.08856815611877478,-0.5711366361363827
18097321001,2027,353693.2588895752,NA,0.08861641396048547,-0.5969709394076241
18097321001,2028,385037.89664923376,NA,0.08862096455574386,-0.6067995402634578
18097321002,2025,298198.3401802027,NA,0.0883664992385973,-0.48755660355069
18097321002,2026,324693.716265775,NA,0.08885152100297078,-0.5604378532384933
18097321002,2027,353557.6568893177,NA,0.08889590151451032,-0.586560330507395
18097321002,2028,384988.91898460645,NA,0.08889996152771329,-0.5965033405172577
18097321100,2025,290619.4454453191,NA,0.08953522676463788,-0.4430396722282608
18097321100,2026,316854.7391454254,NA,0.09027370367425225,-0.5067416315476777
18097321100,2027,345484.591653891,NA,0.09035639670620643,-0.5321584652992519
18097321100,2028,376704.53251637175,NA,0.09036565339434044,-0.542412946207072
18097321200,2025,345793.99605200416,NA,0.07257677198217793,-1.088988663814755
18097321200,2026,371166.9275757635,NA,0.07337585907634869,-1.1447401305790321
18097321200,2027,398436.8627135377,NA,0.07347081087176832,-1.1611282624944286
18097321200,2028,427714.8358837243,NA,0.07348208941007672,-1.1654897702407743
18097321300,2025,369662.87544450304,NA,0.06911506037182602,-1.220845554820111
18097321300,2026,395392.0065353211,NA,0.06960160946613847,-1.2872414757850676
18097321300,2027,422929.9474505896,NA,0.06964718674151671,-1.303554123067774
18097321300,2028,452387.6337425845,NA,0.06965145521040772,-1.3068568058612888
18097321400,2025,369662.87544450304,NA,0.06911506037182602,-1.220845554820111
18097321400,2026,395392.0065353211,NA,0.06960160946613847,-1.2872414757850676
18097321400,2027,422929.9474505896,NA,0.06964718674151671,-1.303554123067774
18097321400,2028,452387.6337425845,NA,0.06965145521040772,-1.3068568058612888
18097321600,2025,314165.3948143404,NA,0.08929701275824842,-0.4521132640845307
18097321600,2026,342274.8895230365,NA,0.08947355492576681,-0.536952212404769
18097321600,2027,372896.74454871606,NA,0.08946567791856253,-0.5653367761210016
18097321600,2028,406258.3356405187,NA,0.08946602934862624,-0.5756129799055494
18097321700,2025,356431.16708178946,NA,0.07689742722641246,-0.9244145364070603
18097321700,2026,383849.8401997011,NA,0.07692557680181733,-1.010716257432811
18097321700,2027,413377.9275966179,NA,0.07692614221632765,-1.0324209095877155
18097321700,2028,445177.5015386613,NA,0.07692615357313914,-1.038388847562996
18097321800,2025,310489.13144768495,NA,0.07905702628548572,-0.8421552237318072
18097321800,2026,335522.0135228338,NA,0.08062402042361572,-0.8710770587297881
18097321800,2027,362658.47305726586,NA,0.08087832821909702,-0.8852062584045941
18097321800,2028,392004.6410216913,NA,0.08091957073836675,-0.8910144136655788
18097321900,2025,214740.00823232732,NA,0.09961007341661965,-0.05928790246400013
18097321900,2026,238176.0223991052,NA,0.1091366921315493,0.2054532435604982
18097321900,2027,265064.5861475251,NA,0.11289366359206165,0.30733033429095974
18097321900,2028,295379.9934113534,NA,0.11436988888042499,0.34344757613091315
18097322000,2025,214309.13414477347,NA,0.0994744235264724,-0.06445481836957322
18097322000,2026,237681.07460626413,NA,0.10905713634073133,0.2024495187459489
18097322000,2027,264504.836089653,NA,0.11285610992723916,0.30593150092035976
18097322000,2028,294752.7282224756,NA,0.1143566695414604,0.3429597251211644
18097322100,2025,309862.1889287055,NA,0.10696417199216679,0.2208303406093982
18097322100,2026,343007.5912081982,NA,0.10696820542734553,0.12357941317723728
18097322100,2027,379698.505974901,NA,0.1069682295877592,0.08661433068162824
18097322100,2028,420314.1829911052,NA,0.1069682297324841,0.07029421356022458
18097322200,2025,309862.1889287055,NA,0.10696417199216679,0.2208303406093982
18097322200,2026,343007.5912081982,NA,0.10696820542734553,0.12357941317723728
18097322200,2027,379698.505974901,NA,0.1069682295877592,0.08661433068162824
18097322200,2028,420314.1829911052,NA,0.1069682297324841,0.07029421356022458
18097322300,2025,309862.1889287055,NA,0.10696417199216679,0.2208303406093982
18097322300,2026,343007.5912081982,NA,0.10696820542734553,0.12357941317723728
18097322300,2027,379698.505974901,NA,0.1069682295877592,0.08661433068162824
18097322300,2028,420314.1829911052,NA,0.1069682297324841,0.07029421356022458
18097322400,2025,309862.1889287055,NA,0.10696417199216679,0.2208303406093982
18097322400,2026,343007.5912081982,NA,0.10696820542734553,0.12357941317723728
18097322400,2027,379698.505974901,NA,0.1069682295877592,0.08661433068162824
18097322400,2028,420314.1829911052,NA,0.1069682297324841,0.07029421356022458
18097322500,2025,309862.1889287055,NA,0.10696417199216679,0.2208303406093982
18097322500,2026,343007.5912081982,NA,0.10696820542734553,0.12357941317723728
18097322500,2027,379698.505974901,NA,0.1069682295877592,0.08661433068162824
18097322500,2028,420314.1829911052,NA,0.1069682297324841,0.07029421356022458
18097322601,2025,298798.3577909406,NA,0.10888217356530583,0.29388718440343853
18097322601,2026,331339.72043414327,NA,0.1089074347121104,0.19679735323990827
18097322601,2027,367424.9558627411,NA,0.10890706185577925,0.15883373428235714
18097322601,2028,407440.1302802992,NA,0.1089070673591006,0.14184574094124494
18097322602,2025,308843.54289016634,NA,0.1070799777010103,0.22524138995363407
18097322602,2026,341914.89888193656,NA,0.10708126089439185,0.12784795866331597
18097322602,2027,378527.5788535576,NA,0.10708126522519112,0.09082478583838002
18097322602,2028,419060.7909253594,NA,0.10708126523981254,0.07446571461147697
18097322700,2025,184926.74465215288,NA,0.11450991178509495,0.5082482140265774
18097322700,2026,206408.2563636045,NA,0.11616227686189107,0.4707126668440896
18097322700,2027,230435.06720192413,NA,0.11640431086242242,0.43809814556578186
18097322700,2028,257266.8659761062,NA,0.11643973766662041,0.4198339841863864
18097330103,2025,366555.7035085307,NA,0.07432386685163106,-1.0224416709663013
18097330103,2026,393824.38126349286,NA,0.07439163405167859,-1.1063883215149053
18097330103,2027,423122.512403396,NA,0.07439389873706403,-1.126744238562949
18097330103,2028,454600.2777665246,NA,0.07439397441731566,-1.1318372538216137
18097330105,2025,366555.7035085307,NA,0.07432386685163106,-1.0224416709663013
18097330105,2026,393824.38126349286,NA,0.07439163405167859,-1.1063883215149053
18097330105,2027,423122.512403396,NA,0.07439389873706403,-1.126744238562949
18097330105,2028,454600.2777665246,NA,0.07439397441731566,-1.1318372538216137
18097330106,2025,366555.7035085307,NA,0.07432386685163106,-1.0224416709663013
18097330106,2026,393824.38126349286,NA,0.07439163405167859,-1.1063883215149053
18097330106,2027,423122.512403396,NA,0.07439389873706403,-1.126744238562949
18097330106,2028,454600.2777665246,NA,0.07439397441731566,-1.1318372538216137
18097330107,2025,366555.7035085307,NA,0.07432386685163106,-1.0224416709663013
18097330107,2026,393824.38126349286,NA,0.07439163405167859,-1.1063883215149053
18097330107,2027,423122.512403396,NA,0.07439389873706403,-1.126744238562949
18097330107,2028,454600.2777665246,NA,0.07439397441731566,-1.1318372538216137
18097330108,2025,366555.7035085307,NA,0.07432386685163106,-1.0224416709663013
18097330108,2026,393824.38126349286,NA,0.07439163405167859,-1.1063883215149053
18097330108,2027,423122.512403396,NA,0.07439389873706403,-1.126744238562949
18097330108,2028,454600.2777665246,NA,0.07439397441731566,-1.1318372538216137
18097330109,2025,366555.7035085307,NA,0.07432386685163106,-1.0224416709663013
18097330109,2026,393824.38126349286,NA,0.07439163405167859,-1.1063883215149053
18097330109,2027,423122.512403396,NA,0.07439389873706403,-1.126744238562949
18097330109,2028,454600.2777665246,NA,0.07439397441731566,-1.1318372538216137
18097330204,2025,247560.64405080292,NA,0.10546251204469237,0.1636319849089607
18097330204,2026,273750.0517216091,NA,0.1057898672514026,0.07908983444740318
18097330204,2027,302704.5669450988,NA,0.10576989864073205,0.041977799849089885
18097330204,2028,334721.96697350935,NA,0.10577111654287497,0.0261155386734695
18097330210,2025,247560.64405080292,NA,0.10546251204469237,0.1636319849089607
18097330210,2026,273750.0517216091,NA,0.1057898672514026,0.07908983444740318
18097330210,2027,302704.5669450988,NA,0.10576989864073205,0.041977799849089885
18097330210,2028,334721.96697350935,NA,0.10577111654287497,0.0261155386734695
18097330211,2025,247560.64405080292,NA,0.10546251204469237,0.1636319849089607
18097330211,2026,273750.0517216091,NA,0.1057898672514026,0.07908983444740318
18097330211,2027,302704.5669450988,NA,0.10576989864073205,0.041977799849089885
18097330211,2028,334721.96697350935,NA,0.10577111654287497,0.0261155386734695
18097330212,2025,247560.64405080292,NA,0.10546251204469237,0.1636319849089607
18097330212,2026,273750.0517216091,NA,0.1057898672514026,0.07908983444740318
18097330212,2027,302704.5669450988,NA,0.10576989864073205,0.041977799849089885
18097330212,2028,334721.96697350935,NA,0.10577111654287497,0.0261155386734695
18097330401,2025,364506.11048326554,NA,0.0721628790592812,-1.104753880610713
18097330401,2026,390894.3923337234,NA,0.07239462135620167,-1.1817879439270385
18097330401,2027,419198.75682717713,NA,0.072409236480653,-1.2006707596298034
18097330401,2028,449553.0050856059,NA,0.07241015810298057,-1.2050486900891118
18097330500,2025,185775.70065165136,NA,0.11395174334960423,0.4869875306290807
18097330500,2026,207251.949792317,NA,0.11560311206111828,0.44960072552297803
18097330500,2027,231261.23078587855,NA,0.1158458630551884,0.41729656915001395
18097330500,2028,258060.1340902383,NA,0.11588152157320519,0.39923338641367484
18097330600,2025,185775.70065165136,NA,0.11395174334960423,0.4869875306290807
18097330600,2026,207251.949792317,NA,0.11560311206111828,0.44960072552297803
18097330600,2027,231261.23078587855,NA,0.1158458630551884,0.41729656915001395
18097330600,2028,258060.1340902383,NA,0.11588152157320519,0.39923338641367484
18097330701,2025,185775.70065165136,NA,0.11395174334960423,0.4869875306290807
