GEOID,NAME,year,percent_bachelors_plus,edu_zscore
18097310103,NA,2024,58.38603665588704,1.1258942393755196
18097310103,NA,2025,59.04081933084794,1.0860176436858544
18097310103,NA,2026,58.398109228449975,1.0620480492329274
18097310103,NA,2027,58.36947640970581,0.9957980466195608
18097310103,NA,2028,57.736260845271225,0.9096717108474378
18097310104,NA,2024,57.61027224604093,1.088643224174508
18097310104,NA,2025,58.67645205034061,1.068996857323751
18097310104,NA,2026,58.66478375667332,1.074549149504978
18097310104,NA,2027,59.710222981304895,1.0569676587926689
18097310104,NA,2028,60.74601234998442,1.0435319785719834
18097310105,NA,2024,51.54541922748925,0.7974182992894058
18097310105,NA,2025,55.84768901779452,0.9368560921624454
18097310105,NA,2026,55.55996615237019,0.9290023046060406
18097310105,NA,2027,59.075260505790425,1.0279984194192855
18097310105,NA,2028,61.93578869493956,1.0964479019691886
18097310106,NA,2024,47.65379785354519,0.6105486193744318
18097310106,NA,2025,47.428993212084904,0.5435913002277679
18097310106,NA,2026,48.708785474356176,0.6078344105128507
18097310106,NA,2027,50.02865261476517,0.6152600929537629
18097310106,NA,2028,52.418254801412495,0.673150618764948
18097310108,NA,2024,74.29017316260122,1.889586441867893
18097310108,NA,2025,75.57909931371046,1.8585747459399664
18097310108,NA,2026,75.5927291533782,1.8680930406814376
18097310108,NA,2027,76.90615324198905,1.8415069649400764
18097310108,NA,2028,78.23100502547548,1.8211861460465137
18097310110,NA,2024,51.12830932948798,0.7773893227680161
18097310110,NA,2025,51.83533646798177,0.749425992882634
18097310110,NA,2026,51.83694986964647,0.7544757003034898
18097310110,NA,2027,52.54713070315618,0.7301619925346885
18097310110,NA,2028,53.258855142785194,0.7105367573113648
18097310111,NA,2024,35.93056961206799,0.04761720890301822
18097310111,NA,2025,35.32967409339575,-0.021607434300148592
18097310111,NA,2026,35.31871330739799,-0.019861965006528117
18097310111,NA,2027,34.69364056452255,-0.08437752660359966
18097310111,NA,2028,34.0548871861767,-0.14356973221763433
18097310112,NA,2024,68.33837901859562,1.6037904304530033
18097310112,NA,2025,69.50028152875407,1.5746133026736142
18097310112,NA,2026,69.50012875014977,1.5824856785320849
18097310112,NA,2027,70.66172767360341,1.5566141310867545
18097310112,NA,2028,71.82317576354143,1.5361945980092588
18097310113,NA,2024,72.38759955797511,1.7982277801821502
18097310113,NA,2025,75.51254528737668,1.8554657898828042
18097310113,NA,2026,75.25792769494005,1.8523983036135663
18097310113,NA,2027,78.06604480854283,1.8944253305670213
18097310113,NA,2028,80.66655525872285,1.9295085127829463
18097310201,NA,2024,37.20370385717027,0.10875115951392741
18097310201,NA,2025,36.91223790598042,0.052319292932039255
18097310201,NA,2026,36.64126022680107,0.04213605094234488
18097310201,NA,2027,36.02878016062464,-0.023463724532028093
18097310201,NA,2028,35.1861195479871,-0.09325758300083721
18097310203,NA,2024,33.24759902163757,-0.08121491716450326
18097310203,NA,2025,32.715418568387776,-0.14372785281070719
18097310203,NA,2026,32.71540989654771,-0.14189895591986174
18097310203,NA,2027,32.18321212643073,-0.19891217259808272
18097310203,NA,2028,31.65100571120372,-0.2504836144149031
18097310204,NA,2024,34.83888089454226,-0.004804006217421478
18097310204,NA,2025,35.38878097110825,-0.01884635889108726
18097310204,NA,2026,35.586528269161754,-0.00730740378289262
18097310204,NA,2027,36.37933220165538,-0.007470297548458139
18097310204,NA,2028,37.33503859407936,0.002316712211848956
18097310305,NA,2024,23.059241122308247,-0.5704442117341647
18097310305,NA,2025,22.35519949456034,-0.6276875411632902
18097310305,NA,2026,22.74607439916527,-0.6092389134658266
18097310305,NA,2027,22.583460720575996,-0.6368868673638682
18097310305,NA,2028,22.719157324823232,-0.6477322292602261
18097310306,NA,2024,21.30406247184049,-0.6547251941551491
18097310306,NA,2025,22.517988294697496,-0.6200831443430823
18097310306,NA,2026,22.518440786775887,-0.6199098636789095
18097310306,NA,2027,23.733395343647732,-0.5844227728006185
