GEOID,year,zori_forecast,NAME,zori_delta,zori_delta_zscore
18011810605,2024,1669.201997988326,NA,0.08814436290917671,0.17088213730755542
18011810605,2025,1802.0916751286788,NA,0.07961269954176164,-0.05511709886844732
18011810605,2026,1951.8975332807977,NA,0.08312887752584608,-0.07073206306612886
18011810605,2027,2111.3187738963034,NA,0.08167500491050195,-0.06448986354566036
18011810605,2028,2285.028251675553,NA,0.08227534369842204,-0.04835915663234936
18057111103,2024,898.2417585204249,NA,-0.364922865331041,-3.1368234426520334
18057111103,2025,972.8449217380172,NA,0.08305465929403888,0.024978158406081696
18057111103,2026,1053.928254093772,NA,0.08334661624269657,-0.06587772768160187
18057111103,2027,1141.707095116924,NA,0.08328730222592728,-0.02921442387772218
18057111103,2028,1236.8105550735168,NA,0.08329935091351359,-0.02628388779490626
18059410802,2024,1814.3299017816096,NA,0.04965027691662405,-0.11015143805733822
18059410802,2025,1902.2732839304497,NA,0.04847154977850643,-0.7797793789727799
18059410802,2026,1993.0045141460496,NA,0.04769621220150477,-0.8606790396075465
18059410802,2027,2087.0465286944045,NA,0.04718605195365022,-0.8190733808659931
18059410802,2028,2184.825292974873,NA,0.046850303975559004,-0.8120425212943726
18059410902,2024,1592.9529522534738,NA,0.017459779131447473,-0.3451644394595298
18059410902,2025,1663.749156933084,NA,0.04444337453875091,-0.873516016062056
18059410902,2026,1821.3687123970476,NA,0.09473757195136079,0.1880758188441499
18059410902,2027,2015.9789292078433,NA,0.10684833635616542,0.48627724755521673
18059410902,2028,2149.8242258227606,NA,0.06639221009492902,-0.39076342792138336
18063210106,2024,1998.840165327559,NA,0.12295840300144878,0.4250488205201621
18063210106,2025,2116.798963513809,NA,0.05901362211566319,-0.5344627405395087
18063210106,2026,2334.482894863905,NA,0.10283637468753692,0.36863307234132614
18063210106,2027,2503.358629706541,NA,0.07233967540056896,-0.2687374609071246
18063210106,2028,2737.0214855629274,NA,0.09333974488656382,0.19016419276779922
18063210108,2024,1998.840262735416,NA,0.12295845772567038,0.42504922004500484
18063210108,2025,2116.79883211636,NA,0.05901350477077005,-0.5344654711842814
18063210108,2026,2334.482952021144,NA,0.10283647014636021,0.36863520053033344
18063210108,2027,2503.3584153125644,NA,0.07233955730763086,-0.2687400446615433
18063210108,2028,2737.021435976542,NA,0.09333981871501318,0.1901657843414164
18063210109,2024,1998.840262735416,NA,0.12295845772567038,0.42504922004500484
18063210109,2025,2116.79883211636,NA,0.05901350477077005,-0.5344654711842814
18063210109,2026,2334.482952021144,NA,0.10283647014636021,0.36863520053033344
18063210109,2027,2503.3584153125644,NA,0.07233955730763086,-0.2687400446615433
18063210109,2028,2737.021435976542,NA,0.09333981871501318,0.1901657843414164
18063210611,2024,1998.840262735416,NA,0.12295845772567038,0.42504922004500484
18063210611,2025,2116.79883211636,NA,0.05901350477077005,-0.5344654711842814
18063210611,2026,2334.482952021144,NA,0.10283647014636021,0.36863520053033344
18063210611,2027,2503.3584153125644,NA,0.07233955730763086,-0.2687400446615433
18063210611,2028,2737.021435976542,NA,0.09333981871501318,0.1901657843414164
18063210616,2024,1998.840262735416,NA,0.12295845772567038,0.42504922004500484
18063210616,2025,2116.79883211636,NA,0.05901350477077005,-0.5344654711842814
18063210616,2026,2334.482952021144,NA,0.10283647014636021,0.36863520053033344
18063210616,2027,2503.3584153125644,NA,0.07233955730763086,-0.2687400446615433
18063210616,2028,2737.021435976542,NA,0.09333981871501318,0.1901657843414164
18063210617,2024,1998.840262735416,NA,0.12295845772567038,0.42504922004500484
18063210617,2025,2116.79883211636,NA,0.05901350477077005,-0.5344654711842814
18063210617,2026,2334.482952021144,NA,0.10283647014636021,0.36863520053033344
18063210617,2027,2503.3584153125644,NA,0.07233955730763086,-0.2687400446615433
18063210617,2028,2737.021435976542,NA,0.09333981871501318,0.1901657843414164
18097310104,2024,1669.201997988326,NA,0.08814436290917671,0.17088213730755542
18097310104,2025,1802.0916751286788,NA,0.07961269954176164,-0.05511709886844732
18097310104,2026,1951.8975332807977,NA,0.08312887752584608,-0.07073206306612886
18097310104,2027,2111.3187738963034,NA,0.08167500491050195,-0.06448986354566036
18097310104,2028,2285.028251675553,NA,0.08227534369842204,-0.04835915663234936
18097310105,2024,1669.201997988326,NA,0.08814436290917671,0.17088213730755542
18097310105,2025,1802.0916751286788,NA,0.07961269954176164,-0.05511709886844732
18097310105,2026,1951.8975332807977,NA,0.08312887752584608,-0.07073206306612886
18097310105,2027,2111.3187738963034,NA,0.08167500491050195,-0.06448986354566036
18097310105,2028,2285.028251675553,NA,0.08227534369842204,-0.04835915663234936
18097310106,2024,1723.7552933974816,NA,0.1452111559702094,0.5875093795196001
18097310106,2025,1945.027018807716,NA,0.12836608900217672,1.0793863680165812
18097310106,2026,2178.4995303080486,NA,0.12003561351217074,0.7520783080854091
18097310106,2027,2430.972214794591,NA,0.1158929258299366,0.6841637460631643
18097310106,2028,2707.682637735501,NA,0.11382706114734065,0.6318241806556134
18097310108,2024,2075.805322336764,NA,0.2634676260962765,1.4508637819592387
18097310108,2025,2627.64975584408,NA,0.2658459478686068,4.278576788150736
18097310108,2026,3326.2649260850044,NA,0.2658707343652458,4.003372325538229
18097310108,2027,4210.62228311325,NA,0.2658709924435061,3.965532628666119
18097310108,2028,5330.104619643668,NA,0.26587099513060464,3.9095459274530042
18097310110,2024,1580.0512280931753,NA,0.0906147782258453,0.18891788568755036
18097310110,2025,1715.191177358417,NA,0.08552884037078368,0.08255296582634114
18097310110,2026,1855.208140528486,NA,0.08163344414219198,-0.10407172490706654
18097310110,2027,2001.1147904269117,NA,0.07864705135288053,-0.1307384344620085
18097310110,2028,2153.9116334902187,NA,0.0763558611401347,-0.17596975050991864
18097310111,2024,1580.0512280931753,NA,0.0906147782258453,0.18891788568755036
18097310111,2025,1715.191177358417,NA,0.08552884037078368,0.08255296582634114
18097310111,2026,1855.208140528486,NA,0.08163344414219198,-0.10407172490706654
18097310111,2027,2001.1147904269117,NA,0.07864705135288053,-0.1307384344620085
18097310111,2028,2153.9116334902187,NA,0.0763558611401347,-0.17596975050991864
18097310113,2024,1998.840194479361,NA,0.12295841937907714,0.4250489400882291
18097310113,2025,2116.798952102596,NA,0.05901360096171171,-0.5344632327972073
18097310113,2026,2334.482930956876,NA,0.10283639768342501,0.3686335850188822
18097310113,2027,2503.35862062213,NA,0.07233965492993932,-0.26873790878386156
18097310113,2028,2737.021521144961,NA,0.09333976306789049,0.19016458471589107
18097310201,2024,1669.201997988326,NA,0.08814436290917671,0.17088213730755542
18097310201,2025,1802.0916751286788,NA,0.07961269954176164,-0.05511709886844732
18097310201,2026,1951.8975332807977,NA,0.08312887752584608,-0.07073206306612886
18097310201,2027,2111.3187738963034,NA,0.08167500491050195,-0.06448986354566036
18097310201,2028,2285.028251675553,NA,0.08227534369842204,-0.04835915663234936
18097310203,2024,1669.201997988326,NA,0.08814436290917671,0.17088213730755542
18097310203,2025,1802.0916751286788,NA,0.07961269954176164,-0.05511709886844732
18097310203,2026,1951.8975332807977,NA,0.08312887752584608,-0.07073206306612886
18097310203,2027,2111.3187738963034,NA,0.08167500491050195,-0.06448986354566036
18097310203,2028,2285.028251675553,NA,0.08227534369842204,-0.04835915663234936
18097310204,2024,1658.2660214740945,NA,0.08552858377906825,0.15178513208338995
18097310204,2025,1799.754446646719,NA,0.08532311664135173,0.07776572360904736
18097310204,2026,1953.2987993395489,NA,0.08531405658083613,-0.02201499445472004
18097310204,2027,2119.941863203625,NA,0.08531365704029592,0.015120176394957502
18097310204,2028,2300.8018189141317,NA,0.085313639420844245,0.017139595614359317
18097310305,2024,1580.0512280931753,NA,0.0906147782258453,0.18891788568755036
18097310305,2025,1715.191177358417,NA,0.08552884037078368,0.08255296582634114
18097310305,2026,1855.208140528486,NA,0.08163344414219198,-0.10407172490706654
18097310305,2027,2001.1147904269117,NA,0.07864705135288053,-0.1307384344620085
18097310305,2028,2153.9116334902187,NA,0.0763558611401347,-0.17596975050991864
18097310306,2024,1580.0512280931753,NA,0.0906147782258453,0.18891788568755036
18097310306,2025,1715.191177358417,NA,0.08552884037078368,0.08255296582634114
18097310306,2026,1855.208140528486,NA,0.08163344414219198,-0.10407172490706654
18097310306,2027,2001.1147904269117,NA,0.07864705135288053,-0.1307384344620085
18097310306,2028,2153.9116334902187,NA,0.0763558611401347,-0.17596975050991864
18097310308,2024,435.18425490288223,NA,0.09061667036808863,0.1889316996406819
18097310308,2025,472.4064029476684,NA,0.08553192728237113,0.08262479902474434
18097310308,2026,510.9723647785924,NA,0.08163725468216443,-0.10398677153134185
18097310308,2027,551.1609906852589,NA,0.07865127094315638,-0.13064611408116106
